timestamps,X,Y,Z
1692210145.221,-1.899,4.553,1.495
1692210145.221,-2.086,4.344,1.862
1692210145.221,-1.533,3.723,1.667
1692210145.269,-1.578,3.664,2.034
1692210145.269,-1.750,3.499,2.378
1692210145.269,-1.413,3.163,2.273
1692210145.324,-1.436,3.312,2.707
1692210145.324,-1.436,2.953,2.512
1692210145.324,-1.256,2.871,2.243
1692210145.369,-1.271,3.021,2.198
1692210145.369,-1.428,3.006,2.161
1692210145.369,-1.705,2.961,2.011
1692210145.431,-1.869,2.759,1.600
1692210145.431,-1.922,2.796,1.428
1692210145.431,-1.936,2.923,1.114
1692210145.492,-2.565,3.237,1.211
1692210145.492,-2.467,3.103,0.935
1692210145.492,-2.512,3.110,0.553
1692210145.549,-2.400,2.535,0.135
1692210145.549,-2.318,2.475,0.015
1692210145.549,-2.363,2.378,0.232
1692210145.609,-2.894,2.228,0.067
1692210145.609,-3.148,2.355,0.254
1692210145.609,-3.454,2.430,0.194
1692210145.654,-2.811,2.430,-0.157
1692210145.654,-2.288,2.467,-0.037
1692210145.654,-2.153,2.490,0.045
1692210145.716,-1.705,2.729,0.202
1692210145.716,-1.757,2.886,0.942
1692210145.716,-1.383,2.931,0.860
1692210145.777,-1.376,2.744,1.301
1692210145.777,-1.450,3.006,1.690
1692210145.777,-1.622,2.841,1.615
1692210145.822,-1.869,2.901,1.353
1692210145.822,-1.996,3.163,1.406
1692210145.822,-1.652,3.073,1.510
1692210145.879,-1.652,2.692,1.039
1692210145.879,-1.615,2.452,0.950
1692210145.879,-1.772,2.482,1.047
1692210145.939,-1.735,2.669,1.226
1692210145.939,-1.750,2.609,1.391
1692210145.939,-1.675,2.849,1.391
1692210146.001,-1.697,3.058,1.383
1692210146.001,-1.712,2.938,1.346
1692210146.001,-2.138,2.908,1.391
1692210146.059,-2.310,2.953,1.181
1692210146.059,-2.355,2.864,0.890
1692210146.059,-2.624,2.894,0.621
1692210146.104,-2.176,2.722,0.187
1692210146.104,-2.176,2.931,-0.209
1692210146.104,-2.146,2.976,-0.546
1692210146.164,-2.183,2.654,-0.994
1692210146.164,-2.019,3.140,-1.032
1692210146.164,-1.981,3.544,-1.450
1692210146.224,-1.899,3.544,-1.600
1692210146.224,-1.936,3.477,-1.608
1692210146.224,-1.974,3.619,-1.690
1692210146.285,-1.458,3.365,-1.914
1692210146.285,-1.002,3.723,-1.981
1692210146.285,-0.972,3.940,-1.854
1692210146.344,-0.553,4.142,-1.630
1692210146.344,-0.471,3.776,-1.129
1692210146.344,-0.815,3.566,-0.658
1692210146.389,-1.600,3.544,-0.045
1692210146.389,-1.914,3.305,0.307
1692210146.389,-2.692,3.290,0.546
1692210146.449,-2.998,3.439,0.553
1692210146.449,-2.886,3.499,-0.037
1692210146.449,-2.557,3.559,-0.486
1692210146.509,-2.168,3.282,-0.882
1692210146.509,-1.742,3.350,-1.099
1692210146.509,-1.428,3.454,-1.174
1692210146.569,-1.308,3.507,-1.062
1692210146.569,-1.331,3.327,-1.054
1692210146.569,-2.101,3.275,-0.262
1692210146.617,-2.445,2.976,0.120
1692210146.617,-2.766,3.028,0.194
1692210146.617,-3.260,3.163,0.396
1692210146.674,-2.864,3.080,0.209
1692210146.674,-2.325,3.058,0.366
1692210146.674,-2.273,2.901,-0.202
1692210146.734,-1.974,3.028,-0.015
1692210146.734,-1.989,3.320,0.224
1692210146.734,-1.742,3.110,0.299
1692210146.794,-1.869,3.245,0.628
1692210146.794,-2.153,3.551,1.084
1692210146.794,-2.467,3.634,0.942
1692210146.854,-2.482,4.112,1.017
1692210146.854,-2.265,4.209,1.062
1692210146.854,-1.899,3.925,0.972
1692210146.914,-1.705,3.462,1.092
1692210146.914,-2.333,2.894,1.615
1692210146.914,-4.374,-0.232,3.065
1692210146.959,-5.069,-0.890,3.656
1692210146.959,-4.090,0.269,3.275
1692210146.959,-2.669,1.383,2.594
1692210147.019,-1.585,2.602,2.221
1692210147.019,-1.002,3.477,1.712
1692210147.019,-0.344,4.314,1.622
