timestamps,X,Y,Z
1690986287.512,-3.065,3.469,2.228
1690986287.512,-2.722,3.753,2.191
1690986287.512,-2.265,3.626,1.884
1690986287.572,-1.847,3.529,2.168
1690986287.572,-2.161,3.402,2.288
1690986287.572,-1.862,2.961,1.817
1690986287.632,-1.376,2.961,1.922
1690986287.632,-1.503,3.013,1.802
1690986287.632,-1.323,2.953,1.944
1690986287.677,-1.107,2.759,1.966
1690986287.677,-1.002,2.206,2.019
1690986287.677,-1.473,1.578,2.011
1690986287.740,-1.555,0.807,1.645
1690986287.740,-1.413,0.224,1.286
1690986287.740,-1.338,0.179,0.920
1690986287.797,-1.099,0.142,0.434
1690986287.797,-1.181,0.239,0.284
1690986287.797,-1.503,0.441,0.194
1690986287.857,-1.331,0.553,0.262
1690986287.857,-1.286,0.254,-0.127
1690986287.857,-1.555,0.142,-0.441
1690986287.917,-1.465,0.351,-0.389
1690986287.917,-1.047,0.852,-0.209
1690986287.917,-0.576,1.488,0.344
1690986287.962,-0.187,1.727,0.770
1690986287.962,0.344,1.353,0.576
1690986287.962,0.082,0.785,0.120
1690986288.025,-0.075,-0.052,-0.807
1690986288.025,-0.785,-0.411,-1.421
1690986288.025,-1.308,-0.501,-2.116
1690986288.082,-1.779,-0.239,-2.654
1690986288.082,-1.802,0.277,-3.103
1690986288.082,-1.488,0.426,-3.387
1690986288.142,-2.183,0.449,-3.641
1690986288.142,-2.849,0.037,-4.052
1690986288.142,-3.611,-0.135,-4.045
1690986288.187,-3.955,-0.576,-4.045
1690986288.187,-3.940,-0.957,-3.910
1690986288.187,-3.626,-0.942,-3.866
1690986288.247,-3.215,-0.187,-3.133
1690986288.247,-2.796,0.471,-2.535
1690986288.247,-2.146,0.695,-1.869
1690986288.309,-1.645,1.129,-1.054
1690986288.309,-1.585,1.413,-0.598
1690986288.309,-2.183,1.129,-0.561
1690986288.367,-2.938,0.800,-0.329
1690986288.367,-3.095,0.224,-0.329
1690986288.367,-3.267,0.120,-0.209
1690986288.412,-3.477,0.052,-0.441
1690986288.412,-3.432,-0.090,-0.598
1690986288.412,-3.873,-0.157,-0.449
1690986288.472,-3.918,-0.284,-0.628
1690986288.472,-3.873,-0.434,-0.845
1690986288.472,-3.738,-0.763,-0.882
1690986288.535,-3.910,-0.830,-1.293
1690986288.535,-4.082,-1.017,-1.570
1690986288.535,-3.522,-1.144,-1.458
1690986288.592,-3.439,-1.122,-1.570
1690986288.592,-3.110,-1.047,-1.869
1690986288.592,-2.826,-0.860,-1.884
1690986288.640,-2.774,-0.643,-1.622
1690986288.640,-2.684,-0.733,-1.593
1690986288.640,-2.722,-0.680,-1.069
1690986288.697,-2.535,-0.793,-0.763
1690986288.697,-2.677,-0.680,-0.247
1690986288.697,-2.579,-0.449,0.232
1690986288.757,-2.707,-0.389,0.613
1690986288.757,-2.856,-0.471,0.650
1690986288.757,-3.080,-0.374,0.942
1690986288.820,-2.744,-0.314,0.950
1690986288.820,-2.475,0.045,0.987
1690986288.820,-2.512,0.351,1.084
1690986288.865,-2.408,0.396,1.062
1690986288.865,-2.161,0.643,1.114
1690986288.865,-1.989,1.099,1.234
1690986288.922,-1.608,1.383,1.323
1690986288.922,-1.293,1.510,1.293
1690986288.922,-1.465,1.458,1.488
1690986288.982,-1.510,1.286,1.996
1690986288.982,-1.428,1.555,2.310
1690986288.982,-1.413,1.914,2.183
1690986289.057,-1.735,2.191,2.019
1690986289.057,-1.824,2.557,1.809
1690986289.057,-1.630,2.587,1.727
1690986289.104,-1.682,2.654,1.510
1690986289.104,-1.622,2.699,1.540
1690986289.104,-1.929,2.856,1.376
1690986289.150,-1.750,3.125,1.122
1690986289.150,-1.862,3.043,1.376
1690986289.150,-1.630,3.125,1.652
1690986289.207,-1.936,3.178,1.473
1690986289.207,-2.041,3.492,1.241
1690986289.207,-2.258,3.342,1.114
1690986289.267,-2.131,3.237,0.950
1690986289.267,-2.251,2.991,0.733
1690986289.267,-2.609,2.834,0.815
1690986289.327,-2.729,2.864,0.740
1690986289.327,-2.647,2.737,0.680
1690986289.327,-2.370,2.722,1.151
1690986289.376,-1.779,2.520,1.421
1690986289.376,-1.720,2.280,1.854
1690986289.376,-2.153,2.288,1.540
1690986289.440,-2.579,2.034,1.353
1690986289.440,-2.766,2.064,1.383
1690986289.440,-2.303,1.959,1.578
1690986289.494,-1.884,2.236,1.301
1690986289.494,-1.488,2.557,1.226
1690986289.494,-1.914,2.632,0.972
1690986289.567,-2.094,2.602,0.815
1690986289.567,-1.989,2.662,1.144
1690986289.567,-2.348,2.714,1.316
1690986289.603,-2.535,2.976,1.211
1690986289.603,-2.737,3.260,1.413
1690986289.603,-2.766,3.140,1.578
1690986289.657,-2.864,2.953,1.697
