timestamps,PPG1,PPG2,PPG3
1689624667.333,477.000,110130.000,58942.000
1689624667.333,476.000,110208.000,58907.000
1689624667.333,476.000,110167.000,58954.000
1689624667.333,476.000,110190.000,58940.000
1689624667.333,477.000,110236.000,58942.000
1689624667.333,476.000,110227.000,58977.000
1689624667.423,478.000,110195.000,58980.000
1689624667.423,476.000,110282.000,58952.000
1689624667.423,477.000,110278.000,58963.000
1689624667.423,476.000,110301.000,58987.000
1689624667.423,477.000,110287.000,58983.000
1689624667.423,476.000,110308.000,59010.000
1689624667.513,475.000,110316.000,59023.000
1689624667.513,476.000,110300.000,59018.000
1689624667.513,476.000,110328.000,58989.000
1689624667.513,477.000,110383.000,58981.000
1689624667.513,476.000,110336.000,59012.000
1689624667.513,477.000,110366.000,59012.000
1689624667.616,476.000,110418.000,58994.000
1689624667.616,476.000,110419.000,59032.000
1689624667.616,475.000,110436.000,58995.000
1689624667.616,476.000,110398.000,59003.000
1689624667.616,475.000,110420.000,59007.000
1689624667.616,476.000,110452.000,58999.000
1689624667.708,476.000,110475.000,58955.000
1689624667.708,476.000,110409.000,58968.000
1689624667.708,476.000,110387.000,58954.000
1689624667.708,473.000,110322.000,58952.000
1689624667.708,475.000,110323.000,58939.000
1689624667.708,474.000,110250.000,58910.000
1689624667.798,476.000,110245.000,58899.000
1689624667.798,474.000,110185.000,58903.000
1689624667.798,474.000,110129.000,58893.000
1689624667.798,474.000,110095.000,58907.000
1689624667.798,476.000,110157.000,58889.000
1689624667.798,475.000,110107.000,58873.000
1689624667.888,474.000,110107.000,58894.000
1689624667.888,475.000,110100.000,58884.000
1689624667.888,475.000,109988.000,58881.000
1689624667.888,474.000,110066.000,58890.000
1689624667.888,475.000,110055.000,58895.000
1689624667.888,475.000,110016.000,58880.000
1689624667.991,476.000,110040.000,58897.000
1689624667.991,475.000,110041.000,58860.000
1689624667.991,475.000,110006.000,58896.000
1689624667.991,475.000,110030.000,58870.000
1689624667.991,474.000,109996.000,58893.000
1689624667.991,475.000,110007.000,58873.000
1689624668.097,474.000,109957.000,58869.000
1689624668.097,474.000,109964.000,58845.000
1689624668.097,474.000,109969.000,58844.000
1689624668.097,476.000,109988.000,58857.000
1689624668.097,474.000,109976.000,58860.000
1689624668.097,475.000,110011.000,58841.000
1689624668.173,469.000,109987.000,58846.000
1689624668.173,466.000,110001.000,58846.000
1689624668.173,467.000,109979.000,58844.000
1689624668.173,466.000,110017.000,58847.000
1689624668.173,467.000,110019.000,58863.000
1689624668.173,466.000,109977.000,58839.000
1689624668.263,468.000,109992.000,58841.000
1689624668.263,467.000,110024.000,58851.000
1689624668.263,467.000,110043.000,58868.000
1689624668.263,467.000,110093.000,58847.000
1689624668.263,468.000,110049.000,58862.000
1689624668.263,468.000,110069.000,58859.000
1689624668.366,467.000,110066.000,58855.000
1689624668.366,467.000,110110.000,58871.000
1689624668.366,466.000,110120.000,58850.000
1689624668.366,468.000,110143.000,58833.000
1689624668.366,468.000,110150.000,58852.000
1689624668.366,468.000,110169.000,58868.000
