timestamps,X,Y,Z
1692218045.983,-2.437,3.305,0.845
1692218045.983,-2.565,2.991,1.062
1692218045.983,-2.295,2.535,1.009
1692218046.009,-2.011,2.243,1.204
1692218046.009,-1.936,1.772,1.428
1692218046.009,-2.340,1.839,1.421
1692218046.067,-2.737,2.415,1.488
1692218046.067,-2.766,2.834,1.473
1692218046.067,-2.355,2.826,1.518
1692218046.127,-2.460,2.983,1.189
1692218046.127,-2.191,2.789,0.793
1692218046.127,-2.355,3.021,0.897
1692218046.191,-2.258,3.387,0.927
1692218046.191,-2.221,3.439,0.643
1692218046.191,-2.452,3.507,0.680
1692218046.253,-2.288,3.409,0.523
1692218046.253,-2.639,3.133,0.658
1692218046.253,-2.744,2.894,0.449
1692218046.292,-2.579,2.789,0.030
1692218046.292,-2.422,2.632,0.075
1692218046.292,-2.445,2.669,0.127
1692218046.353,-2.624,2.841,0.247
1692218046.353,-2.475,3.267,0.359
1692218046.353,-2.602,2.998,0.434
1692218046.413,-2.363,2.594,0.613
1692218046.413,-2.340,2.692,0.807
1692218046.413,-2.594,2.348,0.822
1692218046.476,-2.385,2.527,0.837
1692218046.476,-2.123,2.370,1.084
1692218046.476,-2.467,2.243,0.935
1692218046.523,-2.938,2.497,0.606
1692218046.523,-2.086,2.826,0.710
1692218046.523,-1.914,3.021,0.890
1692218046.577,-1.630,3.185,0.793
1692218046.577,-1.794,3.342,1.174
1692218046.577,-1.862,2.886,1.540
1692218046.638,-1.981,2.722,1.712
1692218046.638,-2.168,2.393,1.585
1692218046.638,-2.437,2.475,1.608
1692218046.698,-2.295,2.587,1.204
1692218046.698,-2.221,2.497,0.942
1692218046.698,-2.086,2.482,0.785
1692218046.759,-2.011,2.146,0.486
1692218046.759,-1.989,2.183,0.277
1692218046.759,-2.295,2.437,0.172
1692218046.807,-2.348,2.737,0.374
1692218046.807,-2.437,2.781,0.374
1692218046.807,-2.258,2.669,0.449
1692218046.862,-2.258,2.669,0.680
1692218046.862,-1.959,2.505,0.486
1692218046.862,-2.445,2.475,0.807
1692218046.922,-2.213,2.729,0.650
1692218046.922,-2.280,2.983,0.875
1692218046.922,-2.251,3.028,0.979
1692218046.982,-2.183,2.998,1.406
1692218046.982,-2.079,2.774,1.241
1692218046.982,-2.056,2.535,0.950
1692218047.031,-1.959,2.542,1.092
1692218047.031,-1.959,2.729,1.084
1692218047.031,-2.056,2.916,0.950
1692218047.092,-2.019,2.729,1.226
1692218047.092,-2.079,2.325,0.852
1692218047.092,-2.946,2.318,0.957
1692218047.148,-2.804,2.520,0.845
1692218047.148,-2.041,2.923,0.546
1692218047.148,-2.026,3.275,0.501
1692218047.209,-2.161,3.215,0.553
1692218047.209,-1.914,3.065,0.830
1692218047.209,-2.041,2.901,0.882
1692218047.253,-2.026,2.572,1.084
1692218047.253,-2.557,2.467,1.563
1692218047.253,-2.669,2.460,1.630
1692218047.316,-2.273,2.460,1.241
1692218047.316,-2.258,2.714,1.047
1692218047.316,-2.206,2.811,1.017
1692218047.373,-1.944,2.886,0.972
1692218047.373,-1.682,2.998,0.591
1692218047.373,-1.936,3.118,0.591
1692218047.433,-2.221,3.178,0.531
1692218047.433,-2.236,3.223,0.957
1692218047.433,-2.251,2.953,1.271
1692218047.483,-2.168,2.991,1.144
1692218047.483,-2.258,2.714,1.219
1692218047.483,-2.288,2.856,1.241
1692218047.538,-2.191,2.744,1.084
1692218047.538,-2.079,2.684,0.897
1692218047.538,-1.951,2.744,1.099
1692218047.630,-2.094,3.065,1.002
1692218047.630,-2.273,3.140,0.882
1692218047.630,-2.251,2.983,0.897
1692218047.658,-1.966,2.849,0.703
1692218047.658,-2.138,2.751,1.009
1692218047.658,-2.146,2.961,1.054
1692218047.718,-2.101,2.968,1.174
1692218047.718,-2.131,2.475,1.436
1692218047.718,-2.737,2.400,1.174
1692218047.778,-2.684,2.692,0.972
1692218047.778,-2.198,2.916,1.009
1692218047.778,-2.034,3.372,0.778
1692218047.838,-2.176,3.200,0.479
1692218047.838,-1.929,3.372,0.852
1692218047.838,-1.787,2.916,1.226
1692218047.884,-2.094,2.550,1.682
1692218047.884,-2.086,2.452,1.922
1692218047.884,-2.153,2.811,2.094
1692218047.932,-2.340,3.028,1.981
1692218047.932,-2.370,3.163,1.450
1692218047.932,-2.034,2.781,0.965
1692218047.988,-2.079,2.751,0.748
1692218047.988,-1.884,2.819,0.576
1692218047.988,-2.071,2.789,0.665
1692218048.047,-2.310,3.088,0.807
1692218048.047,-2.168,3.230,0.935
1692218048.047,-2.617,3.125,1.316
1692218048.111,-2.161,2.983,1.301
1692218048.111,-1.929,3.065,1.017
1692218048.111,-2.265,2.946,1.136
1692218048.167,-2.146,2.923,1.084
1692218048.167,-2.221,2.991,1.084
1692218048.167,-1.996,2.938,1.174
1692218048.215,-2.011,2.886,1.293
1692218048.215,-2.542,3.125,1.518
1692218048.215,-2.333,3.148,1.361
1692218048.273,-2.056,2.983,1.308
1692218048.273,-1.869,2.961,1.144
1692218048.273,-2.056,3.088,1.032
1692218048.333,-2.019,3.170,0.957
1692218048.333,-1.892,2.841,1.129
1692218048.333,-2.594,2.572,1.099
1692218048.398,-3.432,2.542,0.770
1692218048.398,-2.796,2.572,0.561
1692218048.398,-2.639,3.006,0.650
1692218048.468,-2.221,3.006,0.269
1692218048.468,-2.303,3.006,0.561
1692218048.468,-2.221,3.073,0.793
1692218048.498,-2.123,2.901,1.234
1692218048.498,-2.206,2.632,1.660
1692218048.498,-2.737,2.617,1.974
1692218048.558,-2.677,2.759,2.348
1692218048.558,-2.378,2.983,1.854
1692218048.558,-2.236,2.983,2.004
1692218048.617,-2.251,2.796,1.548
1692218048.617,-2.146,2.931,1.032
1692218048.617,-1.989,2.841,0.725
1692218048.724,-2.123,3.193,0.598
1692218048.724,-2.303,3.350,0.763
1692218048.724,-2.557,3.103,0.935
1692218048.728,-2.654,3.006,0.965
1692218048.728,-2.116,2.983,1.002
1692218048.728,-2.034,2.617,0.695
1692218048.783,-2.325,2.781,0.725
1692218048.783,-2.325,2.923,1.092
1692218048.783,-2.452,2.811,1.062
1692218048.842,-2.288,2.819,1.308
1692218048.842,-2.131,3.275,1.331
1692218048.842,-2.243,3.305,1.002
1692218048.903,-2.251,3.088,0.785
1692218048.903,-2.041,2.879,0.621
1692218048.903,-2.094,2.991,0.396
1692218048.979,-2.378,2.766,0.194
1692218048.979,-2.198,2.699,0.665
1692218048.979,-2.856,2.363,0.867
1692218049.009,-3.312,2.535,0.650
1692218049.009,-2.991,2.976,0.568
1692218049.009,-2.542,3.469,0.561
1692218049.067,-2.191,3.694,0.845
1692218049.067,-2.221,3.581,0.531
1692218049.067,-2.363,3.043,0.621
1692218049.127,-2.310,2.961,0.875
1692218049.127,-2.273,2.961,1.122
1692218049.127,-2.811,3.380,1.353
1692218049.188,-3.193,3.836,1.331
1692218049.188,-3.297,3.791,0.755
1692218049.188,-2.991,3.873,0.778
1692218049.262,-2.707,3.806,0.912
1692218049.262,-2.512,3.507,0.897
1692218049.262,-2.236,3.589,1.211
1692218049.307,-2.243,3.686,1.637
1692218049.307,-2.662,3.559,1.600
1692218049.307,-2.415,3.148,1.892
1692218049.352,-2.333,2.991,1.824
1692218049.352,-2.101,2.931,1.705
1692218049.352,-1.989,2.714,1.570
1692218049.412,-1.981,2.669,1.443
1692218049.412,-1.832,2.751,1.376
1692218049.412,-1.899,2.669,1.652
1692218049.475,-1.690,2.759,1.637
1692218049.475,-2.041,2.759,1.929
1692218049.475,-2.079,2.856,1.809
1692218049.523,-2.243,2.684,1.503
1692218049.523,-2.094,2.609,1.503
1692218049.523,-1.862,2.751,1.293
1692218049.579,-1.907,2.759,0.965
1692218049.579,-1.869,2.594,1.009
1692218049.579,-2.639,2.251,1.002
1692218049.638,-3.252,2.236,0.815
1692218049.638,-2.931,2.475,0.493
1692218049.638,-2.617,2.938,0.531
1692218049.697,-2.071,3.125,0.299
1692218049.697,-1.922,3.185,0.060
1692218049.697,-2.138,2.894,0.299
1692218049.759,-1.884,2.647,0.845
1692218049.759,-2.116,2.430,1.166
1692218049.759,-2.370,2.191,1.391
1692218049.834,-2.467,2.243,1.465
1692218049.834,-2.183,2.393,1.308
1692218049.834,-2.116,2.684,1.271
1692218049.864,-2.348,2.804,0.920
1692218049.864,-2.437,2.774,0.636
1692218049.864,-2.408,2.819,0.411
1692218049.922,-2.243,2.953,0.299
1692218049.922,-2.565,3.484,0.456
1692218049.922,-2.565,3.208,0.374
1692218049.968,-2.505,2.886,0.568
1692218049.968,-2.378,2.677,0.703
1692218049.968,-2.310,2.565,0.680
1692218050.046,-2.251,2.475,0.441
1692218050.046,-2.101,2.430,0.852
1692218050.046,-2.123,2.430,0.748
1692218050.091,-2.131,2.550,0.830
1692218050.091,-2.258,2.422,0.710
1692218050.091,-2.280,2.452,0.703
