timestamps,TP9,AF7,AF8,TP10,Right AUX
1685717246.351,-130.371,-53.223,-43.945,-44.922,-71.777
1685717246.355,170.410,-51.270,-47.363,80.566,-20.996
1685717246.359,284.180,-56.152,-40.527,134.766,-22.949
1685717246.363,44.434,-65.918,-27.832,33.691,65.918
1685717246.367,-226.074,-65.430,-25.879,-78.613,63.965
1685717246.371,-182.617,-63.965,-25.879,-44.434,-67.383
1685717246.375,102.051,-71.289,-24.902,77.148,-91.309
1685717246.378,250.977,-81.055,-23.926,135.742,89.355
1685717246.382,67.383,-83.008,-21.973,38.086,242.188
1685717246.386,-202.148,-82.520,-27.344,-94.238,-120.605
1685717246.390,-214.844,-75.195,-30.273,-82.031,-248.535
1685717246.394,56.641,-69.824,-33.691,26.855,-81.055
1685717246.395,246.582,-73.242,-41.016,106.934,-1.953
1685717246.399,102.051,-70.312,-41.016,63.477,-60.059
1685717246.403,-176.270,-68.848,-38.086,-50.293,-59.082
1685717246.407,-229.004,-70.312,-42.969,-86.426,99.609
1685717246.411,32.715,-72.266,-42.969,18.066,89.844
1685717246.415,250.488,-71.777,-40.039,125.488,81.543
1685717246.419,119.629,-68.848,-38.574,78.125,52.246
1685717246.422,-166.016,-68.848,-37.109,-35.645,201.660
1685717246.426,-227.051,-65.430,-37.598,-65.918,197.266
1685717246.430,-6.348,-62.012,-34.180,34.180,-171.875
1685717246.434,231.445,-62.012,-35.156,140.137,-115.723
1685717246.438,167.480,-59.082,-35.156,84.961,5.859
1685717246.441,-108.887,-62.500,-33.691,-42.480,-119.629
1685717246.445,-242.676,-68.359,-37.598,-87.891,-215.332
1685717246.449,-48.340,-70.312,-34.180,-11.719,-63.965
1685717246.453,226.562,-62.500,-35.645,104.004,43.945
1685717246.457,194.824,-57.617,-37.598,106.445,7.324
1685717246.461,-83.984,-61.523,-29.297,-2.930,-19.043
1685717246.465,-253.906,-64.941,-31.738,-67.871,137.695
1685717246.468,-111.816,-68.359,-36.621,-5.859,337.891
1685717246.472,189.941,-67.871,-41.016,98.633,121.094
1685717246.476,227.051,-67.871,-44.434,106.934,-68.359
