timestamps,X,Y,Z
1689623084.500,-0.368,-0.016,0.937
1689623084.500,-0.370,-0.021,0.942
1689623084.500,-0.368,-0.019,0.945
1689623084.545,-0.369,-0.019,0.940
1689623084.545,-0.362,-0.019,0.939
1689623084.545,-0.360,-0.021,0.931
1689623084.605,-0.362,-0.024,0.933
1689623084.605,-0.361,-0.021,0.933
1689623084.605,-0.368,-0.023,0.937
1689623084.680,-0.367,-0.021,0.940
1689623084.680,-0.368,-0.020,0.941
1689623084.680,-0.369,-0.022,0.942
1689623084.725,-0.371,-0.024,0.943
1689623084.725,-0.366,-0.021,0.932
1689623084.725,-0.365,-0.021,0.932
1689623084.771,-0.370,-0.023,0.932
1689623084.771,-0.370,-0.025,0.936
1689623084.771,-0.367,-0.022,0.939
1689623084.830,-0.367,-0.021,0.935
1689623084.830,-0.366,-0.020,0.936
1689623084.830,-0.367,-0.019,0.936
1689623084.893,-0.366,-0.024,0.935
1689623084.893,-0.366,-0.019,0.936
1689623084.893,-0.367,-0.019,0.937
1689623084.941,-0.365,-0.019,0.936
1689623084.941,-0.368,-0.020,0.937
1689623084.941,-0.369,-0.018,0.936
1689623085.010,-0.369,-0.020,0.937
1689623085.010,-0.367,-0.021,0.935
1689623085.010,-0.369,-0.021,0.938
1689623085.055,-0.364,-0.021,0.937
1689623085.055,-0.365,-0.021,0.935
1689623085.055,-0.362,-0.025,0.938
1689623085.130,-0.362,-0.020,0.938
1689623085.130,-0.365,-0.022,0.939
1689623085.130,-0.367,-0.021,0.939
1689623085.178,-0.364,-0.020,0.938
1689623085.178,-0.363,-0.020,0.935
1689623085.178,-0.365,-0.021,0.935
1689623085.226,-0.368,-0.019,0.935
1689623085.226,-0.370,-0.025,0.936
1689623085.226,-0.367,-0.019,0.939
1689623085.280,-0.368,-0.025,0.936
1689623085.280,-0.367,-0.020,0.942
1689623085.280,-0.370,-0.020,0.939
1689623085.340,-0.369,-0.022,0.934
1689623085.340,-0.368,-0.024,0.936
1689623085.340,-0.367,-0.020,0.937
1689623085.400,-0.364,-0.020,0.932
1689623085.400,-0.370,-0.021,0.940
1689623085.400,-0.370,-0.021,0.940
1689623085.461,-0.368,-0.019,0.940
1689623085.461,-0.367,-0.022,0.939
1689623085.461,-0.363,-0.021,0.933
1689623085.509,-0.362,-0.020,0.931
1689623085.509,-0.365,-0.028,0.932
1689623085.509,-0.366,-0.021,0.934
1689623085.565,-0.368,-0.022,0.936
1689623085.565,-0.368,-0.023,0.940
1689623085.565,-0.365,-0.021,0.938
1689623085.625,-0.373,-0.023,0.944
1689623085.625,-0.368,-0.025,0.937
1689623085.625,-0.363,-0.021,0.936
1689623085.685,-0.365,-0.026,0.930
1689623085.685,-0.368,-0.023,0.933
1689623085.685,-0.371,-0.024,0.938
1689623085.746,-0.366,-0.019,0.938
1689623085.746,-0.369,-0.021,0.940
1689623085.746,-0.363,-0.021,0.936
1689623085.792,-0.366,-0.018,0.939
1689623085.792,-0.369,-0.018,0.936
1689623085.792,-0.368,-0.023,0.936
1689623085.850,-0.367,-0.018,0.939
1689623085.850,-0.365,-0.019,0.937
1689623085.850,-0.365,-0.019,0.937
1689623085.910,-0.367,-0.018,0.935
1689623085.910,-0.366,-0.018,0.940
1689623085.910,-0.363,-0.019,0.938
1689623085.969,-0.363,-0.021,0.936
1689623085.969,-0.363,-0.021,0.938
1689623085.969,-0.365,-0.019,0.938
1689623086.018,-0.365,-0.021,0.938
1689623086.018,-0.369,-0.024,0.939
1689623086.018,-0.365,-0.024,0.938
1689623086.075,-0.366,-0.019,0.935
1689623086.075,-0.368,-0.021,0.936
1689623086.075,-0.368,-0.021,0.935
1689623086.135,-0.365,-0.020,0.935
1689623086.135,-0.368,-0.025,0.939
1689623086.135,-0.369,-0.016,0.941
1689623086.194,-0.366,-0.020,0.937
1689623086.194,-0.366,-0.019,0.940
1689623086.194,-0.367,-0.017,0.934
1689623086.240,-0.372,-0.020,0.936
1689623086.240,-0.368,-0.020,0.932
1689623086.240,-0.368,-0.025,0.937
1689623086.303,-0.363,-0.021,0.928
1689623086.303,-0.363,-0.021,0.940
1689623086.303,-0.368,-0.020,0.941
1689623086.359,-0.369,-0.020,0.941
1689623086.359,-0.366,-0.016,0.939
1689623086.359,-0.363,-0.022,0.935
1689623086.420,-0.362,-0.020,0.930
1689623086.420,-0.364,-0.023,0.933
1689623086.420,-0.363,-0.022,0.934
1689623086.465,-0.364,-0.022,0.938
1689623086.465,-0.366,-0.015,0.941
1689623086.465,-0.366,-0.018,0.941
1689623086.539,-0.368,-0.022,0.943
1689623086.539,-0.371,-0.023,0.942
1689623086.539,-0.362,-0.020,0.932
1689623086.603,-0.361,-0.019,0.932
1689623086.603,-0.368,-0.019,0.932
1689623086.603,-0.367,-0.021,0.939
1689623086.636,-0.367,-0.019,0.937
1689623086.636,-0.362,-0.020,0.940
1689623086.636,-0.365,-0.021,0.938
1689623086.704,-0.366,-0.018,0.939
1689623086.704,-0.367,-0.016,0.937
1689623086.704,-0.368,-0.018,0.939
1689623086.750,-0.367,-0.016,0.939
1689623086.750,-0.365,-0.019,0.936
1689623086.750,-0.369,-0.021,0.937
1689623086.813,-0.368,-0.018,0.936
1689623086.813,-0.370,-0.018,0.938
1689623086.813,-0.366,-0.019,0.938
1689623086.870,-0.367,-0.019,0.934
1689623086.870,-0.368,-0.018,0.935
1689623086.870,-0.364,-0.020,0.930
1689623086.917,-0.363,-0.022,0.933
1689623086.917,-0.366,-0.023,0.938
1689623086.917,-0.368,-0.022,0.943
1689623086.975,-0.372,-0.023,0.939
1689623086.975,-0.368,-0.021,0.941
1689623086.975,-0.369,-0.023,0.936
1689623087.035,-0.368,-0.021,0.935
1689623087.035,-0.368,-0.018,0.934
1689623087.035,-0.368,-0.017,0.937
1689623087.098,-0.367,-0.016,0.936
1689623087.098,-0.369,-0.018,0.939
1689623087.098,-0.366,-0.018,0.938
1689623087.143,-0.369,-0.019,0.939
1689623087.143,-0.369,-0.015,0.935
1689623087.143,-0.366,-0.021,0.937
1689623087.214,-0.363,-0.025,0.934
1689623087.214,-0.366,-0.020,0.941
1689623087.214,-0.370,-0.023,0.939
1689623087.260,-0.369,-0.020,0.939
1689623087.260,-0.369,-0.018,0.938
1689623087.260,-0.365,-0.022,0.932
1689623087.335,-0.363,-0.022,0.930
1689623087.335,-0.363,-0.022,0.931
1689623087.335,-0.365,-0.022,0.932
1689623087.382,-0.367,-0.021,0.940
1689623087.382,-0.368,-0.020,0.940
1689623087.382,-0.370,-0.016,0.937
1689623087.428,-0.375,-0.021,0.943
1689623087.428,-0.372,-0.017,0.942
1689623087.428,-0.365,-0.022,0.930
1689623087.485,-0.366,-0.016,0.932
1689623087.485,-0.369,-0.019,0.935
1689623087.485,-0.370,-0.021,0.942
1689623087.545,-0.370,-0.017,0.944
1689623087.545,-0.366,-0.017,0.935
1689623087.545,-0.360,-0.020,0.935
1689623087.620,-0.360,-0.018,0.938
1689623087.620,-0.361,-0.022,0.937
1689623087.620,-0.366,-0.021,0.938
1689623087.665,-0.365,-0.017,0.940
1689623087.665,-0.367,-0.017,0.938
1689623087.665,-0.365,-0.016,0.937
1689623087.710,-0.362,-0.020,0.937
1689623087.710,-0.367,-0.019,0.935
1689623087.710,-0.364,-0.019,0.933
1689623087.770,-0.368,-0.016,0.937
1689623087.770,-0.366,-0.020,0.935
1689623087.770,-0.367,-0.021,0.938
1689623087.830,-0.365,-0.020,0.938
1689623087.830,-0.368,-0.019,0.939
1689623087.830,-0.367,-0.023,0.939
1689623087.905,-0.366,-0.023,0.938
1689623087.905,-0.368,-0.020,0.934
1689623087.905,-0.365,-0.016,0.937
1689623087.938,-0.364,-0.021,0.938
1689623087.938,-0.367,-0.020,0.935
1689623087.938,-0.366,-0.020,0.939
1689623087.995,-0.363,-0.020,0.937
1689623087.995,-0.364,-0.020,0.934
1689623087.995,-0.366,-0.022,0.938
1689623088.055,-0.367,-0.018,0.934
1689623088.055,-0.369,-0.022,0.939
1689623088.055,-0.368,-0.021,0.935
1689623088.115,-0.367,-0.022,0.937
1689623088.115,-0.365,-0.016,0.931
1689623088.115,-0.366,-0.016,0.941
1689623088.174,-0.366,-0.016,0.942
1689623088.174,-0.367,-0.020,0.945
1689623088.174,-0.364,-0.019,0.939
1689623088.234,-0.362,-0.017,0.933
1689623088.234,-0.362,-0.018,0.933
1689623088.234,-0.359,-0.023,0.931
1689623088.283,-0.363,-0.023,0.938
1689623088.283,-0.366,-0.018,0.941
1689623088.283,-0.367,-0.020,0.942
1689623088.340,-0.365,-0.020,0.940
1689623088.340,-0.370,-0.020,0.942
1689623088.340,-0.370,-0.020,0.943
1689623088.400,-0.362,-0.019,0.933
1689623088.400,-0.362,-0.022,0.934
1689623088.400,-0.370,-0.019,0.937
1689623088.461,-0.369,-0.022,0.938
1689623088.461,-0.368,-0.023,0.936
1689623088.461,-0.365,-0.019,0.936
1689623088.523,-0.364,-0.019,0.937
1689623088.523,-0.367,-0.020,0.935
1689623088.523,-0.366,-0.023,0.934
1689623088.565,-0.368,-0.019,0.938
1689623088.565,-0.371,-0.017,0.937
1689623088.565,-0.366,-0.018,0.938
1689623088.625,-0.362,-0.020,0.940
1689623088.625,-0.368,-0.016,0.938
