timestamps,X,Y,Z
1689186702.183,-0.316,-0.072,0.953
1689186702.183,-0.315,-0.068,0.961
1689186702.183,-0.318,-0.072,0.961
1689186702.241,-0.316,-0.071,0.962
1689186702.241,-0.312,-0.072,0.959
1689186702.241,-0.308,-0.073,0.961
1689186702.301,-0.304,-0.072,0.952
1689186702.301,-0.306,-0.082,0.949
1689186702.301,-0.305,-0.083,0.953
1689186702.365,-0.300,-0.084,0.950
1689186702.365,-0.299,-0.087,0.949
1689186702.365,-0.301,-0.087,0.950
1689186702.410,-0.300,-0.090,0.951
1689186702.410,-0.300,-0.094,0.953
1689186702.410,-0.298,-0.087,0.955
1689186702.467,-0.294,-0.091,0.954
1689186702.467,-0.298,-0.091,0.955
1689186702.467,-0.301,-0.090,0.954
1689186702.526,-0.301,-0.089,0.957
1689186702.526,-0.300,-0.088,0.957
1689186702.526,-0.303,-0.092,0.960
1689186702.586,-0.309,-0.091,0.959
1689186702.586,-0.310,-0.094,0.950
1689186702.586,-0.319,-0.099,0.942
1689186702.647,-0.324,-0.100,0.941
1689186702.647,-0.334,-0.107,0.941
1689186702.647,-0.340,-0.109,0.932
1689186702.693,-0.347,-0.113,0.940
1689186702.693,-0.346,-0.120,0.949
1689186702.693,-0.335,-0.112,0.948
1689186702.751,-0.317,-0.100,0.945
1689186702.751,-0.310,-0.092,0.932
1689186702.751,-0.310,-0.090,0.929
1689186702.826,-0.323,-0.089,0.936
1689186702.826,-0.329,-0.089,0.946
1689186702.826,-0.339,-0.094,0.947
1689186702.871,-0.338,-0.090,0.951
1689186702.871,-0.345,-0.093,0.954
1689186702.871,-0.343,-0.090,0.957
1689186702.920,-0.340,-0.092,0.964
1689186702.920,-0.331,-0.091,0.953
1689186702.920,-0.328,-0.094,0.954
1689186702.979,-0.326,-0.098,0.949
1689186702.979,-0.327,-0.102,0.942
1689186702.979,-0.336,-0.115,0.942
1689186703.036,-0.347,-0.118,0.943
1689186703.036,-0.354,-0.126,0.939
1689186703.036,-0.350,-0.129,0.934
1689186703.096,-0.343,-0.131,0.937
1689186703.096,-0.334,-0.136,0.942
1689186703.096,-0.321,-0.143,0.954
1689186703.160,-0.312,-0.146,0.957
1689186703.160,-0.301,-0.149,0.951
1689186703.160,-0.293,-0.155,0.945
1689186703.219,-0.283,-0.149,0.935
1689186703.219,-0.274,-0.153,0.934
1689186703.219,-0.283,-0.163,0.933
1689186703.261,-0.294,-0.157,0.937
1689186703.261,-0.297,-0.161,0.937
1689186703.261,-0.297,-0.156,0.939
1689186703.321,-0.290,-0.150,0.936
1689186703.321,-0.291,-0.147,0.948
1689186703.321,-0.291,-0.137,0.951
1689186703.381,-0.289,-0.137,0.956
1689186703.381,-0.290,-0.128,0.959
1689186703.381,-0.295,-0.125,0.948
1689186703.444,-0.298,-0.122,0.949
1689186703.444,-0.307,-0.117,0.954
1689186703.444,-0.310,-0.117,0.953
1689186703.489,-0.306,-0.121,0.956
1689186703.489,-0.295,-0.120,0.956
1689186703.489,-0.296,-0.115,0.956
1689186703.546,-0.288,-0.117,0.953
1689186703.546,-0.292,-0.119,0.950
1689186703.546,-0.296,-0.125,0.953
1689186703.606,-0.301,-0.129,0.955
1689186703.606,-0.301,-0.132,0.958
1689186703.606,-0.300,-0.131,0.951
1689186703.666,-0.295,-0.124,0.945
1689186703.666,-0.295,-0.119,0.939
1689186703.666,-0.296,-0.117,0.938
1689186703.726,-0.311,-0.107,0.933
1689186703.726,-0.315,-0.103,0.939
1689186703.726,-0.312,-0.101,0.947
1689186703.774,-0.318,-0.096,0.955
1689186703.774,-0.324,-0.099,0.967
1689186703.774,-0.321,-0.095,0.968
1689186703.831,-0.316,-0.090,0.970
1689186703.831,-0.313,-0.082,0.969
1689186703.831,-0.306,-0.080,0.953
1689186703.891,-0.304,-0.074,0.953
1689186703.891,-0.304,-0.072,0.950
1689186703.891,-0.310,-0.076,0.955
1689186703.966,-0.309,-0.070,0.955
1689186703.966,-0.313,-0.074,0.962
1689186703.966,-0.315,-0.072,0.959
1689186704.000,-0.311,-0.071,0.954
1689186704.000,-0.310,-0.072,0.958
1689186704.000,-0.310,-0.074,0.965
1689186704.058,-0.313,-0.071,0.958
1689186704.058,-0.318,-0.074,0.957
1689186704.058,-0.322,-0.071,0.954
1689186704.116,-0.322,-0.077,0.954
1689186704.116,-0.321,-0.073,0.952
1689186704.116,-0.319,-0.077,0.948
1689186704.176,-0.320,-0.073,0.948
1689186704.176,-0.318,-0.078,0.947
1689186704.176,-0.316,-0.077,0.945
1689186704.221,-0.322,-0.076,0.945
1689186704.221,-0.320,-0.078,0.945
1689186704.221,-0.324,-0.078,0.949
1689186704.285,-0.325,-0.077,0.952
1689186704.285,-0.323,-0.078,0.953
1689186704.285,-0.324,-0.076,0.953
1689186704.342,-0.325,-0.078,0.950
1689186704.342,-0.324,-0.076,0.953
1689186704.342,-0.320,-0.072,0.939
1689186704.390,-0.317,-0.066,0.943
1689186704.390,-0.322,-0.067,0.947
1689186704.390,-0.323,-0.073,0.951
1689186704.446,-0.329,-0.070,0.953
1689186704.446,-0.328,-0.066,0.943
1689186704.446,-0.327,-0.064,0.950
1689186704.506,-0.333,-0.066,0.946
1689186704.506,-0.331,-0.067,0.947
1689186704.506,-0.334,-0.071,0.954
1689186704.568,-0.331,-0.066,0.948
1689186704.568,-0.326,-0.063,0.946
1689186704.568,-0.326,-0.060,0.947
1689186704.627,-0.321,-0.057,0.949
1689186704.627,-0.320,-0.058,0.955
1689186704.627,-0.314,-0.058,0.956
1689186704.686,-0.317,-0.058,0.958
1689186704.686,-0.316,-0.057,0.948
1689186704.686,-0.314,-0.055,0.950
1689186704.731,-0.314,-0.059,0.947
1689186704.731,-0.312,-0.058,0.948
1689186704.731,-0.313,-0.057,0.947
1689186704.795,-0.316,-0.060,0.952
1689186704.795,-0.315,-0.057,0.955
1689186704.795,-0.317,-0.058,0.952
1689186704.866,-0.317,-0.056,0.953
1689186704.866,-0.315,-0.051,0.956
1689186704.866,-0.313,-0.048,0.951
1689186704.899,-0.310,-0.043,0.954
1689186704.899,-0.310,-0.040,0.952
1689186704.899,-0.310,-0.040,0.950
1689186704.956,-0.310,-0.037,0.959
1689186704.956,-0.305,-0.033,0.967
1689186704.956,-0.306,-0.032,0.960
1689186705.016,-0.305,-0.030,0.961
1689186705.016,-0.303,-0.028,0.960
1689186705.016,-0.301,-0.025,0.961
1689186705.079,-0.301,-0.023,0.965
1689186705.079,-0.295,-0.024,0.957
1689186705.079,-0.297,-0.021,0.955
1689186705.125,-0.296,-0.019,0.962
1689186705.125,-0.297,-0.020,0.960
1689186705.125,-0.294,-0.020,0.964
1689186705.183,-0.294,-0.021,0.965
1689186705.183,-0.298,-0.018,0.959
1689186705.183,-0.294,-0.019,0.969
1689186705.241,-0.291,-0.016,0.968
1689186705.241,-0.296,-0.016,0.969
1689186705.241,-0.293,-0.016,0.969
1689186705.301,-0.296,-0.017,0.966
1689186705.301,-0.293,-0.016,0.960
1689186705.301,-0.291,-0.017,0.958
1689186705.364,-0.294,-0.024,0.956
1689186705.364,-0.294,-0.024,0.958
1689186705.364,-0.290,-0.022,0.950
1689186705.410,-0.294,-0.019,0.952
1689186705.410,-0.292,-0.019,0.957
1689186705.410,-0.292,-0.014,0.958
1689186705.467,-0.289,-0.016,0.961
1689186705.467,-0.291,-0.009,0.960
1689186705.467,-0.293,-0.010,0.965
1689186705.526,-0.292,-0.009,0.970
1689186705.526,-0.300,-0.010,0.970
1689186705.526,-0.299,-0.011,0.972
1689186705.586,-0.297,-0.013,0.959
1689186705.586,-0.295,-0.014,0.963
1689186705.586,-0.294,-0.016,0.957
1689186705.650,-0.294,-0.021,0.965
1689186705.650,-0.294,-0.021,0.962
1689186705.650,-0.288,-0.022,0.963
1689186705.693,-0.287,-0.023,0.963
1689186705.693,-0.283,-0.023,0.960
1689186705.693,-0.282,-0.024,0.959
1689186705.751,-0.280,-0.023,0.962
1689186705.751,-0.281,-0.027,0.966
1689186705.751,-0.280,-0.028,0.968
1689186705.811,-0.280,-0.027,0.969
1689186705.811,-0.280,-0.026,0.965
1689186705.811,-0.284,-0.027,0.964
1689186705.871,-0.284,-0.028,0.963
1689186705.871,-0.288,-0.030,0.963
1689186705.871,-0.278,-0.028,0.960
1689186705.920,-0.275,-0.028,0.964
1689186705.920,-0.275,-0.029,0.969
1689186705.920,-0.276,-0.026,0.970
1689186705.976,-0.275,-0.029,0.969
1689186705.976,-0.275,-0.027,0.965
1689186705.976,-0.274,-0.031,0.965
1689186706.051,-0.278,-0.036,0.970
1689186706.051,-0.283,-0.033,0.966
1689186706.051,-0.288,-0.037,0.966
1689186706.096,-0.284,-0.037,0.957
1689186706.096,-0.289,-0.036,0.958
1689186706.096,-0.291,-0.036,0.967
1689186706.156,-0.292,-0.036,0.967
1689186706.156,-0.295,-0.035,0.964
1689186706.156,-0.292,-0.033,0.961
1689186706.220,-0.291,-0.028,0.961
1689186706.220,-0.289,-0.039,0.963
1689186706.220,-0.288,-0.037,0.960
1689186706.261,-0.290,-0.036,0.958
1689186706.261,-0.290,-0.040,0.956
1689186706.261,-0.290,-0.039,0.959
1689186706.321,-0.292,-0.040,0.966
1689186706.321,-0.291,-0.038,0.960
1689186706.321,-0.289,-0.038,0.959
1689186706.381,-0.296,-0.039,0.958
1689186706.381,-0.301,-0.045,0.959
1689186706.381,-0.297,-0.040,0.955
1689186706.426,-0.301,-0.044,0.955
1689186706.426,-0.300,-0.042,0.957
1689186706.426,-0.300,-0.043,0.963
1689186706.489,-0.302,-0.043,0.965
1689186706.489,-0.302,-0.044,0.960
1689186706.489,-0.304,-0.046,0.961
1689186706.546,-0.304,-0.047,0.957
1689186706.546,-0.302,-0.051,0.952
1689186706.546,-0.306,-0.054,0.957
1689186706.606,-0.310,-0.054,0.954
1689186706.606,-0.309,-0.054,0.949
1689186706.606,-0.312,-0.053,0.952
1689186706.666,-0.307,-0.059,0.952
1689186706.666,-0.312,-0.057,0.950
1689186706.666,-0.310,-0.052,0.949
1689186706.726,-0.308,-0.054,0.954
1689186706.726,-0.314,-0.057,0.956
1689186706.726,-0.315,-0.057,0.952
1689186706.771,-0.314,-0.055,0.951
1689186706.771,-0.317,-0.058,0.955
1689186706.771,-0.313,-0.055,0.955
1689186706.831,-0.316,-0.059,0.955
1689186706.831,-0.312,-0.060,0.956
1689186706.831,-0.316,-0.059,0.954
1689186706.891,-0.317,-0.058,0.952
1689186706.891,-0.315,-0.058,0.954
1689186706.891,-0.317,-0.058,0.952
1689186706.936,-0.317,-0.064,0.954
1689186706.936,-0.313,-0.059,0.951
1689186706.936,-0.307,-0.055,0.948
1689186707.000,-0.307,-0.056,0.959
1689186707.000,-0.308,-0.056,0.961
1689186707.000,-0.306,-0.060,0.952
1689186707.058,-0.303,-0.053,0.952
1689186707.058,-0.304,-0.053,0.949
1689186707.058,-0.314,-0.052,0.954
1689186707.116,-0.311,-0.053,0.957
1689186707.116,-0.312,-0.050,0.951
1689186707.116,-0.311,-0.056,0.956
1689186707.161,-0.311,-0.050,0.946
1689186707.161,-0.313,-0.052,0.953
1689186707.161,-0.315,-0.047,0.955
1689186707.221,-0.313,-0.044,0.957
1689186707.221,-0.310,-0.042,0.959
1689186707.221,-0.313,-0.044,0.955
1689186707.300,-0.314,-0.038,0.954
1689186707.300,-0.313,-0.041,0.957
1689186707.300,-0.313,-0.037,0.956
1689186707.342,-0.312,-0.039,0.956
1689186707.342,-0.312,-0.035,0.956
1689186707.342,-0.315,-0.030,0.960
1689186707.401,-0.311,-0.031,0.955
1689186707.401,-0.313,-0.035,0.954
1689186707.401,-0.312,-0.028,0.955
1689186707.446,-0.312,-0.033,0.955
1689186707.446,-0.316,-0.032,0.959
1689186707.446,-0.315,-0.031,0.951
1689186707.506,-0.314,-0.034,0.954
1689186707.506,-0.312,-0.026,0.950
1689186707.506,-0.312,-0.032,0.964
1689186707.581,-0.315,-0.033,0.958
1689186707.581,-0.315,-0.031,0.960
1689186707.581,-0.314,-0.032,0.959
1689186707.616,-0.316,-0.029,0.949
1689186707.616,-0.315,-0.034,0.954
1689186707.616,-0.314,-0.034,0.954
1689186707.671,-0.313,-0.029,0.953
1689186707.671,-0.315,-0.031,0.959
1689186707.671,-0.317,-0.031,0.957
1689186707.731,-0.317,-0.030,0.948
1689186707.731,-0.314,-0.025,0.955
1689186707.731,-0.316,-0.030,0.957
1689186707.791,-0.319,-0.031,0.958
1689186707.791,-0.316,-0.036,0.953
1689186707.791,-0.314,-0.034,0.949
1689186707.851,-0.317,-0.032,0.954
1689186707.851,-0.316,-0.035,0.955
1689186707.851,-0.319,-0.035,0.951
1689186707.898,-0.320,-0.036,0.952
1689186707.898,-0.319,-0.036,0.960
1689186707.898,-0.317,-0.031,0.955
1689186707.956,-0.316,-0.036,0.952
1689186707.956,-0.318,-0.036,0.951
1689186707.956,-0.321,-0.033,0.948
1689186708.031,-0.320,-0.040,0.953
1689186708.031,-0.324,-0.036,0.952
1689186708.031,-0.320,-0.036,0.953
1689186708.076,-0.317,-0.041,0.949
1689186708.076,-0.314,-0.038,0.954
1689186708.076,-0.317,-0.034,0.966
1689186708.138,-0.318,-0.038,0.958
1689186708.138,-0.315,-0.035,0.952
1689186708.138,-0.313,-0.036,0.945
1689186708.183,-0.313,-0.036,0.949
1689186708.183,-0.316,-0.038,0.951
1689186708.183,-0.315,-0.035,0.956
1689186708.241,-0.312,-0.031,0.951
1689186708.241,-0.316,-0.038,0.964
1689186708.241,-0.308,-0.031,0.949
1689186708.301,-0.308,-0.035,0.954
1689186708.301,-0.306,-0.033,0.957
1689186708.301,-0.310,-0.035,0.956
1689186708.364,-0.311,-0.033,0.955
