timestamps,PPG1,PPG2,PPG3
1692033888.323,586.000,116080.000,77066.000
1692033888.323,588.000,116053.000,77073.000
1692033888.323,587.000,116086.000,77024.000
1692033888.323,586.000,116070.000,77024.000
1692033888.323,587.000,116006.000,77048.000
1692033888.323,587.000,116096.000,77010.000
1692033888.413,588.000,116041.000,77038.000
1692033888.413,585.000,116059.000,77019.000
1692033888.413,587.000,115955.000,77007.000
1692033888.413,587.000,116034.000,77009.000
1692033888.413,587.000,116013.000,77031.000
1692033888.413,586.000,116006.000,77014.000
1692033888.515,586.000,116015.000,76996.000
1692033888.515,587.000,116034.000,77004.000
1692033888.515,587.000,116028.000,76978.000
1692033888.515,588.000,116062.000,76998.000
1692033888.515,587.000,116033.000,77003.000
1692033888.515,586.000,116040.000,76981.000
1692033888.607,585.000,116056.000,76983.000
1692033888.607,587.000,116051.000,77007.000
1692033888.607,586.000,116026.000,77008.000
1692033888.607,585.000,116039.000,77008.000
1692033888.607,587.000,116068.000,77016.000
1692033888.607,588.000,116035.000,77017.000
1692033888.710,588.000,116063.000,77033.000
1692033888.710,586.000,116117.000,77019.000
1692033888.710,587.000,116108.000,77005.000
1692033888.710,586.000,116119.000,77039.000
1692033888.710,585.000,116083.000,77005.000
1692033888.710,586.000,116098.000,77002.000
1692033888.789,588.000,116175.000,77035.000
1692033888.789,586.000,116152.000,77042.000
1692033888.789,588.000,116147.000,77046.000
1692033888.789,586.000,116165.000,77020.000
1692033888.789,588.000,116137.000,77039.000
1692033888.789,587.000,116192.000,77036.000
1692033888.878,586.000,116184.000,77034.000
1692033888.878,587.000,116170.000,77034.000
1692033888.878,587.000,116222.000,77024.000
1692033888.878,587.000,116180.000,77033.000
1692033888.878,586.000,116162.000,77004.000
1692033888.878,586.000,116143.000,76983.000
1692033888.981,584.000,116122.000,76986.000
1692033888.981,586.000,116097.000,76986.000
1692033888.981,584.000,116037.000,76952.000
1692033888.981,563.000,116016.000,76950.000
1692033888.981,560.000,115979.000,76923.000
1692033888.981,561.000,115996.000,76878.000
1692033889.074,560.000,115929.000,76936.000
1692033889.074,559.000,115888.000,76913.000
1692033889.074,561.000,115910.000,76905.000
1692033889.074,560.000,115870.000,76893.000
1692033889.074,560.000,115793.000,76854.000
1692033889.074,560.000,115825.000,76890.000
1692033889.177,561.000,115801.000,76838.000
1692033889.177,561.000,115781.000,76876.000
1692033889.177,560.000,115771.000,76856.000
1692033889.177,558.000,115781.000,76853.000
1692033889.177,559.000,115743.000,76874.000
1692033889.177,561.000,115729.000,76852.000
1692033889.253,561.000,115726.000,76867.000
1692033889.253,560.000,115758.000,76866.000
1692033889.253,561.000,115733.000,76830.000
1692033889.253,559.000,115718.000,76854.000
1692033889.253,559.000,115673.000,76859.000
1692033889.253,559.000,115767.000,76841.000
1692033889.360,558.000,115706.000,76885.000
1692033889.360,560.000,115664.000,76845.000
1692033889.360,560.000,115708.000,76869.000
1692033889.360,560.000,115730.000,76853.000
1692033889.360,559.000,115653.000,76859.000
1692033889.360,560.000,115698.000,76871.000
1692033889.462,561.000,115698.000,76858.000
1692033889.462,560.000,115735.000,76864.000
1692033889.462,560.000,115688.000,76902.000
1692033889.462,561.000,115675.000,76857.000
1692033889.462,560.000,115712.000,76865.000
1692033889.462,561.000,115683.000,76858.000
1692033889.538,559.000,115773.000,76894.000
1692033889.538,561.000,115718.000,76893.000
1692033889.538,561.000,115709.000,76868.000
1692033889.538,561.000,115732.000,76895.000
1692033889.538,560.000,115777.000,76885.000
1692033889.538,561.000,115780.000,76902.000
1692033889.640,561.000,115759.000,76884.000
1692033889.640,562.000,115758.000,76902.000
1692033889.640,562.000,115773.000,76875.000
1692033889.640,562.000,115806.000,76895.000
1692033889.640,562.000,115819.000,76918.000
1692033889.640,563.000,115890.000,76975.000
1692033889.730,563.000,115852.000,76964.000
1692033889.730,561.000,115836.000,76959.000
1692033889.730,564.000,115846.000,76938.000
1692033889.730,563.000,115852.000,76937.000
1692033889.730,563.000,115784.000,76925.000
1692033889.730,564.000,115778.000,76907.000
1692033889.822,564.000,115746.000,76909.000
1692033889.822,563.000,115758.000,76897.000
1692033889.822,564.000,115756.000,76896.000
1692033889.822,564.000,115667.000,76864.000
1692033889.822,564.000,115625.000,76864.000
1692033889.822,563.000,115619.000,76852.000
1692033889.913,564.000,115602.000,76867.000
1692033889.913,564.000,115553.000,76857.000
