timestamps,X,Y,Z
1688756646.795,6.363,-1.593,-32.494
1688756646.795,4.725,-1.705,-26.759
1688756646.795,3.454,-1.892,-21.952
1688756646.854,2.535,-1.682,-17.660
1688756646.854,1.092,-1.151,-13.249
1688756646.854,-0.112,-1.062,-9.623
1688756646.899,-1.495,-0.837,-7.387
1688756646.899,-1.608,-0.905,-6.168
1688756646.899,-2.153,-0.546,-3.880
1688756646.963,-2.340,-0.172,-0.987
1688756646.963,-2.841,-0.187,1.279
1688756646.963,-3.559,-0.052,2.886
1688756647.020,-3.694,-0.688,3.260
1688756647.020,-3.649,-0.553,3.828
1688756647.020,-3.462,-0.583,3.993
1688756647.079,-3.858,-0.336,4.800
1688756647.079,-4.710,0.112,6.034
1688756647.079,-5.406,0.688,7.454
1688756647.125,-4.957,1.092,7.881
1688756647.125,-4.703,0.905,7.791
1688756647.125,-4.172,1.107,7.178
1688756647.185,-3.888,1.675,6.325
1688756647.185,-3.275,1.817,5.264
1688756647.185,-3.237,2.176,4.957
1688756647.247,-3.409,2.692,5.226
1688756647.247,-3.245,2.639,5.107
1688756647.247,-3.252,2.819,4.576
1688756647.305,-3.230,2.953,3.694
1688756647.305,-2.871,2.908,2.841
1688756647.305,-2.707,3.297,2.183
1688756647.351,-2.355,3.006,1.413
1688756647.351,-2.393,2.677,1.122
1688756647.351,-2.183,2.325,1.009
1688756647.410,-2.101,2.363,0.837
1688756647.410,-2.086,2.594,0.815
1688756647.410,-2.280,3.051,1.286
1688756647.470,-2.415,3.776,1.525
1688756647.470,-2.303,4.090,1.480
1688756647.470,-2.415,4.157,1.346
1688756647.530,-2.624,3.948,1.196
1688756647.530,-2.684,3.776,1.062
1688756647.530,-3.051,4.023,1.241
1688756647.589,-3.088,3.589,1.570
1688756647.589,-3.021,3.118,1.593
1688756647.589,-2.916,2.781,1.555
1688756647.635,-2.609,2.707,1.353
1688756647.635,-3.088,2.961,1.465
1688756647.635,-3.073,2.961,1.264
1688756647.695,-2.318,2.916,0.987
1688756647.695,-1.308,2.512,0.778
1688756647.695,-0.979,2.146,0.957
1688756647.757,-1.525,2.295,1.645
1688756647.757,-1.600,2.228,2.011
1688756647.757,-1.787,2.535,1.936
1688756647.803,-1.660,2.617,1.391
1688756647.803,-1.675,2.819,0.852
1688756647.803,-1.533,2.617,0.209
1688756647.875,-1.555,2.647,-0.232
1688756647.875,-1.465,2.639,-1.144
1688756647.875,-1.540,2.849,-1.398
1688756647.920,-1.824,3.320,-1.211
1688756647.920,-1.667,4.008,-0.890
1688756647.920,-1.899,4.823,-0.269
1688756647.995,-2.273,5.899,0.643
1688756647.995,-2.542,6.497,1.002
1688756647.995,-2.415,6.707,0.994
1688756648.042,-2.041,6.221,0.643
1688756648.042,-2.041,4.651,0.389
1688756648.042,-2.280,3.208,0.037
1688756648.088,-2.976,2.213,-0.187
1688756648.088,-3.245,1.892,-0.179
