timestamps,PPG1,PPG2,PPG3
1689274750.651,600.000,117352.000,68808.000
1689274750.651,598.000,117335.000,68785.000
1689274750.651,600.000,117297.000,68773.000
1689274750.651,599.000,117276.000,68755.000
1689274750.651,600.000,117235.000,68794.000
1689274750.651,599.000,117220.000,68772.000
1689274750.755,600.000,117232.000,68765.000
1689274750.755,599.000,117205.000,68744.000
1689274750.755,599.000,117177.000,68770.000
1689274750.755,599.000,117255.000,68759.000
1689274750.755,598.000,117251.000,68763.000
1689274750.755,597.000,117192.000,68759.000
1689274750.845,597.000,117235.000,68752.000
1689274750.845,600.000,117152.000,68777.000
1689274750.845,598.000,117237.000,68745.000
1689274750.845,597.000,117219.000,68753.000
1689274750.845,598.000,117193.000,68758.000
1689274750.845,598.000,117183.000,68757.000
1689274750.936,599.000,117186.000,68769.000
1689274750.936,599.000,117225.000,68725.000
1689274750.936,600.000,117220.000,68784.000
1689274750.936,600.000,117258.000,68769.000
1689274750.936,600.000,117397.000,68768.000
1689274750.936,601.000,117502.000,68734.000
1689274751.026,602.000,117580.000,68747.000
1689274751.026,602.000,117716.000,68767.000
1689274751.026,603.000,117832.000,68797.000
1689274751.026,602.000,117903.000,68823.000
1689274751.026,603.000,117973.000,68837.000
1689274751.026,602.000,117987.000,68893.000
1689274751.130,605.000,118043.000,68896.000
1689274751.130,605.000,118074.000,68909.000
1689274751.130,604.000,117998.000,68924.000
1689274751.130,604.000,118004.000,68940.000
1689274751.130,605.000,117972.000,68919.000
1689274751.130,604.000,117942.000,68953.000
1689274751.235,604.000,117880.000,68960.000
1689274751.235,604.000,117844.000,68962.000
1689274751.235,602.000,117873.000,68983.000
1689274751.235,604.000,117822.000,68974.000
1689274751.235,604.000,117797.000,68984.000
1689274751.235,606.000,117809.000,69004.000
1689274751.310,604.000,117795.000,69005.000
1689274751.310,604.000,117813.000,69035.000
1689274751.310,605.000,117798.000,69017.000
1689274751.310,605.000,117825.000,69049.000
1689274751.310,603.000,117853.000,69067.000
1689274751.310,606.000,117852.000,69053.000
1689274751.400,604.000,117848.000,69100.000
1689274751.400,605.000,117922.000,69125.000
1689274751.400,605.000,117935.000,69091.000
1689274751.400,606.000,117923.000,69127.000
1689274751.400,604.000,117940.000,69094.000
1689274751.400,603.000,117983.000,69151.000
1689274751.505,605.000,117960.000,69147.000
1689274751.505,603.000,118031.000,69190.000
1689274751.505,605.000,118036.000,69200.000
1689274751.505,604.000,118056.000,69187.000
1689274751.505,605.000,118112.000,69214.000
1689274751.505,605.000,118120.000,69232.000
1689274751.595,605.000,118150.000,69247.000
1689274751.595,605.000,118178.000,69247.000
1689274751.595,605.000,118177.000,69285.000
1689274751.595,605.000,118176.000,69304.000
1689274751.595,605.000,118266.000,69276.000
1689274751.595,606.000,118183.000,69331.000
1689274751.685,605.000,118189.000,69320.000
1689274751.685,606.000,118193.000,69292.000
1689274751.685,606.000,118183.000,69313.000
1689274751.685,604.000,118182.000,69300.000
1689274751.685,605.000,118114.000,69316.000
1689274751.685,605.000,118104.000,69289.000
1689274751.775,606.000,118119.000,69333.000
1689274751.775,604.000,118056.000,69301.000
1689274751.775,604.000,118074.000,69308.000
1689274751.775,605.000,118070.000,69279.000
1689274751.775,606.000,118040.000,69314.000
1689274751.775,605.000,118092.000,69301.000
1689274751.880,605.000,118084.000,69296.000
1689274751.880,605.000,118075.000,69304.000
1689274751.880,604.000,118082.000,69305.000
1689274751.880,605.000,118087.000,69313.000
1689274751.880,604.000,118096.000,69310.000
1689274751.880,602.000,118080.000,69321.000
1689274751.970,605.000,118114.000,69321.000
1689274751.970,603.000,118130.000,69322.000
1689274751.970,603.000,118153.000,69361.000
1689274751.970,605.000,118147.000,69353.000
1689274751.970,605.000,118167.000,69327.000
1689274751.970,581.000,118150.000,69348.000
1689274752.060,576.000,118192.000,69376.000
1689274752.060,578.000,118259.000,69386.000
1689274752.060,578.000,118196.000,69407.000
1689274752.060,578.000,118242.000,69412.000
1689274752.060,578.000,118274.000,69420.000
1689274752.060,579.000,118257.000,69433.000
1689274752.150,578.000,118274.000,69450.000
1689274752.150,579.000,118342.000,69434.000
1689274752.150,579.000,118284.000,69457.000
1689274752.150,580.000,118342.000,69465.000
1689274752.150,579.000,118345.000,69446.000
1689274752.150,580.000,118391.000,69488.000
1689274752.256,578.000,118392.000,69450.000
1689274752.256,578.000,118348.000,69454.000
1689274752.256,577.000,118305.000,69460.000
1689274752.256,578.000,118329.000,69443.000
1689274752.256,579.000,118238.000,69477.000
1689274752.256,578.000,118273.000,69425.000
1689274752.345,580.000,118302.000,69420.000
1689274752.345,577.000,118257.000,69437.000
1689274752.345,579.000,118246.000,69436.000
1689274752.345,579.000,118199.000,69444.000
1689274752.345,579.000,118191.000,69432.000
1689274752.345,580.000,118187.000,69437.000
1689274752.435,579.000,118243.000,69423.000
1689274752.435,579.000,118228.000,69457.000
1689274752.435,579.000,118241.000,69408.000
1689274752.435,577.000,118254.000,69436.000
1689274752.435,578.000,118308.000,69436.000
1689274752.435,579.000,118305.000,69442.000
1689274752.526,577.000,118325.000,69440.000
1689274752.526,579.000,118376.000,69466.000
1689274752.526,580.000,118402.000,69481.000
1689274752.526,578.000,118447.000,69491.000
1689274752.526,578.000,118445.000,69464.000
1689274752.526,578.000,118516.000,69495.000
1689274752.630,577.000,118522.000,69527.000
1689274752.630,579.000,118564.000,69522.000
1689274752.630,578.000,118664.000,69528.000
1689274752.630,578.000,118657.000,69549.000
1689274752.630,580.000,118707.000,69539.000
1689274752.630,580.000,118720.000,69584.000
1689274752.720,580.000,118766.000,69606.000
1689274752.720,578.000,118847.000,69640.000
1689274752.720,580.000,118898.000,69655.000
1689274752.720,580.000,118918.000,69678.000
1689274752.720,580.000,118998.000,69666.000
1689274752.720,581.000,118997.000,69671.000
1689274752.810,580.000,119023.000,69679.000
1689274752.810,581.000,119069.000,69735.000
1689274752.810,579.000,119118.000,69757.000
1689274752.810,580.000,119130.000,69740.000
1689274752.810,583.000,119132.000,69758.000
1689274752.810,581.000,119080.000,69762.000
1689274752.900,581.000,119116.000,69776.000
1689274752.900,581.000,119009.000,69740.000
1689274752.900,581.000,119061.000,69766.000
1689274752.900,580.000,119021.000,69773.000
1689274752.900,580.000,119027.000,69784.000
1689274752.900,582.000,119020.000,69762.000
