timestamps,X,Y,Z
1688260680.286,-2.901,2.123,-0.688
1688260680.286,-3.036,2.766,-1.316
1688260680.286,-2.707,3.357,-1.862
1688260680.345,-2.251,3.955,-2.310
1688260680.345,-2.101,4.187,-2.976
1688260680.345,-2.019,4.538,-3.133
1688260680.405,-2.011,4.262,-3.469
1688260680.405,-2.258,3.963,-3.215
1688260680.405,-2.206,3.522,-2.804
1688260680.465,-2.340,3.267,-2.176
1688260680.465,-2.669,3.178,-1.824
1688260680.465,-2.355,3.432,-1.316
1688260680.525,-2.071,3.851,-0.389
1688260680.525,-1.660,4.344,0.583
1688260680.525,-1.398,4.419,1.151
1688260680.585,-1.301,4.067,1.421
1688260680.585,-1.637,3.432,1.428
1688260680.585,-1.742,2.669,1.279
1688260680.630,-1.854,2.228,1.002
1688260680.630,-1.615,1.824,0.576
1688260680.630,-1.608,1.346,0.179
1688260680.693,-1.682,1.742,0.292
1688260680.693,-1.630,1.944,0.381
1688260680.693,-1.944,1.809,0.449
1688260680.750,-2.056,1.809,0.404
1688260680.750,-2.019,1.727,0.232
1688260680.750,-2.333,1.869,0.314
1688260680.812,-2.116,2.228,0.374
1688260680.812,-1.974,2.647,0.314
1688260680.812,-1.824,2.722,0.351
1688260680.855,-1.563,2.804,0.501
1688260680.855,-2.019,3.163,0.972
1688260680.855,-2.108,3.215,1.196
1688260680.916,-2.146,2.864,1.353
1688260680.916,-2.026,2.490,1.256
1688260680.916,-2.116,2.221,1.166
1688260680.978,-2.497,1.847,0.987
1688260680.978,-2.243,1.667,0.755
1688260680.978,-2.034,1.436,0.860
1688260681.025,-2.310,1.391,0.613
1688260681.025,-2.482,1.772,0.501
1688260681.025,-2.422,2.490,0.516
1688260681.080,-2.176,2.864,0.636
1688260681.080,-1.884,2.894,0.486
1688260681.080,-2.071,2.946,0.366
1688260681.140,-2.086,2.714,-0.112
1688260681.140,-2.123,2.707,-0.135
1688260681.140,-2.004,2.460,-0.426
1688260681.201,-2.131,2.236,-0.464
1688260681.201,-2.086,2.325,-0.643
1688260681.201,-1.869,2.879,-0.710
1688260681.261,-1.667,3.185,-0.434
1688260681.261,-1.705,3.866,0.015
1688260681.261,-1.682,4.464,0.000
1688260681.309,-2.049,5.436,-0.030
1688260681.309,-1.899,6.176,-0.299
1688260681.309,-1.966,5.712,-0.486
1688260681.365,-1.690,5.204,-0.665
1688260681.365,-1.951,4.897,-0.994
1688260681.365,-1.802,4.277,-1.406
1688260681.425,-1.533,3.933,-1.675
1688260681.425,-0.972,3.656,-2.430
1688260681.425,-0.807,3.761,-2.609
1688260681.486,-0.822,3.903,-2.991
1688260681.486,-0.733,4.075,-2.976
1688260681.486,-0.486,4.000,-2.722
1688260681.533,-0.703,3.477,-3.125
1688260681.533,-1.622,3.679,-3.080
1688260681.533,-2.086,4.023,-2.707
1688260681.592,-1.899,4.037,-2.415
1688260681.592,-1.690,4.105,-1.675
1688260681.592,-1.615,3.858,-0.935
1688260681.650,-1.383,3.858,-0.658
1688260681.650,-1.054,3.267,-0.187
1688260681.650,-0.837,2.647,0.568
1688260681.710,-0.523,2.325,0.979
1688260681.710,-0.269,2.116,0.852
1688260681.710,0.247,1.697,0.763
1688260681.755,0.150,1.705,0.471
1688260681.755,-0.329,1.682,0.007
1688260681.755,-0.202,1.981,-0.815
1688260681.830,0.411,2.213,-1.316
1688260681.830,0.150,3.051,-1.533
1688260681.830,0.456,3.454,-1.690
1688260681.876,0.449,3.394,-2.071
1688260681.876,0.815,3.604,-2.138
1688260681.876,1.211,4.060,-2.034
1688260681.935,2.019,4.606,-1.869
1688260681.935,3.065,5.114,-1.862
1688260681.935,3.507,5.922,-1.510
1688260681.995,3.499,6.123,-2.041
1688260681.995,3.454,6.415,-2.527
1688260681.995,3.170,6.692,-2.901
1688260682.040,2.729,6.737,-2.819
1688260682.040,2.079,6.609,-1.809
1688260682.040,1.189,5.966,-1.017
1688260682.103,0.239,5.331,0.269
1688260682.103,-0.793,5.832,1.660
1688260682.103,-2.049,5.854,2.467
1688260682.160,-2.811,5.585,3.155
1688260682.160,-3.245,4.568,4.105
1688260682.160,-3.110,4.202,7.649
1688260682.221,-3.559,4.494,12.441
1688260682.221,-4.890,4.890,16.075
1688260682.221,-6.983,4.755,18.326
1688260682.266,-9.002,4.112,18.146
1688260682.266,-10.146,3.791,16.127
1688260682.266,-10.430,4.067,13.653
1688260682.341,-10.572,4.628,10.595
1688260682.341,-10.273,4.927,7.417
1688260682.341,-10.168,4.725,4.471
1688260682.386,-9.660,4.239,2.011
1688260682.386,-9.226,4.381,0.157
1688260682.386,-8.337,4.486,-1.256
1688260682.461,-7.828,4.890,-1.892
1688260682.461,-7.066,5.555,-1.996
1688260682.461,-7.051,6.183,-2.236
1688260682.490,-7.596,7.051,-2.901
1688260682.490,-8.329,7.925,-3.821
1688260682.490,-9.346,8.381,-5.406
1688260682.550,-9.780,8.135,-7.484
1688260682.550,-9.757,7.439,-8.905
1688260682.550,-8.628,6.482,-8.845
1688260682.613,-5.750,5.615,-7.043
1688260682.613,-2.437,4.165,-4.426
1688260682.613,-0.164,2.295,-1.959
1688260682.670,0.419,1.159,0.045
1688260682.670,0.636,0.852,1.189
1688260682.670,0.740,1.779,2.094
1688260682.717,1.510,3.619,2.527
1688260682.717,2.512,5.062,3.596
1688260682.717,3.387,5.368,4.636
1688260682.775,3.664,5.122,5.563
1688260682.775,3.581,4.770,5.787
1688260682.775,2.849,4.748,5.443
1688260682.835,2.041,4.935,5.406
1688260682.835,1.204,4.980,4.651
1688260682.835,-0.045,4.561,3.626
1688260682.898,-1.211,4.150,2.482
1688260682.898,-1.727,3.918,1.264
1688260682.898,-1.959,3.581,-0.135
1688260682.944,-2.849,3.380,-1.323
1688260682.944,-3.454,3.477,-2.221
1688260682.944,-3.985,2.774,-2.146
1688260683.000,-3.574,1.585,-2.265
1688260683.000,-3.559,0.523,-1.690
1688260683.000,-3.469,0.277,-1.039
1688260683.075,-3.551,0.127,-0.247
1688260683.075,-4.008,1.039,0.322
1688260683.075,-4.090,1.854,0.209
1688260683.121,-4.000,2.639,0.030
1688260683.121,-4.194,3.335,-0.314
1688260683.121,-3.925,3.768,-0.830
1688260683.182,-3.858,4.224,-1.107
1688260683.182,-3.454,4.688,-1.002
1688260683.182,-3.103,5.002,-0.209
1688260683.227,-2.871,4.830,0.269
1688260683.227,-2.497,3.888,0.650
1688260683.227,-2.034,3.544,1.241
1688260683.303,-1.376,3.021,1.824
1688260683.303,-0.531,2.594,2.333
1688260683.303,-0.150,2.236,2.355
1688260683.345,-0.979,2.415,2.393
1688260683.345,-0.733,2.348,2.213
1688260683.345,-0.493,2.647,2.258
1688260683.405,-0.456,2.766,2.026
1688260683.405,-0.419,2.819,1.495
1688260683.405,-0.561,2.916,1.084
1688260683.454,-0.867,3.103,0.897
1688260683.454,-1.301,2.961,1.002
1688260683.454,-1.832,2.632,1.256
1688260683.510,-1.959,2.258,1.017
1688260683.510,-1.996,1.996,0.621
1688260683.510,-2.034,2.056,0.508
1688260683.570,-2.161,2.430,0.120
1688260683.570,-2.460,2.639,0.090
1688260683.570,-2.415,2.737,-0.007
1688260683.630,-2.206,2.692,-0.090
1688260683.630,-2.251,2.722,-0.007
