timestamps,X,Y,Z
1688260680.300,0.345,-0.023,0.935
1688260680.300,0.347,-0.022,0.939
1688260680.300,0.345,-0.022,0.941
1688260680.346,0.350,-0.022,0.938
1688260680.346,0.353,-0.023,0.934
1688260680.346,0.352,-0.025,0.934
1688260680.406,0.353,-0.022,0.934
1688260680.406,0.352,-0.027,0.937
1688260680.406,0.352,-0.026,0.930
1688260680.465,0.351,-0.025,0.933
1688260680.465,0.354,-0.026,0.933
1688260680.465,0.351,-0.025,0.938
1688260680.526,0.352,-0.029,0.935
1688260680.526,0.356,-0.029,0.933
1688260680.526,0.359,-0.032,0.932
1688260680.586,0.362,-0.031,0.932
1688260680.586,0.365,-0.031,0.929
1688260680.586,0.369,-0.030,0.935
1688260680.631,0.364,-0.034,0.936
1688260680.631,0.361,-0.031,0.940
1688260680.631,0.354,-0.032,0.931
1688260680.694,0.355,-0.036,0.937
1688260680.694,0.345,-0.037,0.932
1688260680.694,0.345,-0.031,0.933
1688260680.751,0.345,-0.036,0.934
1688260680.751,0.349,-0.033,0.933
1688260680.751,0.347,-0.033,0.935
1688260680.812,0.349,-0.031,0.936
1688260680.812,0.351,-0.029,0.937
1688260680.812,0.353,-0.026,0.932
1688260680.856,0.354,-0.030,0.932
1688260680.856,0.357,-0.035,0.933
1688260680.856,0.358,-0.034,0.938
1688260680.916,0.358,-0.032,0.934
1688260680.916,0.358,-0.035,0.932
1688260680.916,0.359,-0.031,0.932
1688260680.978,0.352,-0.035,0.938
1688260680.978,0.350,-0.033,0.933
1688260680.978,0.351,-0.037,0.932
1688260681.026,0.348,-0.035,0.932
1688260681.026,0.350,-0.030,0.938
1688260681.026,0.349,-0.033,0.941
1688260681.081,0.350,-0.032,0.938
1688260681.081,0.351,-0.034,0.936
1688260681.081,0.354,-0.032,0.934
1688260681.141,0.354,-0.037,0.938
1688260681.141,0.352,-0.037,0.936
1688260681.141,0.351,-0.034,0.935
1688260681.201,0.348,-0.031,0.933
1688260681.201,0.347,-0.030,0.931
1688260681.201,0.348,-0.030,0.933
1688260681.262,0.346,-0.033,0.932
1688260681.262,0.340,-0.031,0.934
1688260681.262,0.345,-0.032,0.929
1688260681.310,0.349,-0.037,0.933
1688260681.310,0.356,-0.037,0.935
1688260681.310,0.364,-0.038,0.934
1688260681.366,0.363,-0.037,0.940
1688260681.366,0.364,-0.039,0.938
1688260681.366,0.366,-0.040,0.941
1688260681.426,0.369,-0.039,0.935
1688260681.426,0.366,-0.039,0.935
1688260681.426,0.362,-0.039,0.934
1688260681.487,0.357,-0.044,0.930
1688260681.487,0.356,-0.047,0.933
1688260681.487,0.358,-0.045,0.926
1688260681.534,0.359,-0.040,0.923
1688260681.534,0.362,-0.044,0.926
1688260681.534,0.357,-0.043,0.932
1688260681.593,0.356,-0.045,0.929
1688260681.593,0.360,-0.044,0.929
1688260681.593,0.363,-0.041,0.932
1688260681.651,0.367,-0.042,0.934
1688260681.651,0.363,-0.044,0.936
1688260681.651,0.362,-0.046,0.932
1688260681.710,0.363,-0.046,0.931
1688260681.710,0.357,-0.045,0.933
1688260681.710,0.354,-0.050,0.931
1688260681.770,0.358,-0.047,0.928
1688260681.770,0.354,-0.048,0.934
1688260681.770,0.346,-0.046,0.938
1688260681.831,0.349,-0.046,0.941
1688260681.831,0.346,-0.047,0.936
1688260681.831,0.342,-0.041,0.931
1688260681.877,0.342,-0.046,0.933
1688260681.877,0.345,-0.046,0.938
1688260681.877,0.347,-0.047,0.942
1688260681.936,0.350,-0.057,0.941
1688260681.936,0.362,-0.062,0.933
1688260681.936,0.365,-0.068,0.931
1688260681.995,0.371,-0.073,0.929
1688260681.995,0.378,-0.077,0.917
1688260681.995,0.381,-0.087,0.916
1688260682.040,0.379,-0.094,0.911
1688260682.040,0.376,-0.104,0.910
1688260682.040,0.373,-0.104,0.906
1688260682.104,0.374,-0.103,0.911
1688260682.104,0.377,-0.104,0.908
1688260682.104,0.379,-0.104,0.912
1688260682.161,0.370,-0.106,0.917
1688260682.161,0.349,-0.112,0.924
1688260682.161,0.327,-0.122,0.927
1688260682.221,0.331,-0.114,0.907
1688260682.221,0.349,-0.107,0.909
1688260682.221,0.364,-0.092,0.905
1688260682.280,0.379,-0.080,0.913
1688260682.280,0.395,-0.071,0.919
1688260682.280,0.406,-0.061,0.923
1688260682.342,0.413,-0.049,0.924
1688260682.342,0.409,-0.043,0.924
1688260682.342,0.408,-0.029,0.922
1688260682.386,0.406,-0.029,0.927
1688260682.386,0.402,-0.020,0.928
1688260682.386,0.393,-0.009,0.928
1688260682.461,0.387,-0.015,0.930
1688260682.461,0.388,-0.013,0.925
1688260682.461,0.398,-0.012,0.914
1688260682.505,0.416,-0.007,0.901
1688260682.505,0.428,-0.011,0.897
1688260682.505,0.440,-0.007,0.899
1688260682.551,0.436,-0.007,0.910
1688260682.551,0.425,-0.002,0.919
1688260682.551,0.403,-0.001,0.940
1688260682.614,0.384,-0.011,0.956
1688260682.614,0.371,-0.011,0.953
1688260682.614,0.367,-0.018,0.937
1688260682.671,0.370,-0.017,0.927
1688260682.671,0.373,-0.024,0.927
1688260682.671,0.378,-0.025,0.926
1688260682.730,0.380,-0.033,0.922
1688260682.730,0.384,-0.037,0.919
1688260682.730,0.390,-0.043,0.914
1688260682.776,0.401,-0.047,0.908
1688260682.776,0.403,-0.050,0.904
1688260682.776,0.407,-0.052,0.905
1688260682.835,0.418,-0.051,0.901
1688260682.835,0.421,-0.058,0.898
1688260682.835,0.425,-0.056,0.896
1688260682.899,0.428,-0.056,0.900
1688260682.899,0.426,-0.056,0.903
1688260682.899,0.420,-0.047,0.907
1688260682.955,0.420,-0.045,0.908
1688260682.955,0.413,-0.046,0.913
1688260682.955,0.401,-0.043,0.916
1688260683.015,0.398,-0.047,0.922
1688260683.015,0.389,-0.043,0.923
1688260683.015,0.385,-0.047,0.920
1688260683.075,0.381,-0.046,0.920
1688260683.075,0.386,-0.047,0.916
1688260683.075,0.388,-0.041,0.909
1688260683.121,0.390,-0.040,0.907
1688260683.121,0.395,-0.039,0.911
1688260683.121,0.397,-0.036,0.914
1688260683.182,0.396,-0.033,0.915
1688260683.182,0.399,-0.030,0.915
1688260683.182,0.399,-0.029,0.918
1688260683.228,0.404,-0.027,0.914
1688260683.228,0.408,-0.026,0.919
1688260683.228,0.408,-0.027,0.919
1688260683.304,0.406,-0.031,0.921
1688260683.304,0.406,-0.030,0.914
1688260683.304,0.410,-0.037,0.906
1688260683.346,0.404,-0.033,0.910
1688260683.346,0.405,-0.038,0.917
1688260683.346,0.405,-0.040,0.910
1688260683.405,0.408,-0.042,0.910
1688260683.405,0.410,-0.040,0.912
1688260683.405,0.409,-0.045,0.908
1688260683.465,0.407,-0.047,0.910
1688260683.465,0.407,-0.046,0.910
1688260683.465,0.405,-0.048,0.909
1688260683.525,0.407,-0.041,0.909
1688260683.525,0.406,-0.043,0.913
1688260683.525,0.406,-0.047,0.914
1688260683.571,0.405,-0.045,0.911
1688260683.571,0.403,-0.046,0.914
1688260683.571,0.406,-0.049,0.915
1688260683.631,0.406,-0.045,0.914
1688260683.631,0.404,-0.046,0.915
1688260683.631,0.405,-0.043,0.914
1688260683.691,0.403,-0.045,0.915
1688260683.691,0.403,-0.048,0.914
1688260683.691,0.404,-0.047,0.911
1688260683.739,0.408,-0.048,0.909
1688260683.739,0.405,-0.049,0.915
1688260683.739,0.407,-0.049,0.909
1688260683.812,0.404,-0.050,0.915
1688260683.812,0.402,-0.046,0.909
1688260683.812,0.404,-0.041,0.911
1688260683.856,0.403,-0.042,0.917
1688260683.856,0.401,-0.043,0.916
1688260683.856,0.402,-0.042,0.913
1688260683.915,0.403,-0.046,0.913
1688260683.915,0.400,-0.044,0.912
1688260683.915,0.399,-0.044,0.916
1688260683.978,0.402,-0.046,0.918
1688260683.978,0.405,-0.043,0.915
1688260683.978,0.410,-0.044,0.916
1688260684.039,0.411,-0.045,0.913
1688260684.039,0.411,-0.047,0.920
1688260684.039,0.406,-0.048,0.911
1688260684.081,0.404,-0.052,0.910
1688260684.081,0.400,-0.053,0.909
1688260684.081,0.397,-0.056,0.908
1688260684.141,0.393,-0.057,0.911
1688260684.141,0.395,-0.057,0.907
1688260684.141,0.398,-0.059,0.910
1688260684.201,0.402,-0.061,0.904
1688260684.201,0.402,-0.055,0.913
1688260684.201,0.405,-0.050,0.914
1688260684.262,0.406,-0.055,0.916
1688260684.262,0.407,-0.049,0.917
1688260684.262,0.407,-0.053,0.915
1688260684.309,0.407,-0.050,0.916
1688260684.309,0.401,-0.052,0.916
1688260684.309,0.402,-0.052,0.915
1688260684.366,0.397,-0.053,0.915
1688260684.366,0.399,-0.058,0.914
1688260684.366,0.403,-0.058,0.909
1688260684.426,0.403,-0.059,0.912
1688260684.426,0.402,-0.061,0.909
1688260684.426,0.400,-0.060,0.910
1688260684.474,0.400,-0.059,0.907
1688260684.474,0.400,-0.060,0.913
1688260684.474,0.404,-0.061,0.915
1688260684.534,0.405,-0.060,0.912
1688260684.534,0.402,-0.057,0.906
1688260684.534,0.406,-0.056,0.915
1688260684.593,0.402,-0.056,0.911
1688260684.593,0.404,-0.053,0.913
1688260684.593,0.408,-0.057,0.911
1688260684.651,0.407,-0.048,0.909
1688260684.651,0.408,-0.048,0.915
1688260684.651,0.404,-0.050,0.914
1688260684.711,0.406,-0.049,0.912
1688260684.711,0.405,-0.048,0.906
1688260684.711,0.408,-0.052,0.911
1688260684.756,0.406,-0.051,0.916
1688260684.756,0.404,-0.055,0.917
1688260684.756,0.404,-0.052,0.913
1688260684.819,0.410,-0.054,0.913
1688260684.819,0.408,-0.051,0.911
1688260684.819,0.403,-0.052,0.918
1688260684.876,0.401,-0.056,0.908
1688260684.876,0.407,-0.056,0.906
1688260684.876,0.406,-0.051,0.911
1688260684.936,0.404,-0.053,0.914
1688260684.936,0.408,-0.051,0.917
1688260684.936,0.409,-0.050,0.909
1688260684.995,0.408,-0.048,0.911
1688260684.995,0.405,-0.050,0.907
1688260684.995,0.404,-0.046,0.912
1688260685.041,0.408,-0.047,0.915
1688260685.041,0.408,-0.047,0.911
1688260685.041,0.408,-0.047,0.914
1688260685.103,0.408,-0.048,0.912
1688260685.103,0.407,-0.047,0.913
1688260685.103,0.406,-0.048,0.912
1688260685.151,0.407,-0.052,0.911
1688260685.151,0.402,-0.055,0.912
1688260685.151,0.405,-0.053,0.911
1688260685.230,0.405,-0.056,0.912
1688260685.230,0.408,-0.054,0.907
1688260685.230,0.407,-0.055,0.907
1688260685.266,0.407,-0.054,0.910
1688260685.266,0.406,-0.048,0.909
1688260685.266,0.405,-0.053,0.910
1688260685.325,0.403,-0.051,0.909
1688260685.325,0.404,-0.051,0.911
1688260685.325,0.408,-0.051,0.911
1688260685.386,0.411,-0.052,0.907
1688260685.386,0.409,-0.050,0.912
1688260685.386,0.410,-0.053,0.907
1688260685.434,0.407,-0.053,0.914
1688260685.434,0.401,-0.055,0.910
1688260685.434,0.375,-0.057,0.901
1688260685.521,0.369,-0.060,0.899
1688260685.521,0.377,-0.053,0.904
1688260685.521,0.400,-0.039,0.908
1688260685.551,0.420,-0.034,0.915
1688260685.551,0.435,-0.029,0.912
1688260685.551,0.444,-0.031,0.913
1688260685.625,0.440,-0.032,0.904
1688260685.625,0.433,-0.034,0.921
1688260685.625,0.430,-0.030,0.917
1688260685.659,0.425,-0.033,0.911
1688260685.659,0.422,-0.030,0.913
1688260685.659,0.415,-0.034,0.906
1688260685.718,0.409,-0.036,0.906
1688260685.718,0.402,-0.037,0.907
1688260685.718,0.399,-0.039,0.912
1688260685.776,0.403,-0.035,0.913
1688260685.776,0.407,-0.037,0.909
1688260685.776,0.410,-0.034,0.912
1688260685.835,0.412,-0.034,0.913
1688260685.835,0.412,-0.035,0.912
1688260685.835,0.411,-0.036,0.910
1688260685.899,0.411,-0.039,0.912
1688260685.899,0.409,-0.038,0.908
1688260685.899,0.414,-0.038,0.910
1688260685.944,0.417,-0.036,0.910
1688260685.944,0.417,-0.034,0.911
1688260685.944,0.418,-0.034,0.910
1688260686.003,0.414,-0.037,0.912
1688260686.003,0.412,-0.042,0.910
1688260686.003,0.411,-0.036,0.907
1688260686.061,0.410,-0.040,0.906
1688260686.061,0.411,-0.039,0.905
1688260686.061,0.413,-0.041,0.911
1688260686.121,0.414,-0.039,0.913
1688260686.121,0.413,-0.038,0.914
1688260686.121,0.411,-0.036,0.912
1688260686.184,0.412,-0.036,0.909
1688260686.184,0.415,-0.038,0.913
1688260686.184,0.411,-0.036,0.914
1688260686.243,0.409,-0.041,0.909
1688260686.243,0.411,-0.039,0.912
1688260686.243,0.414,-0.040,0.908
1688260686.286,0.413,-0.036,0.911
1688260686.286,0.412,-0.038,0.912
1688260686.286,0.416,-0.037,0.912
1688260686.361,0.423,-0.036,0.909
1688260686.361,0.441,-0.037,0.911
1688260686.361,0.463,-0.030,0.919
1688260686.405,0.495,-0.032,0.919
1688260686.405,0.549,-0.031,0.925
1688260686.405,0.595,-0.023,0.963
1688260686.465,0.597,-0.026,0.973
1688260686.465,0.530,-0.043,0.979
1688260686.465,0.430,-0.055,0.947
1688260686.511,0.364,-0.068,0.912
1688260686.511,0.293,-0.082,0.890
1688260686.511,0.209,-0.103,0.898
1688260686.571,0.124,-0.104,0.912
1688260686.571,0.055,-0.109,0.919
1688260686.571,0.004,-0.107,0.931
1688260686.631,-0.041,-0.104,0.960
1688260686.631,-0.073,-0.099,0.964
1688260686.631,-0.084,-0.095,0.968
1688260686.691,-0.089,-0.092,0.972
1688260686.691,-0.081,-0.085,0.970
1688260686.691,-0.064,-0.074,0.977
1688260686.739,-0.067,-0.079,0.983
1688260686.739,-0.078,-0.067,0.997
1688260686.739,-0.085,-0.060,1.001
1688260686.796,-0.087,-0.052,1.001
1688260686.796,-0.091,-0.041,0.992
1688260686.796,-0.095,-0.039,0.994
1688260686.855,-0.102,-0.034,0.993
1688260686.855,-0.108,-0.033,0.995
1688260686.855,-0.120,-0.038,1.004
1688260686.915,-0.129,-0.033,1.005
1688260686.915,-0.120,-0.030,0.997
1688260686.915,-0.112,-0.024,0.988
1688260686.975,-0.104,-0.032,0.992
1688260686.975,-0.099,-0.026,1.001
1688260686.975,-0.098,-0.022,1.002
1688260687.050,-0.095,-0.019,1.000
1688260687.050,-0.113,-0.019,1.003
1688260687.050,-0.127,-0.023,1.009
1688260687.096,-0.135,-0.012,1.004
1688260687.096,-0.140,-0.003,0.998
1688260687.096,-0.143,-0.002,1.003
1688260687.141,-0.140,-0.000,0.995
1688260687.141,-0.146,0.003,0.994
1688260687.141,-0.145,-0.000,0.990
1688260687.201,-0.146,-0.001,0.996
1688260687.201,-0.141,-0.001,0.991
1688260687.201,-0.136,-0.003,0.990
1688260687.261,-0.126,-0.001,0.988
1688260687.261,-0.126,-0.003,0.997
1688260687.261,-0.131,-0.008,0.998
1688260687.307,-0.130,-0.007,0.999
1688260687.307,-0.134,-0.008,0.995
1688260687.307,-0.136,-0.011,1.000
1688260687.366,-0.136,-0.004,1.000
1688260687.366,-0.137,-0.007,1.000
1688260687.366,-0.135,-0.010,1.000
1688260687.416,-0.124,-0.012,0.998
1688260687.416,-0.118,-0.013,1.000
1688260687.416,-0.104,-0.018,0.995
1688260687.471,-0.101,-0.024,0.997
1688260687.471,-0.103,-0.024,0.996
1688260687.471,-0.107,-0.028,0.995
1688260687.534,-0.106,-0.029,0.998
1688260687.534,-0.111,-0.034,1.002
1688260687.534,-0.116,-0.032,0.997
1688260687.593,-0.121,-0.029,0.989
1688260687.593,-0.124,-0.030,0.989
1688260687.593,-0.124,-0.029,0.991
1688260687.651,-0.123,-0.026,0.995
1688260687.651,-0.124,-0.025,0.991
1688260687.651,-0.128,-0.025,0.998
1688260687.710,-0.125,-0.024,0.992
1688260687.710,-0.124,-0.025,0.998
1688260687.710,-0.119,-0.024,0.997
1688260687.756,-0.125,-0.027,0.997
1688260687.756,-0.119,-0.026,0.992
1688260687.756,-0.121,-0.031,0.996
1688260687.819,-0.122,-0.031,0.991
1688260687.819,-0.118,-0.030,0.995
1688260687.819,-0.114,-0.031,0.995
1688260687.875,-0.115,-0.032,0.990
1688260687.875,-0.115,-0.034,0.997
1688260687.875,-0.116,-0.035,0.997
1688260687.922,-0.120,-0.033,0.999
1688260687.922,-0.121,-0.040,1.000
