timestamps,PPG1,PPG2,PPG3
1692133599.226,501.000,127197.000,85758.000
1692133599.226,502.000,127138.000,85785.000
1692133599.226,501.000,127193.000,85762.000
1692133599.226,501.000,127169.000,85783.000
1692133599.226,500.000,127210.000,85776.000
1692133599.226,501.000,127157.000,85739.000
1692133599.329,500.000,127182.000,85762.000
1692133599.329,500.000,127203.000,85786.000
1692133599.329,501.000,127158.000,85741.000
1692133599.329,500.000,127230.000,85770.000
1692133599.329,500.000,127250.000,85758.000
1692133599.329,501.000,127240.000,85786.000
1692133599.434,501.000,127262.000,85778.000
1692133599.434,502.000,127235.000,85767.000
1692133599.434,501.000,127257.000,85767.000
1692133599.434,502.000,127227.000,85804.000
1692133599.434,500.000,127268.000,85791.000
1692133599.434,501.000,127324.000,85794.000
1692133599.511,500.000,127338.000,85806.000
1692133599.511,500.000,127309.000,85822.000
1692133599.511,499.000,127365.000,85833.000
1692133599.511,501.000,127393.000,85790.000
1692133599.511,501.000,127328.000,85826.000
1692133599.511,500.000,127350.000,85855.000
1692133599.601,501.000,127409.000,85866.000
1692133599.601,500.000,127385.000,85851.000
1692133599.601,501.000,127377.000,85827.000
1692133599.601,501.000,127346.000,85812.000
1692133599.601,500.000,127298.000,85807.000
1692133599.601,502.000,127311.000,85824.000
1692133599.703,501.000,127196.000,85772.000
1692133599.703,502.000,127193.000,85782.000
1692133599.703,500.000,127159.000,85802.000
1692133599.703,501.000,127120.000,85772.000
1692133599.703,500.000,127119.000,85795.000
1692133599.703,499.000,127088.000,85755.000
1692133599.796,501.000,127079.000,85715.000
1692133599.796,501.000,127059.000,85744.000
1692133599.796,500.000,127017.000,85723.000
1692133599.796,500.000,127000.000,85689.000
1692133599.796,499.000,126984.000,85709.000
1692133599.796,500.000,126960.000,85686.000
1692133599.886,500.000,126913.000,85732.000
1692133599.886,499.000,126922.000,85705.000
1692133599.886,500.000,126955.000,85671.000
1692133599.886,501.000,126898.000,85734.000
1692133599.886,500.000,126888.000,85683.000
1692133599.886,502.000,126853.000,85710.000
1692133599.989,502.000,126907.000,85702.000
1692133599.989,500.000,126880.000,85708.000
1692133599.989,501.000,126922.000,85678.000
1692133599.989,500.000,126898.000,85699.000
1692133599.989,501.000,126864.000,85713.000
1692133599.989,501.000,126922.000,85701.000
1692133600.095,501.000,126898.000,85698.000
1692133600.095,502.000,126922.000,85717.000
1692133600.095,501.000,126976.000,85678.000
1692133600.095,500.000,126956.000,85722.000
1692133600.095,501.000,126966.000,85713.000
1692133600.095,501.000,126982.000,85752.000
1692133600.171,501.000,126953.000,85744.000
1692133600.171,500.000,126936.000,85733.000
1692133600.171,501.000,127008.000,85730.000
1692133600.171,500.000,126991.000,85749.000
1692133600.171,499.000,126967.000,85779.000
1692133600.171,501.000,127052.000,85761.000
1692133600.262,502.000,127117.000,85741.000
1692133600.262,501.000,127028.000,85774.000
1692133600.262,500.000,127084.000,85805.000
1692133600.262,502.000,127090.000,85777.000
1692133600.262,500.000,127095.000,85771.000
1692133600.262,502.000,127124.000,85806.000
1692133600.351,501.000,127179.000,85794.000
1692133600.351,500.000,127175.000,85840.000
1692133600.351,501.000,127171.000,85842.000
1692133600.351,500.000,127215.000,85835.000
1692133600.351,501.000,127241.000,85811.000
1692133600.351,501.000,127219.000,85856.000
1692133600.454,500.000,127230.000,85860.000
1692133600.454,500.000,127226.000,85827.000
1692133600.454,502.000,127149.000,85838.000
1692133600.454,500.000,127149.000,85849.000
1692133600.454,501.000,127143.000,85798.000
1692133600.454,501.000,127124.000,85796.000
1692133600.547,501.000,127087.000,85795.000
1692133600.547,501.000,127074.000,85791.000
1692133600.547,500.000,127015.000,85803.000
1692133600.547,491.000,126996.000,85788.000
1692133600.547,478.000,126969.000,85781.000
1692133600.547,478.000,126932.000,85800.000
1692133600.636,478.000,126926.000,85790.000
1692133600.636,477.000,126928.000,85750.000
1692133600.636,477.000,126905.000,85794.000
1692133600.636,477.000,126897.000,85780.000
1692133600.636,477.000,126910.000,85768.000
1692133600.636,478.000,126879.000,85724.000
1692133600.726,478.000,126902.000,85747.000
1692133600.726,478.000,126926.000,85754.000
1692133600.726,478.000,126828.000,85782.000
1692133600.726,477.000,126876.000,85750.000
1692133600.726,477.000,126849.000,85722.000
1692133600.726,477.000,126878.000,85734.000
1692133600.831,478.000,126856.000,85751.000
1692133600.831,479.000,126855.000,85749.000
1692133600.831,477.000,126875.000,85752.000
1692133600.831,477.000,126859.000,85767.000
1692133600.831,477.000,126864.000,85787.000
1692133600.831,478.000,126943.000,85793.000
1692133600.936,478.000,126876.000,85769.000
1692133600.936,478.000,126905.000,85771.000
1692133600.936,478.000,126947.000,85770.000
1692133600.936,478.000,126980.000,85806.000
1692133600.936,477.000,126914.000,85800.000
1692133600.936,478.000,126987.000,85785.000
1692133601.011,477.000,126926.000,85788.000
1692133601.011,477.000,126972.000,85816.000
1692133601.011,477.000,127016.000,85800.000
