timestamps,TP9,AF7,AF8,TP10,Right AUX
1688639970.068,-29.785,-8.301,-22.949,-14.160,-118.652
1688639970.072,-16.602,-8.301,-25.391,-21.484,-245.605
1688639970.076,-14.160,-3.418,-23.438,-18.555,-161.133
1688639970.080,-13.184,0.000,-20.020,-15.625,100.586
1688639970.084,-18.555,-0.977,-22.461,-14.648,20.020
1688639970.088,-31.738,-8.301,-25.391,-21.484,-178.223
1688639970.092,-33.203,-15.137,-26.855,-25.879,-140.137
1688639970.095,-34.180,-8.789,-38.086,-26.855,150.879
1688639970.099,-20.020,6.348,-46.387,-16.602,176.758
1688639970.103,0.488,6.348,-37.109,-8.301,-133.789
1688639970.107,-30.762,-2.930,-23.438,-31.250,-127.441
1688639970.111,-63.477,-13.184,-26.367,-48.340,-111.328
1688639970.112,-58.594,-14.160,-24.414,-45.898,22.949
1688639970.116,-62.500,-20.508,-22.461,-58.594,-134.277
1688639970.120,-61.523,-23.926,-14.160,-58.105,-66.895
1688639970.124,-56.152,-24.414,-16.113,-53.223,111.328
1688639970.127,-54.688,-25.391,-27.344,-52.734,76.660
1688639970.131,-51.758,-21.973,-29.785,-54.688,-96.680
1688639970.135,-60.547,-20.508,-34.180,-64.453,-177.246
1688639970.139,-61.035,-20.996,-33.691,-52.246,39.062
1688639970.143,-58.105,-22.949,-28.809,-33.691,329.102
1688639970.142,-48.340,-25.879,-27.344,-36.133,17.578
1688639970.146,-33.203,-9.277,-26.855,-34.180,-156.738
1688639970.150,-36.133,-5.859,-27.832,-24.414,-20.020
1688639970.154,-26.855,-20.020,-23.438,-16.602,18.066
1688639970.158,-22.461,-16.113,-26.367,-20.508,-79.102
1688639970.162,-28.320,-15.625,-17.090,-22.949,-57.617
1688639970.166,-29.297,-12.695,-13.672,-15.137,290.527
1688639970.169,-35.156,-6.348,-29.785,-3.418,415.039
1688639970.173,-39.551,-10.254,-27.832,-5.371,-8.301
1688639970.177,-30.762,-24.414,-22.949,-9.766,-157.227
1688639970.181,-27.832,-27.832,-23.438,-19.043,-98.145
1688639970.185,-23.438,-12.695,-19.531,-29.297,-128.906
1688639970.189,-12.207,-7.324,-18.066,-14.160,-164.551
1688639970.193,-7.324,-9.277,-20.996,-14.160,-132.812
1688639970.197,-15.625,-11.230,-24.902,-27.344,-82.520
1688639970.201,-19.043,-5.859,-21.973,-24.414,-176.758
1688639970.205,-9.766,-5.371,-19.531,-18.066,-235.352
1688639970.209,-5.859,-7.324,-20.508,-10.254,-2.441
1688639970.213,1.953,-6.836,-14.160,0.000,130.859
1688639970.216,-2.930,-9.766,-16.113,-2.441,7.812
1688639970.220,-10.742,-11.719,-18.555,-8.301,-87.402
1688639970.224,-12.695,-14.160,-16.113,1.465,13.184
1688639970.228,-11.719,-7.812,-16.602,2.930,111.328
1688639970.232,-12.695,0.977,-15.625,-10.254,-116.211
1688639970.247,-27.344,2.441,-18.555,-10.742,-108.398
1688639970.251,-31.250,-0.488,-20.508,-7.812,-97.656
1688639970.255,-34.180,-2.441,-20.020,-9.277,-105.957
1688639970.259,-41.992,-6.348,-20.996,-14.648,-85.938
1688639970.263,-32.715,-9.766,-20.996,-12.207,-194.336
1688639970.267,-11.719,-7.812,-12.695,7.324,188.477
1688639970.271,-18.555,-13.672,-12.207,1.465,335.449
1688639970.274,-46.387,-23.438,-21.973,-25.391,-166.992
1688639970.278,-48.828,-16.602,-28.809,-44.922,-186.523
1688639970.282,-36.133,-15.625,-31.250,-36.133,105.957
1688639970.286,-40.039,-20.020,-29.785,-33.203,-23.926
1688639970.290,-57.617,-19.531,-29.785,-54.688,-216.797
1688639970.292,-46.875,-17.090,-26.855,-47.363,-104.004
1688639970.296,-45.410,-11.230,-29.785,-43.945,-94.238
1688639970.300,-56.152,-7.324,-31.250,-49.805,-168.945
1688639970.304,-43.945,-7.324,-26.855,-42.480,-149.414
1688639970.308,-36.133,-16.113,-26.367,-20.996,-29.785
1688639970.312,-33.691,-19.531,-22.461,-12.695,66.406
1688639970.316,-22.949,-20.508,-20.508,-21.973,-47.363
1688639970.319,-17.090,-16.113,-21.973,-23.438,-137.207
1688639970.323,-19.043,-8.301,-21.973,-10.742,-37.109
1688639970.327,-27.832,-10.254,-26.855,-20.020,-9.766
1688639970.331,-32.715,-10.254,-27.344,-27.344,-85.938
1688639970.335,-31.250,-16.113,-22.949,-21.973,-110.352
1688639970.338,-35.645,-15.137,-23.438,-25.879,104.492
1688639970.342,-34.180,-11.230,-22.949,-18.066,262.695
1688639970.346,-25.879,-14.160,-20.508,-19.531,-57.129
1688639970.350,-29.785,-14.160,-14.160,-29.297,-161.621
1688639970.354,-26.855,-13.184,-15.137,-18.555,21.484
1688639970.358,-20.508,-20.996,-20.508,-11.230,123.535
1688639970.362,-24.414,-17.578,-20.508,-12.695,-36.621
1688639970.365,-22.949,-2.441,-20.508,-17.090,-192.383
