timestamps,PPG1,PPG2,PPG3
1689807015.711,531.000,108277.000,72512.000
1689807015.711,530.000,108298.000,72515.000
1689807015.711,531.000,108295.000,72500.000
1689807015.711,531.000,108302.000,72523.000
1689807015.711,531.000,108311.000,72530.000
1689807015.711,532.000,108420.000,72557.000
1689807015.801,531.000,108393.000,72556.000
1689807015.801,532.000,108381.000,72575.000
1689807015.801,532.000,108403.000,72560.000
1689807015.801,531.000,108419.000,72589.000
1689807015.801,532.000,108476.000,72587.000
1689807015.801,531.000,108425.000,72598.000
1689807015.891,532.000,108406.000,72572.000
1689807015.891,531.000,108340.000,72567.000
1689807015.891,531.000,108339.000,72561.000
1689807015.891,531.000,108290.000,72535.000
1689807015.891,531.000,108256.000,72540.000
1689807015.891,530.000,108207.000,72539.000
1689807015.996,531.000,108253.000,72511.000
1689807015.996,531.000,108231.000,72527.000
1689807015.996,531.000,108240.000,72496.000
1689807015.996,531.000,108255.000,72500.000
1689807015.996,531.000,108276.000,72501.000
1689807015.996,530.000,108304.000,72498.000
1689807016.085,531.000,108317.000,72505.000
1689807016.085,531.000,108307.000,72501.000
1689807016.085,530.000,108299.000,72488.000
1689807016.085,531.000,108328.000,72477.000
1689807016.085,531.000,108273.000,72474.000
1689807016.085,530.000,108296.000,72473.000
1689807016.176,529.000,108296.000,72478.000
1689807016.176,530.000,108268.000,72495.000
1689807016.176,530.000,108273.000,72486.000
1689807016.176,531.000,108352.000,72474.000
1689807016.176,530.000,108382.000,72517.000
1689807016.176,529.000,108386.000,72507.000
1689807016.266,529.000,108399.000,72502.000
1689807016.266,530.000,108374.000,72514.000
1689807016.266,530.000,108437.000,72501.000
1689807016.266,530.000,108383.000,72500.000
1689807016.266,530.000,108347.000,72554.000
1689807016.266,529.000,108424.000,72547.000
1689807016.357,531.000,108438.000,72563.000
1689807016.357,530.000,108431.000,72577.000
1689807016.357,530.000,108404.000,72549.000
1689807016.357,530.000,108384.000,72547.000
1689807016.357,529.000,108262.000,72515.000
1689807016.357,529.000,108277.000,72519.000
1689807016.461,531.000,108223.000,72521.000
1689807016.461,530.000,108253.000,72500.000
1689807016.461,528.000,108245.000,72523.000
1689807016.461,530.000,108205.000,72510.000
1689807016.461,530.000,108247.000,72475.000
1689807016.461,530.000,108275.000,72499.000
1689807016.551,528.000,108276.000,72481.000
1689807016.551,529.000,108282.000,72505.000
1689807016.551,529.000,108260.000,72486.000
1689807016.551,529.000,108258.000,72479.000
1689807016.551,530.000,108252.000,72490.000
1689807016.551,528.000,108334.000,72501.000
1689807016.641,529.000,108300.000,72488.000
1689807016.641,529.000,108291.000,72478.000
1689807016.641,529.000,108251.000,72477.000
1689807016.641,529.000,108276.000,72500.000
1689807016.641,529.000,108293.000,72491.000
1689807016.641,528.000,108317.000,72479.000
1689807016.746,496.000,108330.000,72489.000
1689807016.746,469.000,108387.000,72498.000
1689807016.746,469.000,108366.000,72494.000
1689807016.746,469.000,108364.000,72509.000
1689807016.746,470.000,108405.000,72512.000
1689807016.746,468.000,108400.000,72510.000
1689807016.836,469.000,108414.000,72513.000
1689807016.836,468.000,108457.000,72520.000
1689807016.836,468.000,108491.000,72534.000
1689807016.836,469.000,108445.000,72542.000
1689807016.836,469.000,108407.000,72507.000
1689807016.836,469.000,108330.000,72502.000
1689807016.926,469.000,108255.000,72497.000
1689807016.926,469.000,108189.000,72487.000
1689807016.926,469.000,108206.000,72463.000
1689807016.926,469.000,108149.000,72435.000
1689807016.926,468.000,108159.000,72427.000
1689807016.926,468.000,108153.000,72402.000
1689807017.017,468.000,108136.000,72403.000
1689807017.017,469.000,108142.000,72418.000
1689807017.017,468.000,108143.000,72390.000
1689807017.017,470.000,108114.000,72398.000
