timestamps,TP9,AF7,AF8,TP10,Right AUX
1688303466.989,33.691,-28.809,-48.340,-40.039,-119.141
1688303466.993,135.742,-3.418,-42.480,11.230,146.484
1688303466.997,70.801,10.254,-37.598,23.926,117.188
1688303467.001,-102.051,-6.348,-44.922,-10.742,-44.922
1688303467.005,-157.227,-14.648,-52.734,-47.852,-207.520
1688303467.009,5.859,-6.836,-46.387,-30.273,190.918
1688303467.013,125.977,3.906,-44.922,-2.441,416.504
1688303467.016,76.660,17.578,-35.645,-28.320,-33.691
1688303467.020,-89.355,-4.883,-35.156,-67.383,-145.996
1688303467.024,-169.922,-22.461,-45.410,-89.844,-95.215
1688303467.028,-44.922,1.465,-42.480,-84.961,-171.875
1688303467.032,92.285,0.000,-41.504,-40.039,-101.562
1688303467.048,76.660,-12.207,-42.480,-15.625,17.090
1688303467.052,-73.730,-15.137,-52.734,-47.363,2.930
1688303467.056,-161.621,-10.742,-43.945,-61.523,-139.160
1688303467.060,-50.293,-6.348,-24.414,-37.598,-137.695
1688303467.064,99.121,-15.137,-30.273,-15.137,17.090
1688303467.068,91.797,-23.438,-29.297,-7.812,221.191
1688303467.072,-41.016,-3.418,-6.348,-4.883,78.125
1688303467.075,-164.062,-19.531,-16.602,-41.016,-204.102
1688303467.079,-93.750,-53.711,-34.668,-62.012,-101.562
1688303467.083,69.824,-18.555,-48.828,-17.578,160.156
1688303467.087,84.961,8.789,-56.641,-24.414,37.598
1688303467.091,-33.203,-15.137,-20.996,-31.738,-45.898
1688303467.078,-166.016,-21.973,-17.578,-34.668,-69.824
1688303467.082,-117.676,-12.207,-49.316,-55.664,-183.105
1688303467.086,57.617,-0.488,-45.410,-16.602,-89.355
1688303467.090,138.184,-13.184,-13.184,45.410,111.816
1688303467.094,22.461,-41.504,-6.836,40.039,249.512
1688303467.098,-159.668,-32.227,-42.480,-15.625,52.246
1688303467.102,-129.883,-16.602,-45.898,-23.926,-135.742
1688303467.105,56.152,-16.113,-27.344,11.230,47.363
1688303467.109,115.723,-22.461,-33.203,8.301,187.500
1688303467.113,25.879,-24.414,-35.156,-14.648,52.246
1688303467.117,-113.770,-18.555,-21.484,-20.508,-181.152
1688303467.121,-110.352,-30.762,-26.855,-38.086,-233.887
1688303467.124,60.547,-37.109,-37.598,-24.902,179.688
1688303467.128,148.926,-10.742,-30.273,0.000,221.680
1688303467.132,55.664,-11.719,-26.367,-11.719,-75.195
1688303467.136,-125.977,-32.715,-31.250,-53.711,-99.609
1688303467.140,-154.785,-26.367,-36.133,-63.477,-140.137
1688303467.144,34.180,-15.625,-35.156,-16.113,-38.086
1688303467.148,152.832,-16.113,-27.344,20.996,104.980
