timestamps,TP9,AF7,AF8,TP10,Right AUX
1688303747.049,-11.719,-20.996,-32.227,-44.922,-123.535
1688303747.053,-13.672,-22.461,-31.738,-25.879,-54.688
1688303747.057,-31.250,-34.180,-36.621,9.766,-55.176
1688303747.061,-14.160,-36.133,-37.109,8.301,10.742
1688303747.065,8.301,-37.109,-35.645,-21.484,29.297
1688303747.069,-1.465,-39.062,-36.133,-38.086,-96.191
1688303747.073,-15.625,-34.180,-35.156,-40.527,-67.383
1688303747.076,-36.133,-24.414,-32.227,-19.531,106.445
1688303747.080,-24.902,-24.414,-31.738,-4.395,462.402
1688303747.084,-8.301,-25.391,-38.574,-26.367,291.504
1688303747.088,-18.066,-26.855,-35.156,-36.133,-283.691
1688303747.092,-25.879,-36.133,-30.273,-21.484,-165.039
1688303747.095,-37.109,-36.621,-29.297,-17.090,-0.488
1688303747.099,-36.133,-33.691,-24.414,-27.344,-56.641
1688303747.103,-17.090,-40.527,-23.926,-48.828,-166.992
1688303747.107,-7.324,-53.223,-24.902,-48.828,-121.582
1688303747.111,-12.695,-51.758,-26.855,-44.922,-73.730
1688303747.115,-22.949,-46.387,-27.344,-27.832,-30.273
1688303747.119,-28.809,-43.457,-31.738,-22.949,42.969
1688303747.122,-18.066,-42.969,-33.691,-44.922,131.836
1688303747.126,-10.742,-34.180,-33.691,-52.246,88.379
1688303747.130,-17.578,-22.949,-31.738,-29.297,-188.965
1688303747.134,-37.598,-31.738,-28.809,1.953,-68.848
1688303747.138,-57.617,-35.156,-31.738,7.324,53.223
1688303747.154,-44.434,-26.367,-28.320,-18.555,-66.895
1688303747.158,-30.762,-29.785,-27.832,-48.828,-203.613
1688303747.162,-26.367,-38.086,-29.297,-43.945,-128.418
1688303747.166,-37.109,-41.992,-30.762,-28.809,7.812
1688303747.170,-42.480,-41.992,-37.598,-27.832,38.086
1688303747.174,-21.973,-45.410,-37.109,-26.855,16.113
1688303747.178,-9.277,-50.781,-32.715,-34.180,-33.691
1688303747.181,-2.441,-43.945,-25.391,-26.855,282.715
1688303747.185,-23.926,-26.855,-27.344,-8.789,358.398
1688303747.189,-57.129,-20.996,-31.738,-11.230,-4.395
1688303747.193,-37.109,-29.785,-25.879,-24.902,-18.066
