timestamps,PPG1,PPG2,PPG3
1688303747.155,888.000,112724.000,83205.000
1688303747.155,892.000,112765.000,83200.000
1688303747.155,894.000,112763.000,83258.000
1688303747.155,892.000,112798.000,83272.000
1688303747.155,894.000,112793.000,83246.000
1688303747.155,891.000,112766.000,83219.000
1688303747.247,894.000,112804.000,83263.000
1688303747.247,893.000,112864.000,83263.000
1688303747.247,891.000,112906.000,83258.000
1688303747.247,893.000,112873.000,83304.000
1688303747.247,895.000,112873.000,83290.000
1688303747.247,893.000,112881.000,83258.000
1688303747.339,894.000,112904.000,83257.000
1688303747.339,892.000,112893.000,83272.000
1688303747.339,893.000,112908.000,83263.000
1688303747.339,891.000,112911.000,83274.000
1688303747.339,891.000,112871.000,83248.000
1688303747.339,892.000,112842.000,83269.000
1688303747.430,890.000,112843.000,83220.000
1688303747.430,892.000,112836.000,83239.000
1688303747.430,891.000,112814.000,83242.000
1688303747.430,892.000,112773.000,83275.000
1688303747.430,892.000,112835.000,83257.000
1688303747.430,895.000,112852.000,83227.000
1688303747.530,894.000,112845.000,83243.000
1688303747.530,895.000,112833.000,83237.000
1688303747.530,895.000,112841.000,83252.000
1688303747.530,898.000,112786.000,83239.000
1688303747.530,897.000,112826.000,83280.000
1688303747.530,899.000,112795.000,83259.000
1688303747.622,902.000,112806.000,83268.000
1688303747.622,901.000,112877.000,83245.000
1688303747.622,901.000,112860.000,83256.000
1688303747.622,902.000,112865.000,83264.000
1688303747.622,901.000,112917.000,83266.000
1688303747.622,901.000,112918.000,83255.000
1688303747.715,900.000,112873.000,83256.000
1688303747.715,902.000,112883.000,83294.000
1688303747.715,902.000,112878.000,83282.000
1688303747.715,903.000,112901.000,83297.000
1688303747.715,904.000,112930.000,83295.000
1688303747.715,906.000,112889.000,83296.000
1688303747.804,901.000,112943.000,83324.000
1688303747.804,903.000,112974.000,83300.000
1688303747.804,906.000,112899.000,83282.000
1688303747.804,904.000,113034.000,83314.000
1688303747.804,905.000,113031.000,83317.000
1688303747.804,905.000,113004.000,83320.000
1688303747.905,905.000,113025.000,83294.000
1688303747.905,905.000,113049.000,83329.000
1688303747.905,907.000,113041.000,83371.000
1688303747.905,904.000,113065.000,83345.000
1688303747.905,906.000,113118.000,83299.000
1688303747.905,905.000,113114.000,83351.000
1688303748.000,906.000,113086.000,83356.000
1688303748.000,906.000,113119.000,83371.000
1688303748.000,907.000,113120.000,83367.000
1688303748.000,906.000,113148.000,83378.000
1688303748.000,905.000,113130.000,83390.000
1688303748.000,906.000,113153.000,83390.000
1688303748.104,903.000,113173.000,83400.000
1688303748.104,906.000,113191.000,83424.000
1688303748.104,906.000,113203.000,83423.000
1688303748.104,903.000,113230.000,83420.000
1688303748.104,905.000,113260.000,83398.000
1688303748.104,906.000,113202.000,83447.000
1688303748.179,906.000,113275.000,83446.000
1688303748.179,905.000,113275.000,83455.000
1688303748.179,907.000,113264.000,83402.000
1688303748.179,909.000,113325.000,83452.000
1688303748.179,907.000,113329.000,83462.000
1688303748.179,907.000,113357.000,83413.000
1688303748.281,908.000,113324.000,83416.000
1688303748.281,910.000,113323.000,83446.000
1688303748.281,908.000,113280.000,83403.000
