timestamps,X,Y,Z
1687269125.768,-0.815,3.043,1.944
1687269125.768,-1.316,3.058,1.981
1687269125.768,-2.146,2.759,1.824
1687269125.826,-2.722,2.221,1.368
1687269125.826,-2.774,2.363,0.680
1687269125.826,-2.512,2.781,-0.314
1687269125.886,-2.714,3.335,-0.822
1687269125.886,-2.729,3.335,-0.867
1687269125.886,-2.938,2.841,-0.508
1687269125.931,-2.572,2.722,-0.164
1687269125.931,-2.400,2.856,0.217
1687269125.931,-2.460,3.380,0.695
1687269125.994,-2.737,3.514,1.002
1687269125.994,-2.834,3.551,1.346
1687269125.994,-2.692,3.589,1.884
1687269126.051,-2.781,3.753,2.288
1687269126.051,-2.228,3.746,2.086
1687269126.051,-1.951,4.329,1.765
1687269126.111,-2.310,4.135,1.376
1687269126.111,-2.019,3.791,0.965
1687269126.111,-1.914,3.559,0.927
1687269126.156,-2.138,3.267,0.912
1687269126.156,-2.213,3.193,0.882
1687269126.156,-2.206,3.088,0.942
1687269126.231,-2.422,2.938,0.778
1687269126.231,-2.497,2.789,0.150
1687269126.231,-2.849,2.512,-0.381
1687269126.279,-2.826,2.482,-0.381
1687269126.279,-2.744,2.647,-0.650
1687269126.279,-2.714,3.252,-0.725
1687269126.338,-2.437,3.439,-1.256
1687269126.338,-2.213,3.589,-2.026
1687269126.338,-2.400,4.194,-3.215
1687269126.396,-2.609,5.428,-4.636
1687269126.396,-2.834,6.976,-6.460
1687269126.396,-2.841,7.851,-7.806
1687269126.456,-2.183,8.329,-8.710
1687269126.456,-1.667,8.718,-9.316
1687269126.456,-1.608,9.780,-9.922
1687269126.501,-1.226,11.051,-10.460
1687269126.501,-0.897,11.866,-10.677
1687269126.501,-0.396,11.066,-10.273
1687269126.564,-0.329,8.957,-9.279
1687269126.564,-0.359,6.849,-8.127
1687269126.564,-0.553,5.952,-6.796
1687269126.621,-1.518,5.368,-5.069
1687269126.621,-2.430,3.963,-3.357
1687269126.621,-2.520,2.146,-1.443
1687269126.666,-2.923,0.994,-0.150
1687269126.666,-3.200,1.024,0.441
1687269126.666,-2.894,1.832,0.508
1687269126.726,-2.609,2.587,0.449
1687269126.726,-2.295,2.991,0.449
1687269126.726,-2.101,2.520,0.456
1687269126.786,-2.079,2.011,0.224
1687269126.786,-2.004,1.540,0.202
1687269126.786,-2.123,1.443,0.172
1687269126.861,-2.131,1.750,0.434
1687269126.861,-2.153,2.400,0.568
1687269126.861,-2.191,2.766,0.426
1687269126.895,-2.378,2.946,0.254
1687269126.895,-2.714,2.834,0.202
1687269126.895,-2.535,2.550,0.351
1687269126.950,-2.811,2.378,0.650
1687269126.950,-2.677,2.348,0.434
1687269126.950,-2.535,2.856,0.583
1687269127.011,-2.333,3.073,0.942
1687269127.011,-2.684,2.572,1.361
1687269127.011,-2.751,2.041,1.794
1687269127.071,-2.579,2.393,2.198
1687269127.071,-2.512,2.408,1.981
1687269127.071,-2.422,2.527,1.720
1687269127.119,-2.041,2.011,1.563
1687269127.119,-2.168,1.600,1.936
1687269127.119,-2.116,1.316,2.251
1687269127.182,-2.161,1.391,2.856
1687269127.182,-2.168,0.680,3.103
1687269127.182,-2.011,-0.531,3.634
1687269127.236,-1.735,-2.639,4.269
1687269127.236,-1.548,-4.135,4.763
1687269127.236,-1.914,-5.555,5.495
1687269127.298,-2.101,-6.886,6.034
1687269127.298,-2.108,-8.202,6.684
1687269127.298,-1.578,-8.808,7.552
1687269127.356,-1.024,-9.226,8.292
1687269127.356,-0.471,-11.238,9.241
1687269127.356,-0.284,-13.630,10.198
1687269127.404,-0.187,-17.481,11.925
1687269127.404,-1.032,-24.262,14.826
1687269127.404,-2.236,-32.644,19.529
1687269127.462,-3.641,-40.143,24.726
1687269127.462,-5.211,-44.113,29.705
1687269127.462,-6.946,-43.784,33.130
1687269127.521,-8.449,-38.894,33.676
1687269127.521,-9.720,-33.361,32.427
1687269127.521,-9.593,-29.982,30.289
1687269127.581,-8.120,-25.705,27.470
1687269127.581,-6.445,-21.070,23.627
1687269127.581,-5.488,-16.329,19.567
1687269127.643,-4.673,-12.120,15.051
1687269127.643,-3.372,-9.324,11.081
1687269127.643,-1.757,-7.881,8.097
1687269127.703,-0.613,-6.430,5.750
1687269127.703,-0.232,-4.097,3.895
1687269127.703,0.067,-1.129,1.996
1687269127.745,0.621,1.241,0.523
1687269127.745,1.264,2.086,-0.284
1687269127.745,1.241,2.430,-0.912
1687269127.806,0.882,2.654,-1.473
1687269127.806,0.322,2.976,-1.705
1687269127.806,0.351,3.327,-0.837
1687269127.866,0.501,2.609,0.396
1687269127.866,0.987,1.922,1.862
1687269127.866,1.166,1.406,3.021
1687269127.927,1.293,2.131,3.529
1687269127.927,1.697,2.886,3.073
1687269127.927,1.637,3.043,2.183
1687269127.971,1.196,3.200,1.428
1687269127.971,0.965,3.208,0.710
1687269127.971,0.464,3.537,-0.232
1687269128.030,0.082,4.516,-1.047
1687269128.030,-0.344,5.952,-1.660
1687269128.030,-1.615,6.976,-2.968
1687269128.092,-2.856,7.851,-4.628
1687269128.092,-2.774,8.628,-4.965
1687269128.092,-1.144,9.353,-3.873
1687269128.136,0.688,10.916,-2.946
1687269128.136,1.787,12.688,-2.026
1687269128.136,2.355,12.718,-0.979
1687269128.228,2.034,11.619,0.561
1687269128.228,0.725,9.712,1.376
1687269128.228,-0.800,8.180,1.578
1687269128.255,-1.690,6.609,1.600
1687269128.255,-1.682,5.077,1.892
1687269128.255,-1.563,3.342,1.346
1687269128.316,-2.669,2.378,1.443
1687269128.316,-3.589,2.101,0.688
1687269128.316,-3.432,3.125,-0.531
1687269128.361,-3.439,5.211,-1.779
1687269128.361,-3.731,6.565,-3.320
1687269128.361,-3.028,6.550,-4.232
1687269128.421,-1.884,6.243,-4.621
1687269128.421,-0.935,5.421,-5.181
1687269128.421,-0.501,5.525,-5.114
1687269128.483,-0.441,5.488,-4.837
1687269128.483,-0.374,4.531,-4.314
1687269128.483,-0.366,3.843,-2.804
1687269128.540,-0.591,3.267,-1.936
1687269128.540,-0.807,3.409,-0.882
1687269128.540,-1.316,4.217,-0.710
1687269128.601,-2.198,5.480,-1.196
1687269128.601,-2.953,6.520,-1.682
1687269128.601,-3.888,5.974,-2.333
1687269128.646,-4.082,5.316,-2.953
1687269128.646,-3.963,5.391,-3.223
1687269128.646,-3.073,5.652,-3.723
1687269128.705,-1.907,5.383,-3.843
1687269128.705,-1.346,4.755,-3.013
1687269128.705,-1.009,3.895,-1.593
1687269128.768,-1.092,3.387,-0.665
1687269128.768,-1.533,3.178,-0.292
1687269128.768,-1.615,3.275,-0.703
1687269128.826,-1.727,3.851,-2.019
1687269128.826,-1.824,4.621,-2.340
1687269128.826,-1.869,5.264,-2.340
1687269128.871,-2.422,4.920,-2.684
1687269128.871,-3.551,4.396,-2.729
