timestamps,X,Y,Z
1688493839.616,-2.213,3.215,0.426
1688493839.616,-2.116,2.879,0.359
1688493839.616,-1.996,2.393,0.314
1688493839.675,-2.056,2.751,0.710
1688493839.675,-2.153,2.609,0.456
1688493839.675,-2.422,2.191,0.389
1688493839.736,-2.363,2.258,0.561
1688493839.736,-2.221,2.445,0.351
1688493839.736,-1.899,2.766,0.396
1688493839.797,-2.288,2.841,0.636
1688493839.797,-2.183,2.737,0.389
1688493839.797,-2.094,2.886,0.344
1688493839.840,-2.146,2.908,0.307
1688493839.840,-2.482,2.789,0.307
1688493839.840,-2.034,2.766,0.389
1688493839.916,-1.914,2.729,0.471
1688493839.916,-1.570,2.759,0.082
1688493839.916,-2.146,2.639,-0.434
1688493839.990,-2.916,3.140,-0.359
1688493839.990,-2.961,3.664,-0.239
1688493839.990,-2.325,3.918,-0.022
1688493840.020,-1.944,3.596,0.232
1688493840.020,-1.630,3.305,0.314
1688493840.020,-2.153,3.477,0.411
1688493840.066,-2.265,3.454,0.538
1688493840.066,-2.026,3.447,0.277
1688493840.066,-2.228,3.297,0.105
1688493840.125,-2.265,3.118,-0.022
1688493840.125,-2.288,3.133,0.045
1688493840.125,-2.318,3.163,0.112
1688493840.184,-1.996,3.148,0.015
1688493840.184,-1.578,2.467,0.307
1688493840.184,-1.652,1.981,-0.067
1688493840.248,-2.153,2.131,-0.449
1688493840.248,-2.333,2.355,-1.376
1688493840.248,-2.116,2.684,-1.936
1688493840.308,-1.279,2.602,-2.931
1688493840.308,-1.249,2.505,-3.133
1688493840.308,-1.398,2.579,-3.327
1688493840.350,-1.301,2.572,-3.544
1688493840.350,-1.181,2.579,-3.694
1688493840.350,-1.316,2.811,-3.170
1688493840.425,-1.503,2.542,-2.639
1688493840.425,-1.533,2.692,-2.116
1688493840.425,-1.817,2.744,-1.727
1688493840.470,-1.914,2.400,-1.809
1688493840.470,-1.727,2.303,-1.779
1688493840.470,-2.019,2.497,-1.735
1688493840.533,-1.772,2.766,-1.862
1688493840.533,-1.974,2.908,-2.206
1688493840.533,-1.787,3.118,-2.737
1688493840.578,-1.660,3.252,-3.036
1688493840.578,-1.406,3.350,-3.357
1688493840.578,-1.084,3.574,-3.866
1688493840.649,-0.793,3.806,-4.464
1688493840.649,-0.576,4.329,-4.494
1688493840.649,-0.493,4.695,-5.092
1688493840.695,-0.299,4.591,-5.727
1688493840.695,-0.351,4.823,-6.228
1688493840.695,-0.284,4.785,-6.639
1688493840.755,-0.553,4.860,-6.894
1688493840.755,-0.561,5.331,-7.836
1688493840.755,-0.688,5.548,-8.247
1688493840.816,-0.680,4.965,-8.546
1688493840.816,-1.092,4.606,-8.576
1688493840.816,-1.211,4.284,-8.075
1688493840.878,-1.428,4.187,-7.611
1688493840.878,-1.383,4.000,-7.215
1688493840.878,-1.495,3.626,-6.131
1688493840.920,-1.361,3.223,-5.727
1688493840.920,-1.974,3.537,-5.137
1688493840.920,-2.692,3.469,-4.606
1688493840.980,-3.058,3.380,-4.023
1688493840.980,-3.133,3.813,-3.208
1688493840.980,-2.968,3.985,-2.602
1688493841.039,-2.594,3.761,-2.243
1688493841.039,-2.505,3.821,-1.877
1688493841.039,-2.363,3.888,-1.301
1688493841.088,-1.847,4.112,-1.196
1688493841.088,-1.608,4.598,-1.465
1688493841.088,-1.211,4.763,-1.854
1688493841.145,-1.234,4.927,-2.325
1688493841.145,-1.398,5.092,-3.193
1688493841.145,-1.331,5.054,-3.761
1688493841.205,-0.875,5.152,-3.895
1688493841.205,-0.396,4.763,-4.135
1688493841.205,-0.546,4.314,-4.718
1688493841.265,-0.860,4.366,-5.024
1688493841.265,-1.211,4.396,-5.077
1688493841.265,-1.047,4.434,-5.129
1688493841.311,-1.092,4.366,-5.054
1688493841.311,-0.987,4.509,-4.852
1688493841.311,-1.286,4.307,-4.980
1688493841.373,-1.585,4.082,-4.815
1688493841.373,-1.907,3.761,-4.763
1688493841.373,-2.138,3.978,-4.501
1688493841.445,-2.101,3.708,-4.673
1688493841.445,-2.602,3.626,-4.381
1688493841.445,-2.251,3.327,-4.187
1688493841.491,-2.310,3.208,-4.329
1688493841.491,-2.340,3.208,-4.060
1688493841.491,-2.221,3.073,-3.424
1688493841.549,-2.221,2.968,-2.923
1688493841.549,-2.348,2.946,-2.161
1688493841.549,-2.452,3.036,-1.570
1688493841.595,-2.437,2.961,-1.256
1688493841.595,-2.490,2.654,-1.286
1688493841.595,-2.490,2.594,-0.987
1688493841.658,-2.505,2.737,-0.905
1688493841.658,-2.572,2.609,-0.845
1688493841.658,-2.804,2.714,-0.770
1688493841.715,-2.624,2.774,-0.793
1688493841.715,-2.744,2.804,-1.136
1688493841.715,-2.879,2.639,-1.398
1688493841.776,-2.901,2.527,-1.465
1688493841.776,-2.669,2.744,-1.473
1688493841.776,-2.587,3.155,-1.323
1688493841.835,-2.370,2.766,-1.301
