timestamps,PPG1,PPG2,PPG3
1690200923.986,540.000,102742.000,71350.000
1690200923.986,540.000,102741.000,71320.000
1690200923.986,542.000,102744.000,71351.000
1690200923.986,540.000,102714.000,71307.000
1690200923.986,541.000,102721.000,71318.000
1690200923.986,539.000,102689.000,71295.000
1690200924.073,541.000,102691.000,71303.000
1690200924.073,540.000,102658.000,71299.000
1690200924.073,542.000,102675.000,71290.000
1690200924.073,538.000,102678.000,71275.000
1690200924.073,540.000,102616.000,71287.000
1690200924.073,544.000,102651.000,71287.000
1690200924.178,539.000,102689.000,71301.000
1690200924.178,541.000,102642.000,71288.000
1690200924.178,541.000,102626.000,71294.000
1690200924.178,544.000,102626.000,71274.000
1690200924.178,540.000,102662.000,71274.000
1690200924.178,541.000,102667.000,71276.000
1690200924.268,542.000,102654.000,71264.000
1690200924.268,542.000,102646.000,71280.000
1690200924.268,543.000,102633.000,71278.000
1690200924.268,539.000,102666.000,71266.000
1690200924.268,543.000,102687.000,71299.000
1690200924.268,541.000,102685.000,71267.000
1690200924.358,541.000,102663.000,71282.000
1690200924.358,540.000,102709.000,71294.000
1690200924.358,539.000,102745.000,71283.000
1690200924.358,543.000,102678.000,71318.000
1690200924.358,540.000,102724.000,71312.000
1690200924.358,542.000,102719.000,71288.000
1690200924.450,539.000,102733.000,71322.000
1690200924.450,543.000,102753.000,71316.000
1690200924.450,542.000,102730.000,71320.000
1690200924.450,539.000,102746.000,71329.000
1690200924.450,542.000,102760.000,71329.000
1690200924.450,543.000,102777.000,71321.000
1690200924.554,542.000,102804.000,71333.000
1690200924.554,539.000,102849.000,71333.000
1690200924.554,544.000,102861.000,71344.000
1690200924.554,542.000,102859.000,71353.000
1690200924.554,541.000,102881.000,71365.000
1690200924.554,540.000,102899.000,71393.000
1690200924.643,541.000,102907.000,71396.000
1690200924.643,545.000,102924.000,71392.000
1690200924.643,541.000,102942.000,71374.000
1690200924.643,541.000,102997.000,71412.000
1690200924.643,541.000,102957.000,71425.000
1690200924.643,544.000,102933.000,71375.000
1690200924.734,543.000,102897.000,71414.000
1690200924.734,540.000,102870.000,71373.000
1690200924.734,542.000,102811.000,71374.000
1690200924.734,542.000,102769.000,71350.000
1690200924.734,542.000,102781.000,71325.000
1690200924.734,540.000,102729.000,71328.000
1690200924.823,543.000,102767.000,71340.000
1690200924.823,542.000,102731.000,71323.000
1690200924.823,543.000,102727.000,71313.000
1690200924.823,540.000,102711.000,71306.000
1690200924.823,542.000,102741.000,71302.000
1690200924.823,545.000,102712.000,71284.000
1690200924.916,542.000,102731.000,71303.000
1690200924.916,542.000,102700.000,71293.000
1690200924.916,543.000,102703.000,71293.000
1690200924.916,546.000,102693.000,71314.000
1690200924.916,541.000,102698.000,71289.000
1690200924.916,540.000,102678.000,71277.000
1690200925.020,544.000,102685.000,71287.000
1690200925.020,543.000,102725.000,71285.000
1690200925.020,543.000,102693.000,71256.000
1690200925.020,540.000,102664.000,71292.000
1690200925.020,541.000,102684.000,71267.000
1690200925.020,541.000,102716.000,71272.000
1690200925.108,542.000,102637.000,71276.000
