timestamps,X,Y,Z
1685723256.236,0.158,0.036,0.983
1685723256.236,0.158,0.039,0.985
1685723256.236,0.156,0.041,0.987
1685723256.293,0.157,0.038,0.988
1685723256.293,0.158,0.042,0.988
1685723256.293,0.156,0.044,0.988
1685723256.354,0.155,0.041,0.988
1685723256.354,0.154,0.039,0.992
1685723256.354,0.154,0.039,0.987
1685723256.413,0.155,0.040,0.987
1685723256.413,0.156,0.038,0.989
1685723256.413,0.159,0.039,0.984
1685723256.461,0.157,0.037,0.989
1685723256.461,0.155,0.039,0.986
1685723256.461,0.154,0.039,0.990
1685723256.518,0.153,0.040,0.993
1685723256.518,0.151,0.042,0.987
1685723256.518,0.152,0.038,0.986
1685723256.578,0.153,0.040,0.980
1685723256.578,0.153,0.037,0.985
1685723256.578,0.153,0.039,0.989
1685723256.625,0.153,0.040,0.987
1685723256.625,0.154,0.042,0.989
1685723256.625,0.154,0.039,0.985
1685723256.686,0.154,0.038,0.987
1685723256.686,0.152,0.036,0.982
1685723256.686,0.154,0.036,0.981
1685723256.743,0.155,0.041,0.987
1685723256.743,0.155,0.040,0.991
1685723256.743,0.156,0.041,0.990
1685723256.803,0.158,0.043,0.993
1685723256.803,0.158,0.038,0.987
1685723256.803,0.157,0.036,0.985
1685723256.878,0.155,0.038,0.984
1685723256.878,0.156,0.038,0.984
1685723256.878,0.158,0.039,0.987
1685723256.910,0.161,0.042,0.988
1685723256.910,0.157,0.046,0.990
1685723256.910,0.156,0.038,0.987
1685723256.971,0.153,0.040,0.984
1685723256.971,0.152,0.040,0.983
1685723256.971,0.154,0.039,0.987
1685723257.028,0.151,0.038,0.989
1685723257.028,0.151,0.036,0.986
1685723257.028,0.155,0.040,0.988
1685723257.088,0.159,0.039,0.989
1685723257.088,0.160,0.040,0.983
1685723257.088,0.160,0.037,0.984
1685723257.148,0.160,0.036,0.987
1685723257.148,0.162,0.044,0.987
1685723257.148,0.164,0.041,0.998
1685723257.195,0.169,0.042,0.994
1685723257.195,0.164,0.040,0.991
1685723257.195,0.162,0.035,0.984
1685723257.254,0.159,0.033,0.988
1685723257.254,0.159,0.038,0.992
1685723257.254,0.150,0.035,0.985
1685723257.313,0.153,0.029,0.987
1685723257.313,0.150,0.033,0.983
1685723257.313,0.153,0.033,0.984
