timestamps,TP9,AF7,AF8,TP10,Right AUX
1688256073.573,-10.254,-36.621,-17.090,-109.375,-136.230
1688256073.577,-52.734,-45.410,-12.695,-79.590,-352.051
1688256073.581,-29.297,-56.152,-19.531,20.996,-62.012
1688256073.585,-26.855,-53.711,-33.691,65.430,346.680
1688256073.589,-16.113,-38.086,-21.973,-10.254,269.043
1688256073.593,-20.508,-45.410,-18.066,-107.422,-172.852
1688256073.597,-52.246,-49.805,-33.203,-91.797,-477.539
1688256073.600,-40.527,-34.668,-21.484,0.488,-34.180
1688256073.604,-26.367,-22.949,-8.301,63.477,632.812
1688256073.608,-25.391,-20.020,-8.301,30.273,233.887
1688256073.612,-41.504,-27.344,-8.301,-67.871,-333.496
1688256073.616,-43.457,-41.016,-14.648,-90.332,-376.465
1688256073.620,-51.758,-15.625,-27.344,-79.590,-421.875
1688256073.624,-61.523,-19.531,-25.391,-49.805,-247.070
1688256073.628,-27.344,-19.531,-31.738,22.461,176.758
1688256073.631,-16.602,-35.645,-33.691,3.418,411.133
1688256073.635,-14.648,-38.086,-25.391,-89.355,-33.691
1688256073.639,-35.645,-34.180,-16.602,-112.305,-509.277
1688256073.643,-52.246,-37.598,-14.648,-49.805,-298.828
1688256073.647,-51.270,-34.180,-17.578,41.504,317.383
1688256073.647,-38.574,-37.598,-15.625,47.363,252.441
1688256073.651,-10.254,-35.645,-17.090,-46.387,-145.508
1688256073.655,-25.391,-41.016,-41.992,-98.633,-258.301
1688256073.659,-56.152,-49.805,-47.852,-63.965,-228.027
1688256073.663,-59.570,-44.922,-31.738,15.137,15.137
1688256073.667,-42.969,-40.039,-31.250,40.039,338.379
1688256073.671,-18.066,-48.828,-39.551,-47.852,324.219
1688256073.674,-37.109,-52.246,-43.945,-125.488,356.934
1688256073.678,-56.641,-49.805,-39.062,-88.379,284.180
1688256073.682,-47.363,-64.941,-29.297,32.715,49.805
1688256073.686,-28.320,-70.312,-31.738,70.801,260.742
1688256073.690,2.930,-41.504,-39.062,-38.086,67.871
1688256073.692,-4.395,-24.902,-38.086,-104.004,-438.477
1688256073.696,-25.879,-34.180,-50.781,-66.406,-473.633
1688256073.700,-20.508,-31.738,-54.688,16.602,-166.016
1688256073.704,-37.598,-16.113,-37.109,66.895,126.465
1688256073.708,-28.809,-13.184,-22.461,-6.348,-12.695
1688256073.712,-34.668,-17.090,-12.207,-90.820,-246.582
1688256073.716,-65.918,-17.578,-18.066,-66.895,-20.996
1688256073.719,-43.945,-20.020,-34.668,50.293,0.488
1688256073.723,16.113,-44.434,-50.293,100.098,42.480
1688256073.727,40.039,-66.895,-55.176,-34.668,178.711
1688256073.731,-10.254,-52.734,-26.367,-113.770,-7.324
1688256073.735,-46.875,-19.043,-51.758,-86.914,-385.254
1688256073.752,-54.688,-17.090,-83.496,-19.043,-288.086
1688256073.756,-62.012,-29.785,-46.387,59.570,161.133
1688256073.760,-25.391,-20.020,-22.461,15.137,238.770
1688256073.764,-29.297,-8.301,-26.367,-81.543,-168.945
1688256073.768,-55.176,-21.973,-28.320,-134.766,-427.246
1688256073.772,-23.438,-28.809,-20.020,-73.242,-124.512
1688256073.776,0.488,-21.973,-29.297,52.734,289.062
1688256073.779,-19.043,-26.367,-42.480,28.809,255.859
1688256073.783,-51.758,-20.996,-18.066,-98.633,-129.395
1688256073.787,-100.098,-2.930,7.812,-119.141,-136.719
