timestamps,PPG1,PPG2,PPG3
1688260300.267,494.000,125399.000,115439.000
1688260300.267,492.000,125396.000,115435.000
1688260300.267,493.000,125403.000,115482.000
1688260300.267,492.000,125447.000,115496.000
1688260300.267,492.000,125394.000,115502.000
1688260300.267,492.000,125396.000,115492.000
1688260300.357,491.000,125478.000,115490.000
1688260300.357,491.000,125424.000,115476.000
1688260300.357,492.000,125410.000,115515.000
1688260300.357,492.000,125438.000,115567.000
1688260300.357,491.000,125414.000,115569.000
1688260300.357,492.000,125409.000,115536.000
1688260300.448,492.000,125448.000,115577.000
1688260300.448,492.000,125402.000,115610.000
1688260300.448,493.000,125361.000,115589.000
1688260300.448,492.000,125446.000,115630.000
1688260300.448,491.000,125446.000,115641.000
1688260300.448,493.000,125460.000,115666.000
1688260300.552,492.000,125437.000,115714.000
1688260300.552,493.000,125412.000,115725.000
1688260300.552,492.000,125455.000,115719.000
1688260300.552,491.000,125458.000,115774.000
1688260300.552,492.000,125463.000,115768.000
1688260300.552,492.000,125492.000,115795.000
1688260300.642,493.000,125422.000,115778.000
1688260300.642,492.000,125452.000,115799.000
1688260300.642,493.000,125499.000,115739.000
1688260300.642,493.000,125467.000,115691.000
1688260300.642,491.000,125437.000,115703.000
1688260300.642,492.000,125447.000,115671.000
1688260300.732,491.000,125477.000,115677.000
1688260300.732,494.000,125442.000,115705.000
1688260300.732,493.000,125390.000,115737.000
1688260300.732,492.000,125403.000,115722.000
1688260300.732,492.000,125393.000,115764.000
1688260300.732,492.000,125374.000,115732.000
1688260300.824,491.000,125370.000,115740.000
1688260300.824,491.000,125404.000,115692.000
1688260300.824,492.000,125337.000,115759.000
1688260300.824,492.000,125383.000,115711.000
1688260300.824,491.000,125425.000,115774.000
1688260300.824,492.000,125409.000,115812.000
1688260300.927,493.000,125409.000,115856.000
1688260300.927,493.000,125390.000,115905.000
1688260300.927,493.000,125390.000,115930.000
1688260300.927,491.000,125399.000,115928.000
1688260300.927,493.000,125370.000,115987.000
1688260300.927,491.000,125417.000,115975.000
1688260301.017,492.000,125420.000,116008.000
1688260301.017,491.000,125382.000,116040.000
1688260301.017,493.000,125384.000,116037.000
1688260301.017,492.000,125355.000,116013.000
1688260301.017,492.000,125444.000,116026.000
1688260301.017,491.000,125413.000,116053.000
1688260301.107,492.000,125361.000,116096.000
1688260301.107,492.000,125356.000,116088.000
1688260301.107,491.000,125395.000,116103.000
1688260301.107,492.000,125391.000,116152.000
1688260301.107,492.000,125409.000,116205.000
1688260301.107,492.000,125425.000,116235.000
1688260301.197,491.000,125418.000,116286.000
1688260301.197,491.000,125370.000,116362.000
1688260301.197,492.000,125381.000,116365.000
1688260301.197,492.000,125386.000,116423.000
1688260301.197,493.000,125431.000,116450.000
1688260301.197,492.000,125468.000,116451.000
1688260301.302,492.000,125396.000,116497.000
1688260301.302,493.000,125492.000,116483.000
1688260301.302,493.000,125483.000,116487.000
1688260301.302,493.000,125429.000,116475.000
1688260301.302,493.000,125479.000,116506.000
1688260301.302,493.000,125464.000,116494.000
1688260301.392,491.000,125495.000,116509.000
1688260301.392,492.000,125480.000,116520.000
1688260301.392,492.000,125525.000,116514.000
1688260301.392,492.000,125511.000,116569.000
1688260301.392,493.000,125525.000,116581.000
1688260301.392,492.000,125533.000,116570.000
1688260301.481,493.000,125554.000,116542.000
1688260301.481,490.000,125538.000,116573.000
1688260301.481,493.000,125517.000,116562.000
1688260301.481,492.000,125469.000,116566.000
1688260301.481,491.000,125495.000,116568.000
1688260301.481,493.000,125439.000,116585.000
1688260301.572,491.000,125451.000,116611.000
1688260301.572,492.000,125456.000,116621.000
1688260301.572,493.000,125436.000,116598.000
1688260301.572,493.000,125424.000,116630.000
1688260301.572,493.000,125432.000,116575.000
1688260301.572,492.000,125462.000,116577.000
1688260301.676,492.000,125402.000,116542.000
1688260301.676,492.000,125444.000,116572.000
1688260301.676,492.000,125415.000,116559.000
1688260301.676,492.000,125428.000,116603.000
1688260301.676,493.000,125431.000,116586.000
1688260301.676,492.000,125428.000,116595.000
1688260301.767,492.000,125433.000,116567.000
1688260301.767,493.000,125437.000,116623.000
1688260301.767,492.000,125375.000,116638.000
