timestamps,PPG1,PPG2,PPG3
1688255582.947,513.000,117839.000,85434.000
1688255582.947,512.000,117862.000,85426.000
1688255582.947,513.000,117855.000,85424.000
1688255582.947,513.000,117884.000,85405.000
1688255582.947,513.000,117861.000,85458.000
1688255582.947,513.000,117895.000,85440.000
1688255583.037,512.000,117898.000,85409.000
1688255583.037,512.000,117878.000,85470.000
1688255583.037,513.000,117899.000,85455.000
1688255583.037,513.000,117883.000,85462.000
1688255583.037,512.000,117877.000,85456.000
1688255583.037,511.000,117899.000,85425.000
1688255583.131,513.000,117900.000,85487.000
1688255583.131,512.000,117904.000,85439.000
1688255583.131,512.000,117903.000,85464.000
1688255583.131,512.000,117959.000,85446.000
1688255583.131,513.000,117931.000,85485.000
1688255583.131,512.000,117961.000,85452.000
1688255583.232,513.000,117960.000,85507.000
1688255583.232,512.000,117929.000,85500.000
1688255583.232,513.000,117978.000,85508.000
1688255583.232,512.000,117953.000,85511.000
1688255583.232,511.000,118001.000,85531.000
1688255583.232,512.000,118000.000,85521.000
1688255583.324,511.000,118010.000,85500.000
1688255583.324,511.000,118031.000,85522.000
1688255583.324,511.000,118012.000,85545.000
1688255583.324,512.000,118046.000,85563.000
1688255583.324,509.000,118022.000,85514.000
1688255583.324,512.000,117967.000,85537.000
1688255583.413,511.000,117900.000,85489.000
1688255583.413,510.000,117992.000,85519.000
1688255583.413,511.000,117920.000,85509.000
1688255583.413,511.000,117938.000,85503.000
1688255583.413,510.000,117904.000,85519.000
1688255583.413,511.000,117862.000,85503.000
1688255583.504,512.000,117899.000,85504.000
1688255583.504,510.000,117832.000,85513.000
1688255583.504,511.000,117845.000,85519.000
1688255583.504,511.000,117796.000,85502.000
1688255583.504,511.000,117780.000,85518.000
1688255583.504,511.000,117798.000,85491.000
1688255583.607,510.000,117803.000,85531.000
1688255583.607,510.000,117814.000,85562.000
1688255583.607,511.000,117790.000,85544.000
1688255583.607,510.000,117808.000,85570.000
1688255583.607,511.000,117772.000,85574.000
1688255583.607,510.000,117797.000,85576.000
1688255583.700,510.000,117770.000,85584.000
1688255583.700,510.000,117781.000,85587.000
1688255583.700,511.000,117769.000,85603.000
1688255583.700,511.000,117803.000,85599.000
1688255583.700,510.000,117804.000,85600.000
1688255583.700,510.000,117800.000,85655.000
1688255583.787,510.000,117857.000,85646.000
1688255583.787,510.000,117844.000,85654.000
1688255583.787,511.000,117838.000,85629.000
1688255583.787,509.000,117820.000,85692.000
1688255583.787,509.000,117847.000,85678.000
1688255583.787,509.000,117856.000,85655.000
1688255583.878,510.000,117886.000,85699.000
1688255583.878,510.000,117891.000,85714.000
1688255583.878,511.000,117887.000,85711.000
1688255583.878,511.000,117884.000,85739.000
1688255583.878,510.000,117922.000,85759.000
1688255583.878,509.000,117884.000,85729.000
1688255583.972,510.000,117910.000,85776.000
1688255583.972,509.000,117951.000,85773.000
1688255583.972,510.000,117917.000,85788.000
1688255583.972,511.000,117963.000,85800.000
1688255583.972,511.000,117952.000,85842.000
1688255583.972,510.000,118005.000,85833.000
1688255584.072,511.000,118016.000,85857.000
1688255584.072,509.000,117991.000,85866.000
1688255584.072,511.000,118045.000,85833.000
1688255584.072,510.000,118032.000,85851.000
1688255584.072,511.000,117980.000,85855.000
1688255584.072,511.000,117959.000,85828.000
1688255584.162,510.000,117927.000,85849.000
1688255584.162,511.000,117952.000,85832.000
1688255584.162,510.000,117925.000,85810.000
1688255584.162,511.000,117922.000,85816.000
1688255584.162,510.000,117947.000,85832.000
1688255584.162,511.000,117924.000,85833.000
1688255584.267,510.000,117900.000,85851.000
1688255584.267,510.000,117902.000,85850.000
1688255584.267,511.000,117928.000,85861.000
1688255584.267,511.000,117851.000,85815.000
1688255584.267,511.000,117874.000,85819.000
1688255584.267,511.000,117847.000,85832.000
1688255584.357,511.000,117864.000,85827.000
1688255584.357,510.000,117884.000,85823.000
1688255584.357,511.000,117835.000,85840.000
1688255584.357,512.000,117837.000,85866.000
1688255584.357,510.000,117864.000,85809.000
1688255584.357,510.000,117899.000,85830.000
1688255584.452,510.000,117847.000,85839.000
1688255584.452,509.000,117893.000,85851.000
1688255584.452,510.000,117883.000,85826.000
1688255584.452,512.000,117902.000,85823.000
1688255584.452,511.000,117942.000,85855.000
1688255584.452,512.000,117927.000,85858.000
1688255584.539,511.000,117882.000,85863.000
1688255584.539,512.000,117926.000,85818.000
1688255584.539,511.000,117921.000,85873.000
1688255584.539,511.000,117968.000,85854.000
1688255584.539,510.000,117928.000,85855.000
1688255584.539,511.000,118028.000,85848.000
1688255584.630,511.000,117931.000,85841.000
1688255584.630,511.000,117981.000,85867.000
1688255584.630,511.000,117969.000,85857.000
1688255584.630,510.000,117959.000,85868.000
1688255584.630,513.000,118008.000,85867.000
1688255584.630,512.000,118004.000,85910.000
1688255584.732,511.000,118049.000,85888.000
1688255584.732,512.000,118062.000,85888.000
1688255584.732,512.000,118058.000,85927.000
1688255584.732,512.000,118042.000,85901.000
1688255584.732,510.000,118088.000,85909.000
1688255584.732,510.000,118094.000,85918.000
1688255584.822,511.000,118063.000,85944.000
1688255584.822,511.000,118111.000,85930.000
1688255584.822,512.000,118075.000,85933.000
1688255584.822,511.000,118043.000,85899.000
1688255584.822,511.000,118039.000,85935.000
1688255584.822,511.000,118048.000,85923.000
1688255584.912,511.000,118020.000,85906.000
1688255584.912,510.000,118026.000,85936.000
1688255584.912,511.000,118020.000,85949.000
1688255584.912,510.000,118000.000,85951.000
1688255584.912,512.000,118013.000,85937.000
1688255584.912,511.000,118020.000,85952.000
1688255585.002,510.000,117979.000,85924.000
1688255585.002,512.000,117977.000,85967.000
1688255585.002,511.000,118026.000,85956.000
1688255585.002,511.000,118034.000,85975.000
1688255585.002,511.000,117953.000,85905.000
1688255585.002,511.000,118047.000,85940.000
1688255585.096,510.000,118005.000,85934.000
1688255585.096,511.000,117996.000,85912.000
1688255585.096,511.000,118002.000,85923.000
1688255585.096,511.000,118055.000,85934.000
1688255585.096,510.000,118057.000,85931.000
1688255585.096,509.000,118019.000,85937.000
1688255585.197,510.000,118032.000,85953.000
1688255585.197,511.000,118027.000,85973.000
1688255585.197,511.000,118084.000,85940.000
1688255585.197,511.000,118003.000,85928.000
1688255585.197,510.000,118057.000,85933.000
1688255585.197,510.000,118066.000,85939.000
1688255585.287,511.000,118078.000,85958.000
1688255585.287,510.000,118098.000,85947.000
1688255585.287,510.000,118090.000,85972.000
