timestamps,PPG1,PPG2,PPG3
1689163667.955,496.000,114734.000,59787.000
1689163667.955,495.000,114743.000,59774.000
1689163667.955,496.000,114763.000,59766.000
1689163667.955,497.000,114703.000,59774.000
1689163667.955,495.000,114754.000,59788.000
1689163667.955,496.000,114721.000,59774.000
1689163668.047,495.000,114762.000,59785.000
1689163668.047,496.000,114722.000,59779.000
1689163668.047,497.000,114715.000,59820.000
1689163668.047,496.000,114719.000,59795.000
1689163668.047,497.000,114788.000,59797.000
1689163668.047,497.000,114721.000,59796.000
1689163668.138,495.000,114762.000,59797.000
1689163668.138,496.000,114777.000,59799.000
1689163668.138,496.000,114728.000,59781.000
1689163668.138,496.000,114768.000,59802.000
1689163668.138,496.000,114808.000,59830.000
1689163668.138,496.000,114785.000,59799.000
1689163668.229,496.000,114815.000,59817.000
1689163668.229,495.000,114819.000,59805.000
1689163668.229,495.000,114878.000,59828.000
1689163668.229,496.000,114858.000,59835.000
1689163668.229,496.000,114855.000,59824.000
1689163668.229,496.000,114948.000,59857.000
1689163668.319,497.000,114872.000,59865.000
1689163668.319,496.000,114883.000,59845.000
1689163668.319,495.000,114901.000,59877.000
1689163668.319,496.000,114962.000,59875.000
1689163668.319,497.000,114978.000,59875.000
1689163668.319,496.000,114996.000,59883.000
1689163668.421,497.000,115020.000,59881.000
1689163668.421,496.000,115063.000,59907.000
1689163668.421,497.000,115069.000,59903.000
1689163668.421,495.000,115081.000,59931.000
1689163668.421,496.000,115166.000,59945.000
1689163668.421,497.000,115157.000,59944.000
1689163668.529,495.000,115208.000,59929.000
1689163668.529,496.000,115236.000,59953.000
1689163668.529,497.000,115210.000,59982.000
1689163668.529,497.000,115227.000,59989.000
1689163668.529,496.000,115252.000,59988.000
1689163668.529,497.000,115318.000,60018.000
1689163668.603,497.000,115298.000,60004.000
1689163668.603,495.000,115383.000,60028.000
1689163668.603,497.000,115365.000,60044.000
1689163668.603,496.000,115356.000,60051.000
1689163668.603,497.000,115354.000,60020.000
1689163668.603,496.000,115319.000,60046.000
1689163668.694,497.000,115257.000,60034.000
1689163668.694,497.000,115253.000,60009.000
1689163668.694,497.000,115276.000,60018.000
1689163668.694,498.000,115202.000,59991.000
1689163668.694,496.000,115115.000,59978.000
1689163668.694,498.000,115110.000,59994.000
1689163668.796,497.000,115098.000,59983.000
1689163668.796,496.000,115046.000,59983.000
1689163668.796,497.000,115059.000,59961.000
1689163668.796,496.000,115066.000,59947.000
1689163668.796,498.000,115017.000,59941.000
1689163668.796,497.000,115019.000,59919.000
1689163668.889,497.000,114985.000,59962.000
1689163668.889,497.000,114976.000,59933.000
1689163668.889,497.000,114964.000,59948.000
1689163668.889,497.000,114977.000,59913.000
1689163668.889,496.000,114974.000,59931.000
1689163668.889,496.000,114951.000,59949.000
