timestamps,TP9,AF7,AF8,TP10,Right AUX
1688826947.232,-19.531,-25.391,-32.227,-23.926,-120.605
1688826947.236,11.230,-20.996,-31.250,-13.672,-152.832
1688826947.240,21.973,-19.043,-30.273,-20.996,-127.930
1688826947.244,0.977,-23.438,-30.762,-32.715,-51.270
1688826947.248,-27.832,-28.320,-29.785,-38.086,-33.691
1688826947.252,-36.621,-24.902,-31.738,-27.832,-62.500
1688826947.256,-9.766,-23.926,-33.203,-4.883,129.395
1688826947.259,10.742,-28.320,-28.320,-3.906,476.074
1688826947.263,-1.953,-32.227,-24.414,-33.203,231.445
1688826947.267,-33.203,-32.715,-24.414,-52.734,-182.617
1688826947.271,-49.805,-29.785,-22.461,-36.621,-144.043
1688826947.275,-28.809,-26.367,-23.438,-10.254,-103.027
1688826947.278,2.441,-21.973,-23.926,-8.301,-153.809
1688826947.282,-8.789,-30.273,-23.438,-21.973,-138.184
1688826947.286,-36.621,-35.645,-22.461,-33.203,-64.941
1688826947.290,-54.199,-33.691,-30.273,-36.621,-52.734
1688826947.294,-45.410,-32.715,-36.621,-22.461,-57.617
1688826947.298,-12.207,-33.203,-35.156,-9.766,52.246
1688826947.302,-2.930,-31.250,-34.668,-12.695,276.367
1688826947.305,-20.020,-18.555,-37.598,-30.273,156.250
1688826947.309,-30.273,-20.020,-37.598,-26.855,-142.578
1688826947.313,-13.672,-25.391,-33.203,7.324,-95.215
1688826947.317,7.812,-25.391,-34.180,14.160,76.660
1688826947.321,11.230,-25.391,-35.156,-18.555,-53.711
1688826947.322,-10.742,-21.973,-28.320,-34.180,-151.367
1688826947.326,-29.785,-20.508,-22.949,-22.461,-64.941
1688826947.330,-16.113,-23.438,-16.602,0.977,-49.805
1688826947.334,-0.488,-24.414,-19.531,8.301,0.977
1688826947.338,2.930,-26.855,-25.391,-13.672,-17.578
1688826947.342,-22.461,-33.203,-28.809,-29.785,160.645
1688826947.346,-52.246,-34.180,-31.250,-15.625,490.723
1688826947.349,-41.992,-29.297,-33.691,-4.395,202.637
1688826947.353,-10.254,-24.902,-29.785,-2.441,-126.953
1688826947.357,8.301,-26.855,-26.855,-6.836,-79.102
1688826947.361,-6.836,-29.297,-31.738,-27.832,-63.965
1688826947.365,-29.785,-27.832,-35.156,-33.203,-127.441
1688826947.383,-23.926,-21.484,-26.367,-5.859,-141.602
1688826947.387,3.418,-18.555,-20.996,14.648,-126.465
1688826947.391,19.531,-21.484,-20.508,1.953,-155.273
1688826947.395,1.465,-21.484,-26.855,-25.879,-206.543
1688826947.399,-22.949,-29.297,-29.785,-30.762,-150.391
1688826947.403,-25.391,-33.691,-28.320,-7.812,7.812
1688826947.407,-9.277,-30.762,-27.344,1.953,88.867
1688826947.410,11.230,-33.691,-28.809,-5.859,-37.598
1688826947.414,6.836,-36.133,-27.832,-16.113,-78.613
1688826947.418,-20.508,-35.156,-22.949,-6.836,146.484
1688826947.422,-29.785,-31.738,-24.414,-1.953,8.301
1688826947.426,-17.578,-32.227,-23.926,11.719,-113.770
1688826947.427,4.883,-30.273,-19.043,27.344,127.930
1688826947.431,6.836,-25.391,-22.949,6.836,145.996
1688826947.435,-22.949,-22.461,-28.809,-10.254,-70.312
1688826947.439,-30.762,-25.391,-22.949,7.812,-124.512
1688826947.443,-17.090,-28.320,-19.531,25.879,134.277
1688826947.447,2.441,-24.902,-18.066,21.484,221.191
1688826947.451,1.465,-22.461,-22.949,-2.441,-36.621
1688826947.454,-20.020,-21.484,-29.297,-14.160,-149.414
1688826947.458,-27.344,-23.438,-27.832,-4.883,13.672
1688826947.462,-14.648,-27.344,-28.320,12.207,71.289
1688826947.466,5.371,-21.973,-30.273,20.996,-112.793
1688826947.470,4.395,-20.996,-30.762,-6.836,-142.578
1688826947.518,-22.461,-29.297,-31.250,-23.438,131.348
1688826947.522,-42.969,-33.691,-33.203,-20.020,168.945
1688826947.526,-37.109,-34.180,-30.762,-13.672,-17.578
1688826947.530,-9.277,-33.203,-25.879,1.465,1.953
1688826947.534,-4.395,-33.203,-27.344,-11.719,12.207
1688826947.538,-30.273,-34.180,-33.203,-34.180,49.316
1688826947.542,-51.270,-34.668,-35.156,-33.691,22.461
1688826947.545,-40.527,-35.645,-31.738,-15.625,-28.809
1688826947.549,-7.812,-33.203,-29.785,5.859,164.062
1688826947.553,-1.953,-31.250,-35.645,-18.555,50.293
1688826947.557,-20.996,-31.250,-35.645,-46.387,-228.027
1688826947.561,-45.410,-31.738,-28.809,-29.785,-114.746
1688826947.520,-45.410,-28.320,-29.297,-13.184,-53.223
1688826947.524,-15.137,-31.738,-35.645,-11.230,-89.844
1688826947.528,-0.488,-31.250,-37.598,-13.184,-69.824
1688826947.532,-20.996,-30.762,-34.668,-14.160,58.594
1688826947.536,-49.316,-31.250,-35.156,-12.207,138.184
1688826947.540,-45.410,-29.785,-38.574,-0.488,53.223
1688826947.544,-12.207,-28.809,-35.156,11.719,71.289
1688826947.547,9.766,-28.809,-32.227,2.930,184.082
1688826947.551,-4.395,-31.250,-28.320,-21.973,41.504
1688826947.555,-38.086,-30.762,-26.367,-29.785,-142.578
1688826947.559,-51.270,-36.621,-32.715,-18.066,-136.719
1688826947.563,-26.855,-41.504,-26.855,-0.488,120.605
1688826947.563,-6.348,-36.621,-25.879,-4.883,187.012
1688826947.567,-14.648,-37.598,-29.785,-22.461,-135.254
1688826947.571,-43.457,-36.621,-28.809,-31.250,-157.227
1688826947.575,-46.387,-30.762,-25.879,-16.113,-10.742
