timestamps,TP9,AF7,AF8,TP10,Right AUX
1690984771.863,-7.324,-30.273,-26.855,7.812,-83.984
1690984771.867,-6.836,-27.832,-34.668,0.488,48.340
1690984771.871,-33.203,-33.691,-41.504,-37.598,-64.941
1690984771.875,-41.504,-36.621,-29.785,-53.223,-261.719
1690984771.879,-28.320,-38.086,-27.344,-33.203,-300.293
1690984771.883,-6.348,-39.551,-32.715,-13.672,146.484
1690984771.887,-3.418,-27.832,-24.414,-13.672,628.418
1690984771.890,-42.969,-49.316,-26.367,-43.945,167.969
1690984771.894,-56.641,-51.758,-34.180,-51.270,-395.508
1690984771.898,-46.387,-20.508,-35.156,-29.297,-242.188
1690984771.902,-30.273,-20.020,-34.180,-14.648,19.531
1690984771.906,-22.461,-26.367,-33.691,-7.812,87.402
1690984771.938,-47.852,-20.020,-40.527,-32.715,-54.688
1690984771.942,-68.848,-20.508,-36.133,-62.012,-278.809
1690984771.946,-52.734,-33.203,-31.250,-46.387,-288.574
1690984771.950,-18.066,-37.598,-28.809,-25.391,-92.285
1690984771.954,-7.324,-31.738,-28.320,-22.949,146.973
1690984771.958,-21.973,-29.297,-26.855,-30.762,208.496
1690984771.962,-40.039,-27.832,-28.809,-43.457,-98.145
1690984771.965,-32.715,-32.715,-36.621,-39.062,-235.352
1690984771.969,-17.090,-43.945,-28.320,-23.438,21.973
1690984771.973,-18.555,-38.086,-17.578,-6.348,447.754
1690984771.977,-18.555,-24.902,-21.484,-5.859,276.855
1690984771.981,-33.203,-28.320,-34.668,-30.762,-237.793
1690984771.968,-43.945,-23.926,-35.645,-40.039,-309.570
1690984771.972,-20.508,-21.973,-24.902,-12.695,140.625
1690984771.976,-2.930,-28.320,-28.809,0.000,301.758
1690984771.980,-15.625,-24.902,-29.297,-30.273,-50.781
1690984771.984,-31.250,-20.508,-17.578,-43.457,-259.766
1690984771.988,-32.227,-20.508,-22.461,-31.738,-175.293
1690984771.992,-10.742,-21.973,-28.809,-26.855,-85.938
1690984771.995,2.930,-20.996,-30.762,-13.184,93.262
1690984771.999,-30.273,-27.832,-25.879,-17.578,136.230
1690984772.003,-59.570,-41.504,-20.508,-40.039,-150.879
1690984772.007,-53.223,-46.875,-35.156,-43.457,-304.688
1690984772.011,-28.809,-30.762,-38.574,-21.484,-259.277
1690984772.013,-7.812,-22.461,-32.715,2.441,135.254
1690984772.017,-18.066,-24.414,-27.344,-6.348,527.344
1690984772.021,-53.223,-19.043,-28.320,-38.574,-37.109
1690984772.025,-61.523,-29.297,-41.504,-56.641,-430.176
1690984772.029,-41.504,-32.227,-38.086,-53.223,-196.777
1690984772.033,-21.973,-37.598,-35.645,-27.832,93.750
1690984772.037,-17.578,-47.363,-41.992,-26.367,202.637
1690984772.040,-38.574,-29.297,-34.180,-49.805,-47.363
1690984772.044,-53.223,-8.789,-29.297,-49.316,2.441
1690984772.048,-40.039,-18.555,-39.062,-34.668,194.336
1690984772.052,-9.277,-34.668,-41.504,-17.090,151.855
1690984772.056,-9.766,-41.504,-41.016,-19.043,152.832
1690984772.058,-36.133,-34.668,-47.363,-38.086,-89.844
1690984772.062,-38.574,-22.949,-48.828,-41.992,-389.160
1690984772.066,-30.762,-34.180,-36.133,-36.133,-374.512
1690984772.070,-17.578,-32.227,-24.414,-3.418,-42.969
1690984772.074,-3.418,-25.391,-21.484,-0.977,240.234
1690984772.078,-14.648,-31.250,-24.414,-23.926,55.664
1690984772.082,-34.668,-31.738,-30.762,-36.621,-252.441
1690984772.085,-25.391,-22.949,-30.273,-24.902,-224.609
1690984772.089,-7.324,-20.508,-27.344,10.254,295.410
1690984772.093,3.418,-34.180,-38.574,17.578,266.602
1690984772.097,-3.906,-38.574,-27.832,-3.418,-73.242
1690984772.101,-32.715,-27.344,-12.695,-40.039,-279.785
1690984772.104,-41.016,-18.066,-25.879,-39.062,-364.746
1690984772.108,-27.344,-23.438,-36.133,-11.719,-126.953
1690984772.112,-23.926,-29.785,-35.645,-4.883,111.328
1690984772.116,-28.320,-19.043,-44.922,-15.625,146.484
1690984772.120,-43.945,-24.902,-65.430,-42.969,-110.352
1690984772.124,-48.828,-27.832,-55.664,-49.316,-335.449
1690984772.128,-32.227,-19.531,-29.785,-31.738,-103.027
1690984772.131,-14.648,-16.113,-15.625,-11.719,547.852
1690984772.135,-28.809,-15.137,-22.949,-10.254,614.746
1690984772.139,-48.340,-28.809,-32.227,-31.250,-134.766
1690984772.143,-45.898,-31.250,-33.203,-45.410,-333.496
1690984772.147,-36.133,-22.949,-41.016,-20.996,-127.441
1690984772.148,-23.438,-25.879,-42.969,-1.465,71.289
1690984772.152,-34.668,-24.902,-44.922,-21.484,-6.836
1690984772.156,-41.504,-25.879,-41.016,-35.156,-267.578
1690984772.160,-31.250,-33.203,-35.645,-34.180,-259.766
1690984772.164,-30.273,-54.688,-39.551,-21.484,-158.691
1690984772.168,-13.672,-49.805,-37.598,-4.395,129.395
1690984772.172,-14.160,-21.484,-31.738,-3.418,234.375
1690984772.175,-30.762,-28.320,-27.832,-17.578,260.742
1690984772.179,-31.738,-29.785,-31.250,-30.273,17.090
1690984772.183,-25.391,-24.414,-30.762,-20.020,-245.117
1690984772.187,-11.719,-31.738,-30.762,-1.465,48.828
1690984772.191,-12.207,-25.879,-27.344,-5.371,148.926
1690984772.193,-32.715,-23.438,-28.320,-32.715,-129.395
1690984772.197,-45.898,-30.762,-30.273,-45.898,-357.910
1690984772.201,-23.438,-29.297,-21.973,-26.367,-268.555
1690984772.205,-9.766,-30.762,-25.879,-5.859,17.090
1690984772.209,-13.184,-35.645,-36.621,1.953,74.707
1690984772.213,-23.438,-31.738,-30.273,-24.414,-77.148
1690984772.217,-31.738,-31.250,-13.184,-35.156,13.184
1690984772.220,-30.762,-35.156,-19.531,-17.578,0.488
1690984772.224,-2.930,-33.691,-31.738,-12.207,12.207
