timestamps,TP9,AF7,AF8,TP10,Right AUX
1688757735.949,-35.645,-20.996,-46.387,-46.875,-72.754
1688757735.953,-43.945,-23.926,-41.992,-55.664,81.543
1688757735.957,-40.527,-29.297,-41.992,-43.945,-7.324
1688757735.961,-34.180,-26.855,-40.039,-32.715,-176.758
1688757735.965,-32.715,-25.391,-42.480,-36.621,-1.953
1688757735.969,-41.504,-31.738,-39.551,-44.922,171.387
1688757735.973,-41.504,-33.203,-30.273,-45.410,3.906
1688757735.976,-43.457,-31.250,-29.297,-41.992,-133.301
1688757735.980,-45.898,-29.297,-28.809,-39.062,-96.680
1688757735.984,-36.133,-29.785,-26.367,-30.762,187.012
1688757735.988,-41.016,-31.738,-31.250,-35.645,-22.461
1688757735.992,-46.875,-31.738,-40.039,-41.016,-228.516
1688757735.993,-43.945,-32.227,-37.109,-31.738,-96.191
1688757735.997,-41.016,-37.598,-33.203,-31.250,-83.008
1688757736.001,-42.969,-36.133,-41.016,-35.645,-151.855
1688757736.005,-35.156,-27.832,-38.574,-35.156,-146.484
1688757736.009,-34.668,-31.250,-33.203,-30.273,-53.711
1688757736.013,-36.133,-41.504,-32.227,-36.133,-49.316
1688757736.017,-30.273,-39.062,-30.273,-43.945,-41.016
1688757736.020,-27.344,-33.691,-30.762,-29.785,-41.992
1688757736.024,-23.438,-33.203,-30.762,-18.066,219.238
1688757736.028,-21.973,-39.551,-32.715,-31.250,386.719
1688757736.032,-26.367,-41.504,-37.598,-35.645,-55.176
1688757736.036,-26.855,-37.109,-41.504,-34.180,-135.742
1688757736.038,-30.762,-34.668,-38.086,-39.062,103.027
1688757736.042,-37.598,-35.645,-33.691,-48.828,-61.523
1688757736.046,-32.227,-35.156,-32.227,-57.617,-229.492
1688757736.050,-39.062,-36.621,-33.203,-54.688,-175.293
1688757736.054,-43.457,-32.715,-32.715,-46.387,-106.934
1688757736.058,-34.668,-29.297,-32.227,-33.203,38.574
1688757736.062,-32.715,-31.250,-32.227,-31.738,3.906
1688757736.065,-29.297,-32.227,-27.344,-39.551,-78.613
1688757736.069,-25.391,-31.738,-28.320,-35.645,182.617
1688757736.073,-33.691,-37.598,-32.715,-33.203,49.316
1688757736.077,-35.645,-41.016,-35.645,-37.598,-150.879
1688757736.081,-41.992,-38.574,-38.086,-46.387,-74.219
1688757736.084,-49.316,-42.480,-40.527,-46.387,-83.008
1688757736.088,-49.805,-40.039,-34.668,-42.969,-178.223
1688757736.092,-46.875,-30.273,-31.250,-33.691,-182.617
1688757736.096,-47.363,-32.715,-32.227,-24.902,-55.176
1688757736.100,-41.504,-35.645,-30.762,-28.809,-15.137
1688757736.104,-33.691,-34.180,-29.297,-33.691,-41.016
1688757736.108,-35.645,-37.598,-28.809,-37.109,-47.852
1688757736.111,-33.203,-37.109,-32.715,-26.367,72.266
1688757736.115,-29.785,-32.715,-32.715,-19.043,157.227
1688757736.119,-27.344,-29.785,-28.320,-20.996,-36.621
1688757736.123,-28.809,-31.738,-30.762,-22.461,-81.055
1688757736.127,-41.504,-33.203,-39.062,-38.086,104.492
1688757736.144,-41.016,-32.715,-39.062,-41.016,98.145
1688757736.148,-38.086,-32.715,-29.785,-32.715,-110.352
1688757736.152,-48.828,-29.785,-26.367,-35.156,-127.441
