timestamps,TP9,AF7,AF8,TP10,Right AUX
1689806422.919,-33.691,-28.809,-26.367,-32.227,-16.113
1689806422.923,-28.809,-24.414,-12.207,-15.625,-106.934
1689806422.927,-26.855,-28.809,-23.926,-6.348,-72.754
1689806422.931,-33.691,-43.457,-37.109,-7.324,-53.711
1689806422.935,-41.016,-56.152,-25.391,-15.137,-62.500
1689806422.939,-40.039,-44.922,-15.137,-23.438,12.207
1689806422.943,-33.691,-20.020,-31.738,-24.414,-24.414
1689806422.946,-35.645,-25.391,-42.969,-22.461,-20.996
1689806422.950,-41.016,-49.805,-29.785,-18.066,387.695
1689806422.954,-39.062,-41.992,-44.434,-20.020,337.891
1689806422.958,-53.711,-25.879,-40.039,-42.480,-151.855
1689806422.962,-67.383,-30.273,-12.207,-51.270,-208.496
1689806422.966,-64.941,-32.227,-8.301,-45.410,-166.016
1689806422.970,-58.594,-29.297,-13.672,-51.270,-193.848
1689806422.974,-42.969,-43.945,-23.438,-53.711,-156.250
1689806422.978,-28.320,-57.129,-33.203,-47.852,-92.773
1689806422.982,-21.973,-25.391,-39.551,-44.922,-104.004
1689806422.986,-20.508,-20.508,-30.273,-29.785,8.301
1689806422.990,-12.207,-18.066,-32.715,-14.160,-3.906
1689806422.993,-4.883,-12.207,-50.293,-18.066,222.168
1689806422.997,-12.207,-12.207,-55.176,-34.180,402.832
1689806423.001,-27.344,1.953,-41.504,-45.898,-65.430
1689806423.005,-33.203,-7.324,-17.090,-38.086,-204.590
1689806423.009,-35.645,-27.832,-25.391,-27.832,-92.773
1689806423.009,-47.363,-33.691,-43.457,-41.992,-132.812
1689806423.013,-44.922,-51.270,-44.922,-53.223,-208.496
1689806423.017,-38.086,-64.453,-25.879,-43.945,-167.480
1689806423.021,-35.645,-25.879,-21.973,-30.273,-95.215
1689806423.025,-35.156,-15.625,-31.250,-24.414,-54.688
1689806423.029,-38.574,-50.781,-28.809,-26.367,-27.832
1689806423.033,-36.621,-41.504,-28.320,-34.668,40.039
1689806423.036,-38.574,-30.273,-35.645,-39.551,418.457
1689806423.040,-41.016,-24.414,-47.852,-29.785,219.727
1689806423.044,-31.738,-16.602,-49.805,-13.672,-160.156
1689806423.048,-24.902,-26.855,-56.152,-6.836,-19.531
1689806423.052,-31.250,-29.297,-45.898,-20.020,-35.645
1689806423.071,-34.668,-25.391,-14.160,-30.273,-178.711
1689806423.075,-27.832,-49.316,-9.766,-22.949,-212.891
1689806423.079,-27.832,-60.059,-17.090,-15.137,-79.102
1689806423.083,-31.250,-33.691,-20.020,-21.973,-38.086
1689806423.087,-26.855,-29.297,-22.949,-38.574,-102.051
1689806423.091,-36.133,-46.387,-38.574,-59.082,-107.422
1689806423.095,-44.922,-36.133,-32.227,-59.082,129.395
1689806423.098,-42.969,-5.859,-28.809,-48.828,189.453
1689806423.102,-44.922,-10.742,-41.016,-49.805,-128.906
1689806423.106,-40.527,-25.391,-34.180,-50.781,-150.879
1689806423.110,-38.574,-28.809,-14.648,-54.199,-80.566
1689806423.114,-39.551,-37.109,-21.484,-49.316,-149.902
1689806423.116,-30.762,-44.434,-40.527,-26.367,-109.375
1689806423.120,-27.344,-49.805,-35.156,-20.020,78.125
1689806423.124,-26.367,-43.945,-18.066,-31.738,104.004
1689806423.128,-24.902,-18.555,-37.109,-29.785,-134.277
1689806423.132,-31.250,-12.695,-45.410,-23.438,-189.453
1689806423.136,-38.086,-19.531,-11.230,-22.949,52.734
1689806423.140,-38.574,-34.180,-6.836,-28.809,206.543
1689806423.143,-28.809,-46.387,-16.113,-37.109,86.914
1689806423.147,-17.578,-25.391,-23.438,-39.551,-71.289
1689806423.151,-12.207,-17.578,-35.645,-25.879,-52.246
1689806423.155,-27.344,-18.555,-51.270,-14.160,243.652
1689806423.159,-44.922,5.371,-43.945,-15.625,83.008
1689806423.161,-45.898,-7.812,-25.391,-28.809,-136.230
1689806423.165,-50.781,-34.668,-15.137,-40.527,-110.352
1689806423.169,-55.176,-30.762,-21.973,-45.410,-149.414
1689806423.173,-44.922,-33.691,-32.715,-39.062,-176.758
1689806423.177,-34.180,-37.109,-22.461,-26.367,-163.086
1689806423.181,-29.785,-42.480,-24.902,-34.668,60.547
1689806423.185,-32.227,-43.457,-30.762,-46.387,43.457
1689806423.188,-27.832,-39.551,-26.367,-41.504,-175.293
1689806423.192,-13.672,-23.438,-25.879,-25.879,-211.914
1689806423.196,-14.648,-20.996,-43.457,-20.020,153.320
1689806423.200,-11.719,-21.484,-41.016,-18.066,323.730
1689806423.204,-9.766,-26.855,-30.273,-28.809,-77.148
1689806423.205,-17.090,-47.852,-30.273,-41.016,-206.055
1689806423.209,-14.160,-28.320,-25.391,-26.367,-132.812
1689806423.213,-16.602,-12.695,-23.926,-19.531,-128.418
1689806423.217,-27.344,-13.184,-10.254,-32.227,-134.277
1689806423.221,-31.738,-25.391,-12.695,-44.434,-52.246
1689806423.225,-36.133,-55.176,-35.156,-50.781,88.867
1689806423.229,-28.320,-58.594,-39.062,-38.086,50.293
1689806423.232,-11.719,-30.762,-18.066,-17.090,-35.645
1689806423.236,-9.766,-24.414,-12.207,-9.277,67.871
1689806423.240,-18.555,-31.738,-31.738,-21.484,328.613
1689806423.244,-29.297,-35.645,-52.734,-38.086,79.590
1689806423.248,-32.227,-42.969,-40.039,-31.250,-214.355
1689806423.251,-31.250,-31.738,-31.738,-18.066,-34.668
1689806423.255,-34.180,-21.973,-43.945,-20.020,52.246
1689806423.259,-36.133,-28.320,-31.250,-29.785,-164.551
1689806423.263,-37.598,-34.180,-26.367,-36.133,-235.840
1689806423.267,-36.133,-33.691,-33.691,-37.109,-97.168
1689806423.271,-26.855,-51.270,-28.809,-27.344,-46.387
1689806423.275,-17.090,-42.969,-18.555,-20.508,-49.805
1689806423.278,-18.555,-20.020,-21.973,-30.762,-28.809
1689806423.282,-24.902,-21.973,-27.344,-47.363,249.023
1689806423.286,-34.668,-7.812,-34.180,-54.199,325.684
1689806423.290,-42.969,4.883,-38.574,-49.805,-91.797
1689806423.294,-42.480,-20.020,-36.133,-42.969,-163.086
1689806423.295,-42.480,-25.391,-45.410,-51.758,-88.379
1689806423.299,-46.387,-27.344,-47.363,-59.570,-186.035
1689806423.303,-39.551,-42.480,-32.715,-43.945,-222.656
1689806423.307,-33.203,-31.738,-32.227,-27.344,-90.820
1689806423.311,-37.109,-20.996,-31.738,-26.855,17.090
1689806423.315,-38.574,-47.852,-38.086,-33.691,0.000
1689806423.319,-35.645,-37.109,-30.273,-40.527,-82.520
1689806423.322,-33.203,-13.672,-20.508,-35.645,18.555
1689806423.326,-33.203,-20.996,-34.668,-21.973,365.723
1689806423.330,-25.391,-16.602,-41.504,-9.766,167.480
1689806423.334,-8.789,-13.672,-24.902,-4.395,-183.105
1689806423.338,-5.371,-27.832,-15.137,-15.137,-70.312
1689806423.341,-9.277,-23.926,-15.137,-19.531,-66.406
1689806423.345,-10.742,-16.602,-8.301,-4.395,-236.816
1689806423.349,-4.883,-35.645,-15.137,5.859,-146.973
1689806423.353,-4.395,-27.344,-32.715,0.000,-0.977
1689806423.357,-6.348,0.000,-24.902,-11.230,-111.816
1689806423.361,-7.324,-21.484,-24.414,-16.113,-84.961
1689806423.365,-17.578,-31.738,-41.992,-17.578,35.645
1689806423.368,-19.531,-25.391,-29.297,-10.742,168.457
1689806423.372,-16.113,-12.695,-26.855,-12.695,129.395
1689806423.376,-9.277,-6.836,-22.949,-19.043,-146.973
1689806423.380,-4.883,-15.137,-7.812,-22.461,-145.020
1689806423.384,25.879,-18.555,-21.973,7.812,-91.797
1689806423.386,34.180,-16.602,-17.090,33.691,-106.445
1689806423.390,-20.508,-25.391,-12.207,-18.555,-50.293
1689806423.394,-48.340,-31.738,-24.414,-52.734,-9.766
1689806423.398,-61.523,-32.227,-29.785,-55.176,-2.930
1689806423.402,-102.051,-33.203,-16.113,-76.172,-65.430
1689806423.406,-129.395,-36.621,-12.695,-91.797,-45.898
1689806423.410,-123.535,-37.109,-23.926,-87.402,-7.324
1689806423.413,-133.301,-45.898,-25.879,-107.910,358.398
1689806423.417,-161.621,-41.992,-35.156,-149.902,213.867
1689806423.421,-156.738,-40.039,-3.906,-139.160,-187.500
1689806423.425,-155.273,-45.410,3.906,-134.766,-166.016
1689806423.429,-169.434,-55.176,-30.273,-157.227,-117.676
1689806423.444,-158.203,-46.875,-9.766,-159.668,-147.949
1689806423.448,-157.715,-39.551,8.301,-170.898,-169.922
1689806423.452,-160.156,-41.504,-15.137,-170.898,-108.398
1689806423.456,-138.672,-40.527,-9.766,-140.625,-30.762
1689806423.460,-116.211,-57.617,-8.789,-116.699,-46.387
1689806423.464,-91.797,-61.523,-12.695,-110.352,-78.125
1689806423.468,-79.102,-69.824,-11.719,-104.004,230.469
1689806423.471,-76.660,-61.523,-33.691,-88.867,425.781
1689806423.475,-64.941,-34.668,-55.664,-62.988,-20.508
1689806423.479,-51.758,-33.691,-58.105,-46.387,-171.387
1689806423.483,-46.387,-28.320,-44.434,-46.875,-24.414
1689806423.487,-54.199,-31.738,-40.039,-53.711,-153.809
1689806423.475,-63.477,-41.992,-25.879,-49.805,-215.332
1689806423.479,-65.430,-41.504,9.277,-35.156,-122.559
1689806423.483,-62.500,-52.734,15.137,-29.297,-59.082
1689806423.487,-57.129,-59.082,-9.766,-34.668,-63.477
1689806423.491,-47.363,-53.711,-23.926,-42.969,-142.090
1689806423.495,-36.133,-42.480,-33.203,-38.086,-43.457
1689806423.499,-31.250,-30.273,-31.250,-22.461,178.223
1689806423.502,-24.902,-28.809,-35.645,-15.137,104.980
1689806423.506,-14.648,-42.969,-40.527,-19.531,17.578
1689806423.510,-3.418,-42.480,-10.742,-23.438,-23.438
1689806423.514,0.000,-35.645,-1.953,-12.695,231.934
1689806423.518,2.930,-25.391,-23.438,-8.789,81.543
1689806423.551,-1.953,-31.738,-34.180,-5.371,-202.148
1689806423.555,-4.395,-46.387,-33.691,0.977,-81.543
