timestamps,TP9,AF7,AF8,TP10,Right AUX
1688468606.516,-87.402,-11.230,-35.645,-77.148,-99.609
1688468606.520,-74.219,-15.625,-37.109,-86.426,-141.113
1688468606.524,-53.223,-9.277,-21.484,-75.195,-100.586
1688468606.528,-57.617,-8.301,-30.762,-74.707,-10.742
1688468606.532,-68.848,-23.438,-34.668,-68.848,-63.965
1688468606.536,-56.152,-30.273,-30.762,-58.594,-68.848
1688468606.540,-55.664,-35.645,-37.598,-58.594,69.824
1688468606.543,-54.199,-33.203,-31.250,-51.270,433.594
1688468606.547,-36.621,-25.391,-29.297,-47.852,334.473
1688468606.551,-38.574,-30.762,-32.715,-55.176,-108.398
1688468606.555,-43.945,-30.273,-33.203,-51.758,-131.348
1688468606.559,-55.664,-40.039,-40.527,-58.594,26.367
1688468606.562,-63.965,-44.922,-39.062,-59.082,-86.914
1688468606.566,-47.363,-25.391,-26.855,-52.246,-181.641
1688468606.570,-39.062,-29.785,-27.832,-55.176,-88.867
1688468606.574,-45.410,-38.574,-29.297,-54.688,-102.539
1688468606.578,-51.758,-32.715,-24.414,-44.922,-149.414
1688468606.582,-38.086,-38.574,-20.508,-41.504,-65.918
1688468606.586,-23.438,-40.527,-18.555,-36.133,170.410
1688468606.589,-35.156,-31.250,-24.902,-33.691,232.422
1688468606.593,-35.645,-28.320,-29.297,-37.109,-69.824
1688468606.597,-35.645,-32.715,-28.809,-33.691,-161.133
1688468606.601,-38.574,-41.504,-24.902,-39.062,-3.418
1688468606.605,-38.086,-41.016,-18.066,-42.480,-63.965
1688468606.606,-40.527,-36.621,-23.438,-46.387,-229.980
1688468606.610,-32.715,-34.180,-30.273,-45.898,-141.113
1688468606.614,-21.484,-33.691,-28.809,-37.109,-51.270
1688468606.618,-30.762,-38.574,-26.367,-40.039,-102.539
1688468606.622,-19.531,-41.992,-22.949,-34.668,-104.004
1688468606.626,-11.230,-25.391,-24.902,-26.367,46.387
1688468606.630,-19.531,-11.230,-24.902,-20.996,254.395
1688468606.633,-25.391,-19.531,-26.367,-16.602,76.172
1688468606.637,-29.297,-26.367,-30.273,-21.484,-97.168
1688468606.641,-31.250,-24.414,-27.344,-19.531,-59.082
1688468606.645,-33.691,-25.391,-21.973,-20.996,243.164
1688468606.649,-39.062,-21.973,-24.902,-36.133,115.234
1688468606.652,-41.992,-16.602,-28.320,-27.832,-272.949
1688468606.656,-33.691,-18.555,-25.879,-22.949,-180.176
1688468606.660,-20.508,-19.531,-21.973,-22.461,-7.812
1688468606.664,-42.969,-24.902,-18.555,-20.020,-63.965
1688468606.668,-52.246,-16.602,-22.461,-31.738,-143.066
1688468606.672,-61.035,-11.230,-25.879,-33.203,-32.715
1688468606.676,-78.125,-33.203,-21.973,-16.113,31.738
1688468606.679,-57.129,-40.039,-23.926,-29.785,-143.066
1688468606.683,-16.602,-37.109,-25.391,-25.391,-196.289
1688468606.687,-46.387,-44.434,-23.926,-9.766,58.105
1688468606.691,-60.059,-28.320,-30.762,-22.461,83.496
1688468606.695,-5.371,-17.090,-32.715,-13.184,-179.199
1688468606.711,-17.090,-38.574,-20.996,-4.395,-185.547
1688468606.715,-67.383,-44.922,-25.879,-20.996,-42.480
1688468606.719,-41.992,-26.855,-34.180,-47.363,-59.082
1688468606.723,-7.324,-20.996,-31.250,-54.199,-189.941
1688468606.727,-16.602,-30.762,-35.156,-32.227,-134.277
1688468606.731,-19.043,-40.527,-35.156,-32.715,349.121
1688468606.735,-35.645,-38.086,-36.621,-51.270,287.598
1688468606.738,-22.461,-29.785,-37.598,-41.016,-14.648
1688468606.742,-30.273,-22.461,-36.133,-37.109,79.590
1688468606.746,-43.945,-20.996,-43.457,-43.457,293.457
1688468606.750,-20.996,-36.133,-37.109,-40.039,48.828
1688468606.754,-22.949,-36.621,-28.809,-37.598,-221.680
1688468606.756,-45.898,-20.508,-30.762,-34.180,-126.953
1688468606.760,-39.551,-30.273,-28.809,-30.273,-90.332
1688468606.764,-24.414,-38.086,-24.902,-35.645,-177.734
1688468606.768,-40.039,-24.414,-19.043,-34.668,-179.199
1688468606.772,-36.133,-13.672,-17.090,-21.973,10.254
1688468606.776,-1.953,-10.742,-13.672,-15.137,168.457
1688468606.780,-3.906,-7.812,-8.301,-14.648,106.934
1688468606.783,-21.484,3.418,-5.371,-19.531,-121.582
1688468606.787,-18.555,-8.301,-13.184,-12.207,15.625
1688468606.791,-21.973,-21.973,-21.973,-8.789,125.977
1688468606.795,-27.344,-17.090,-20.996,-24.902,-187.012
1688468606.799,-5.859,-22.461,-22.949,-23.926,-208.984
1688468606.801,-26.855,-20.508,-25.879,-17.578,-110.840
