timestamps,X,Y,Z
1692044167.034,-2.213,2.819,1.817
1692044167.034,-2.049,3.118,1.600
1692044167.034,-2.221,3.200,1.578
1692044167.094,-2.153,3.013,1.174
1692044167.094,-2.512,2.908,0.658
1692044167.094,-2.669,3.342,0.471
1692044167.139,-2.535,3.282,0.292
1692044167.139,-2.624,3.694,0.194
1692044167.139,-2.527,3.903,0.135
1692044167.214,-2.273,3.828,0.007
1692044167.214,-2.333,3.806,0.292
1692044167.214,-2.505,3.716,0.299
1692044167.262,-2.572,3.484,0.598
1692044167.262,-2.587,3.260,0.815
1692044167.262,-2.602,3.013,0.950
1692044167.334,-2.565,3.110,1.211
1692044167.334,-2.370,3.051,1.264
1692044167.334,-2.026,2.961,1.301
1692044167.379,-1.832,2.789,1.032
1692044167.379,-1.742,2.183,0.546
1692044167.379,-1.637,1.944,0.546
1692044167.426,-1.914,1.750,0.710
1692044167.426,-2.116,1.750,0.972
1692044167.426,-2.228,2.183,1.032
1692044167.484,-2.437,2.632,1.189
1692044167.484,-2.370,2.841,1.144
1692044167.484,-2.138,3.200,0.920
1692044167.546,-1.951,3.372,0.449
1692044167.546,-1.787,3.335,0.157
1692044167.546,-1.383,3.245,-0.120
1692044167.605,-0.987,3.088,-0.449
1692044167.605,-1.009,3.088,-0.322
1692044167.605,-0.897,2.452,-0.247
1692044167.650,-1.151,2.161,-0.299
1692044167.650,-1.189,2.094,-0.411
1692044167.650,-1.308,2.273,-0.224
1692044167.711,-1.450,2.557,-0.120
1692044167.711,-0.957,2.654,-0.322
1692044167.711,-0.718,2.916,-0.179
1692044167.770,-0.718,3.208,0.187
1692044167.770,-0.710,3.447,0.486
1692044167.770,-0.643,3.230,0.875
1692044167.830,-0.994,3.163,0.942
1692044167.830,-0.972,3.088,1.002
1692044167.830,-1.361,3.043,0.935
1692044167.876,-2.086,3.133,1.107
1692044167.876,-2.161,3.409,1.151
1692044167.876,-2.176,3.806,1.107
1692044167.934,-2.355,4.142,1.009
1692044167.934,-2.527,4.284,0.658
1692044167.934,-2.684,4.509,0.389
1692044167.996,-2.819,4.239,0.411
1692044167.996,-3.133,4.000,0.359
1692044167.996,-3.350,3.529,0.142
1692044168.054,-3.387,3.065,-0.464
1692044168.054,-3.424,3.088,-0.643
1692044168.054,-3.514,2.774,-0.927
1692044168.118,-3.447,2.804,-0.725
1692044168.118,-2.991,2.737,-0.381
1692044168.118,-2.654,2.482,-0.052
1692044168.162,-2.587,2.692,0.247
1692044168.162,-2.318,2.864,0.785
1692044168.162,-2.116,3.021,1.555
1692044168.219,-1.802,3.245,1.750
1692044168.219,-1.757,3.462,2.116
1692044168.219,-1.765,3.918,2.370
1692044168.281,-1.765,3.746,2.430
1692044168.281,-1.630,3.716,2.191
1692044168.281,-2.176,3.649,2.079
1692044168.342,-2.198,3.245,1.966
1692044168.342,-2.168,2.923,1.518
1692044168.342,-1.959,2.572,1.391
1692044168.387,-2.071,2.609,1.099
1692044168.387,-2.026,2.408,1.151
1692044168.387,-2.168,2.864,1.503
1692044168.444,-2.325,2.542,1.323
1692044168.444,-1.959,2.482,1.578
1692044168.444,-2.228,2.385,1.465
1692044168.505,-2.310,2.460,1.219
1692044168.505,-1.779,2.280,0.793
1692044168.505,-1.922,2.363,0.591
1692044168.564,-2.011,2.355,0.359
1692044168.564,-2.153,2.572,0.374
1692044168.564,-2.153,2.617,0.434
1692044168.639,-2.079,2.632,0.546
1692044168.639,-2.497,2.744,0.852
1692044168.639,-2.856,2.968,0.979
1692044168.686,-2.789,3.140,0.882
1692044168.686,-2.684,3.372,1.241
1692044168.686,-2.340,3.409,1.264
1692044168.729,-2.288,3.350,0.852
1692044168.729,-2.355,3.208,0.852
1692044168.729,-2.191,2.946,1.017
1692044168.789,-2.153,2.617,1.503
1692044168.789,-2.535,2.512,1.742
1692044168.789,-2.251,2.550,1.548
1692044168.849,-2.310,2.624,1.510
1692044168.849,-2.624,2.677,1.241
1692044168.849,-2.378,2.699,0.905
1692044168.898,-1.929,2.781,0.822
1692044168.898,-1.839,2.849,0.890
1692044168.898,-1.697,2.699,0.703
1692044168.955,-2.026,2.684,0.606
1692044168.955,-1.966,2.737,0.688
1692044168.955,-1.899,2.991,0.770
1692044169.014,-2.131,3.170,1.047
1692044169.014,-2.355,3.103,1.047
1692044169.014,-2.505,3.140,0.688
1692044169.074,-2.774,3.163,0.568
1692044169.074,-2.512,3.133,0.725
1692044169.074,-2.340,3.223,0.396
1692044169.121,-1.907,3.260,0.434
1692044169.121,-1.667,3.125,0.239
1692044169.121,-2.041,3.051,0.336
1692044169.182,-2.191,3.200,0.561
1692044169.182,-2.101,3.170,0.837
1692044169.182,-2.056,3.095,1.084
1692044169.239,-1.989,2.789,1.316
1692044169.239,-1.884,3.095,1.159
1692044169.239,-1.877,3.155,0.927
1692044169.299,-1.922,3.267,0.860
1692044169.299,-1.652,3.021,0.950
1692044169.299,-1.779,3.125,1.107
1692044169.359,-1.839,2.923,1.062
1692044169.359,-1.652,2.505,1.219
1692044169.359,-2.176,2.430,1.286
1692044169.405,-2.310,2.310,1.383
1692044169.405,-2.408,2.303,1.241
1692044169.405,-2.452,2.602,1.383
1692044169.481,-1.922,2.856,1.570
1692044169.481,-1.981,3.312,1.383
1692044169.481,-2.079,3.335,1.338
1692044169.524,-2.460,3.559,1.428
1692044169.524,-2.138,3.372,1.151
1692044169.524,-2.041,3.529,0.935
1692044169.584,-2.056,3.267,0.845
1692044169.584,-2.041,3.163,0.568
1692044169.584,-2.408,3.103,0.456
1692044169.630,-2.714,2.998,0.994
1692044169.630,-2.565,2.804,1.234
1692044169.630,-2.191,1.772,1.413
1692044169.689,-2.639,1.705,1.166
1692044169.689,-2.049,2.183,0.793
1692044169.689,-1.951,2.587,0.815
1692044169.751,-1.996,3.073,0.867
1692044169.751,-1.907,3.058,0.785
1692044169.751,-2.265,3.125,0.479
1692044169.809,-2.422,3.088,0.389
1692044169.809,-2.654,3.200,0.471
1692044169.809,-2.639,3.402,0.411
1692044169.855,-2.527,3.342,0.224
1692044169.855,-2.408,3.447,0.172
1692044169.855,-2.288,3.065,0.262
1692044169.914,-2.445,2.856,0.449
1692044169.914,-2.482,2.811,0.920
1692044169.914,-2.460,2.789,1.391
1692044169.992,-2.393,3.110,1.548
1692044169.992,-2.408,2.916,1.563
1692044169.992,-2.520,2.729,1.122
1692044170.049,-2.153,2.692,0.725
1692044170.049,-2.550,2.714,0.479
1692044170.049,-2.183,2.946,0.628
1692044170.094,-1.996,3.118,0.665
1692044170.094,-2.094,3.163,0.725
1692044170.094,-2.116,3.170,0.673
1692044170.139,-1.981,3.036,0.531
1692044170.139,-2.460,2.953,0.733
1692044170.139,-2.781,2.953,0.658
1692044170.199,-2.677,3.028,0.389
1692044170.199,-2.482,3.297,0.396
1692044170.199,-2.123,3.596,0.307
1692044170.262,-2.221,3.806,0.209
1692044170.262,-2.325,3.866,0.052
1692044170.262,-2.348,4.127,0.135
1692044170.308,-2.408,3.970,0.239
1692044170.308,-2.363,3.372,0.150
1692044170.308,-2.333,3.394,0.277
1692044170.364,-2.183,2.991,0.187
1692044170.364,-2.497,2.849,0.591
1692044170.364,-2.699,3.125,0.912
1692044170.424,-2.101,2.916,0.733
1692044170.424,-1.817,2.632,1.024
1692044170.424,-1.884,2.535,1.368
1692044170.484,-2.056,2.482,1.159
1692044170.484,-2.116,2.550,1.323
1692044170.484,-2.206,2.811,1.540
1692044170.546,-2.318,3.125,1.585
1692044170.546,-2.079,3.125,1.622
1692044170.546,-2.408,2.879,1.450
1692044170.592,-2.579,3.193,1.406
1692044170.592,-2.550,3.342,1.406
1692044170.592,-2.886,3.118,1.234
1692044170.649,-2.490,2.916,1.077
1692044170.649,-2.280,2.901,0.927
1692044170.649,-2.108,2.849,0.905
1692044170.711,-2.206,3.133,1.249
1692044170.711,-2.176,2.991,1.129
1692044170.711,-2.011,2.796,1.189
1692044170.769,-2.228,2.946,1.368
1692044170.769,-2.422,2.774,1.368
1692044170.769,-2.378,2.834,1.189
1692044170.830,-2.325,3.006,1.159
1692044170.830,-2.325,3.088,1.361
1692044170.830,-2.198,2.864,1.181
1692044170.876,-2.251,2.811,0.740
1692044170.876,-2.079,2.647,0.568
1692044170.876,-1.936,2.662,0.852
1692044170.934,-1.966,2.871,0.875
1692044170.934,-2.430,2.759,1.204
1692044170.934,-2.654,2.669,1.241
1692044170.996,-2.804,2.654,1.159
1692044170.996,-2.445,2.841,1.009
1692044170.996,-1.981,2.692,0.665
1692044171.054,-1.697,2.490,0.897
1692044171.054,-1.787,2.609,1.308
1692044171.054,-2.034,2.639,1.615
1692044171.117,-1.742,2.355,1.645
1692044171.117,-1.877,2.071,1.600
1692044171.117,-2.146,1.951,1.136
1692044171.159,-2.497,2.243,1.189
1692044171.159,-2.542,2.647,1.084
1692044171.159,-2.422,2.804,0.942
1692044171.219,-2.251,3.125,0.763
1692044171.219,-2.079,2.908,0.613
1692044171.219,-2.378,3.178,0.830
1692044171.280,-2.236,3.320,0.807
1692044171.280,-1.944,3.170,0.800
1692044171.280,-2.064,3.365,0.748
1692044171.339,-2.475,3.492,1.122
1692044171.339,-2.288,3.320,0.994
1692044171.339,-2.011,2.923,1.047
1692044171.387,-2.325,2.759,1.189
1692044171.387,-2.318,2.557,1.391
1692044171.387,-2.310,2.288,1.279
1692044171.447,-2.258,1.899,0.972
1692044171.447,-2.161,2.251,0.852
1692044171.447,-2.475,2.452,0.770
1692044171.504,-2.251,2.146,0.336
1692044171.504,-1.854,2.310,0.434
1692044171.504,-2.221,2.677,0.710
1692044171.564,-2.251,2.841,0.740
1692044171.564,-2.422,2.983,0.740
1692044171.564,-2.288,2.923,1.069
1692044171.626,-2.385,3.088,1.047
1692044171.626,-2.146,3.021,1.151
1692044171.626,-2.041,3.387,0.905
1692044171.671,-1.794,3.208,0.733
1692044171.671,-1.914,3.058,0.860
1692044171.671,-1.966,3.178,0.650
1692044171.729,-2.385,3.215,1.017
1692044171.729,-2.183,3.065,0.920
1692044171.729,-2.138,3.163,0.807
1692044171.789,-2.482,2.931,0.830
1692044171.789,-2.609,2.894,0.733
1692044171.789,-2.677,3.028,0.703
1692044171.836,-2.527,3.290,0.695
1692044171.836,-2.206,3.297,0.434
1692044171.836,-2.213,3.320,0.553
1692044171.898,-2.243,3.409,0.591
1692044171.898,-2.071,3.028,0.501
1692044171.898,-1.914,3.185,0.359
1692044171.954,-1.361,3.275,0.516
1692044171.954,-1.166,3.866,0.785
1692044171.954,-1.421,4.381,0.785
1692044172.014,-1.159,4.613,0.538
1692044172.014,-0.912,4.718,0.643
1692044172.014,-1.144,4.553,0.695
1692044172.062,-1.174,4.479,0.807
1692044172.062,-1.114,4.359,0.531
1692044172.062,-0.979,4.082,0.075
1692044172.121,-1.219,4.008,-0.194
1692044172.121,-1.151,4.082,-0.733
1692044172.121,-1.017,3.880,-1.346
1692044172.182,-0.830,3.604,-2.034
1692044172.182,-1.211,3.402,-2.258
1692044172.182,-1.159,3.260,-2.916
1692044172.239,-1.368,3.021,-3.365
1692044172.239,-1.630,3.043,-3.978
1692044172.239,-1.368,2.804,-4.538
1692044172.299,-1.196,3.043,-5.174
1692044172.299,-1.144,3.133,-5.884
1692044172.299,-1.107,3.148,-6.168
1692044172.344,-0.837,3.394,-6.258
1692044172.344,-0.673,3.447,-6.213
1692044172.344,-0.441,3.080,-5.981
1692044172.405,-0.090,2.931,-5.750
1692044172.405,-0.067,2.841,-4.897
1692044172.405,-0.157,2.759,-4.770
1692044172.467,-0.105,2.535,-4.411
1692044172.467,-0.202,2.452,-4.127
1692044172.467,0.060,2.213,-4.000
1692044172.524,-0.374,2.146,-3.738
1692044172.524,-0.703,1.854,-3.200
1692044172.524,-1.151,1.667,-3.073
1692044172.584,-1.548,1.443,-2.737
1692044172.584,-1.929,1.398,-2.280
1692044172.584,-1.862,1.301,-2.303
1692044172.629,-2.393,1.750,-2.153
1692044172.629,-2.527,2.108,-1.563
1692044172.629,-2.834,2.258,-1.301
1692044172.689,-2.879,2.131,-1.099
1692044172.689,-2.722,2.138,-1.443
1692044172.689,-3.088,2.415,-1.024
1692044172.764,-3.327,2.624,-0.965
1692044172.764,-3.402,2.550,-1.054
1692044172.764,-3.462,2.594,-0.905
1692044172.797,-3.634,2.908,-0.665
1692044172.797,-4.165,3.424,-0.389
1692044172.797,-4.037,3.223,-0.688
1692044172.854,-4.112,3.065,-0.598
1692044172.854,-4.209,3.058,-0.299
1692044172.854,-3.768,3.043,-0.232
1692044172.914,-3.559,2.916,-0.202
1692044172.914,-3.110,3.200,0.045
1692044172.914,-2.542,3.133,-0.112
1692044172.974,-2.714,3.178,0.067
1692044172.974,-2.550,3.230,0.075
1692044172.974,-2.744,3.208,0.344
1692044173.023,-2.609,2.976,0.292
1692044173.023,-2.834,3.140,0.247
1692044173.023,-2.901,3.275,-0.067
1692044173.079,-2.594,3.103,-0.105
1692044173.079,-2.617,3.178,-0.419
1692044173.079,-2.467,3.267,-0.553
1692044173.139,-2.333,3.275,-0.471
1692044173.139,-2.161,3.297,-0.292
1692044173.139,-2.430,3.223,-0.120
1692044173.199,-2.325,3.058,0.045
1692044173.199,-2.370,2.886,0.120
1692044173.199,-2.295,3.073,0.419
1692044173.262,-2.325,3.148,0.695
1692044173.262,-1.809,2.946,0.628
1692044173.262,-1.518,2.968,0.381
1692044173.322,-1.839,2.737,0.800
1692044173.322,-1.705,2.542,0.950
1692044173.322,-1.660,2.482,0.987
1692044173.364,-1.832,2.437,1.092
1692044173.364,-1.839,2.236,1.286
1692044173.364,-2.019,2.213,0.972
1692044173.424,-2.243,2.325,1.017
1692044173.424,-1.839,2.445,0.897
1692044173.424,-1.720,2.482,0.830
1692044173.484,-1.750,2.923,0.793
1692044173.484,-1.809,2.841,0.875
