timestamps,TP9,AF7,AF8,TP10,Right AUX
1692141283.289,-13.672,-19.531,-28.809,10.254,-69.336
1692141283.293,-9.277,-23.438,-27.832,-0.488,-78.125
1692141283.297,-26.855,-28.809,-28.320,-20.020,-97.168
1692141283.301,-37.109,-20.508,-32.715,-16.602,-142.090
1692141283.305,-27.344,-17.578,-38.574,-3.418,-62.500
1692141283.309,-8.789,-28.809,-38.574,10.742,50.293
1692141283.313,-4.883,-37.598,-36.621,5.859,1.953
1692141283.316,-10.254,-34.668,-42.480,-11.719,15.137
1692141283.320,-15.137,-18.066,-44.434,-19.043,203.613
1692141283.324,-18.555,-3.906,-37.109,-15.137,-61.035
1692141283.328,-9.766,-11.230,-39.551,-2.441,-171.387
1692141283.332,-3.418,-24.414,-44.434,-7.324,20.508
1692141283.333,-15.137,-22.949,-40.527,-27.832,29.297
1692141283.337,-28.809,-15.625,-37.598,-43.457,-181.152
1692141283.341,-32.715,-15.625,-36.621,-30.273,-189.453
1692141283.345,-23.926,-20.996,-33.203,-5.859,-35.156
1692141283.349,-10.742,-20.508,-29.297,-6.836,89.355
1692141283.353,-15.137,-23.926,-33.691,-30.762,73.242
1692141283.357,-28.809,-33.203,-39.062,-45.410,-40.527
1692141283.360,-32.715,-38.574,-34.668,-29.297,140.137
1692141283.364,-23.438,-38.086,-39.062,1.953,276.855
1692141283.368,-5.859,-31.250,-34.180,3.418,-59.082
1692141283.372,-10.254,-19.531,-21.484,-19.531,-215.820
1692141283.376,-26.367,-7.812,-20.508,-31.250,-164.062
1692141283.378,-31.738,-15.625,-25.391,-21.484,-191.406
1692141283.382,-21.973,-26.367,-35.156,-11.719,-200.684
1692141283.386,-12.207,-25.391,-36.133,-16.602,-134.277
1692141283.390,-21.973,-23.438,-33.203,-37.109,-69.824
1692141283.394,-29.785,-29.785,-41.016,-50.781,-102.051
1692141283.398,-28.809,-37.598,-40.039,-34.180,-150.391
1692141283.402,-23.926,-35.645,-31.738,-15.137,17.578
1692141283.405,-6.348,-36.133,-27.344,-1.465,480.957
1692141283.409,-1.465,-24.414,-24.902,-14.648,191.895
1692141283.413,-23.438,-14.648,-20.020,-40.527,-250.000
1692141283.417,-41.504,-20.020,-14.648,-32.715,37.109
1692141283.421,-23.438,-18.555,-20.020,-4.395,148.926
1692141283.423,-4.395,-20.996,-32.227,-5.859,-145.996
1692141283.427,-11.230,-24.902,-38.086,-23.438,-187.012
1692141283.431,-24.414,-19.043,-40.039,-36.133,-70.801
1692141283.435,-31.738,-14.648,-38.086,-33.691,-136.719
1692141283.439,-26.367,-14.648,-34.668,-13.184,-151.367
1692141283.443,-20.020,-17.090,-33.691,4.395,33.203
1692141283.447,-26.367,-22.949,-37.109,0.000,293.457
1692141283.450,-29.297,-25.391,-36.133,-14.648,187.500
1692141283.454,-31.738,-26.855,-30.273,-29.297,-200.684
1692141283.458,-25.879,-29.785,-28.320,-21.973,-92.773
1692141283.462,-13.184,-29.785,-27.344,0.977,88.379
1692141283.466,-10.742,-26.855,-31.738,-11.719,-83.008
1692141283.470,-22.949,-24.902,-34.180,-25.391,-207.031
1692141283.474,-29.785,-24.414,-33.203,-26.367,-155.273
1692141283.478,-20.996,-19.043,-35.156,-19.531,-126.953
1692141283.482,-10.254,-24.902,-37.598,-3.418,-122.070
1692141283.486,-3.906,-33.203,-40.527,-10.254,-104.004
1692141283.490,-13.672,-27.832,-42.969,-33.203,-5.859
1692141283.494,-28.809,-30.762,-43.457,-37.598,142.578
1692141283.497,-30.762,-31.250,-41.504,-16.113,-29.785
1692141283.501,-20.996,-25.879,-35.645,0.488,-178.711
1692141283.505,-16.113,-30.762,-38.086,-3.906,40.039
1692141283.509,-17.578,-29.785,-45.410,-27.832,322.266
1692141283.513,-20.508,-6.348,-37.109,-35.645,0.000
1692141283.528,-20.996,-1.465,-29.785,-17.578,-185.547
1692141283.532,7.324,-11.719,-39.062,16.113,-18.555
1692141283.536,20.508,-20.508,-35.645,25.391,-90.332
1692141283.540,-12.695,-31.250,-20.508,-11.719,-195.801
1692141283.544,-35.156,-29.785,-33.691,-33.203,-211.426
1692141283.548,-18.555,-24.414,-45.898,-12.695,174.805
1692141283.552,-1.953,-28.320,-37.598,15.137,540.527
1692141283.555,2.930,-24.902,-30.273,10.742,67.383
1692141283.559,-3.418,-20.020,-31.738,-7.324,-208.008
1692141283.563,-20.508,-32.227,-39.551,-22.949,-92.285
1692141283.567,-15.625,-37.109,-40.527,-17.578,-147.461
1692141283.571,-5.371,-34.180,-29.297,13.672,-166.992
1692141283.573,-0.977,-38.086,-30.273,12.695,-111.816
1692141283.577,0.488,-42.969,-34.180,-8.301,-104.492
1692141283.581,1.465,-30.762,-32.227,-12.695,-77.637
1692141283.585,-6.348,-20.508,-34.668,-4.883,-132.812
1692141283.589,-10.254,-26.367,-30.762,17.578,-111.328
1692141283.593,1.953,-27.832,-32.715,26.367,88.867
1692141283.597,1.953,-26.855,-40.527,-4.395,72.266
1692141283.600,-5.371,-22.949,-39.551,-26.367,-79.590
1692141283.604,-10.742,-21.484,-39.062,-14.648,-49.805
1692141283.608,-8.789,-29.297,-40.039,8.301,273.438
1692141283.612,5.859,-27.344,-36.133,13.184,180.664
1692141283.616,11.719,-23.926,-30.762,3.418,-129.395
1692141283.618,-3.906,-24.902,-30.762,-4.883,-84.961
1692141283.622,-11.719,-22.949,-31.738,-4.395,-31.738
1692141283.626,-0.977,-25.391,-30.273,3.418,-193.359
1692141283.630,6.348,-28.809,-29.785,10.742,-155.273
1692141283.634,12.207,-21.973,-21.973,16.113,117.676
1692141283.638,11.230,-8.789,-21.973,-5.859,81.055
1692141283.642,-10.742,-11.719,-28.320,-19.043,-66.406
1692141283.645,-12.207,-19.531,-30.273,-4.395,-65.918
1692141283.649,2.930,-25.391,-35.645,11.230,164.062
1692141283.653,2.441,-20.996,-39.551,9.277,201.172
1692141283.657,-11.719,-20.020,-37.598,-19.531,-138.184
1692141283.661,-24.414,-19.531,-36.133,-22.461,-211.426
1692141283.663,-24.414,-20.508,-37.598,-0.488,-127.930
1692141283.667,-6.348,-11.719,-39.551,13.672,-104.004
1692141283.671,4.883,-2.441,-37.598,9.766,-111.816
1692141283.675,-10.254,-17.578,-42.480,-11.719,-115.234
1692141283.679,-32.227,-26.855,-47.363,-31.250,-125.977
1692141283.683,-32.715,-32.715,-47.852,-21.484,-93.262
1692141283.687,-12.695,-37.598,-50.781,0.488,-43.945
1692141283.690,-2.930,-31.738,-41.504,0.000,156.738
1692141283.694,-22.461,-34.180,-38.086,-19.531,318.359
1692141283.698,-43.457,-41.992,-42.480,-42.480,-37.109
1692141283.702,-45.410,-49.316,-47.363,-37.598,-202.148
1692141283.706,-19.531,-33.203,-49.316,-3.906,38.574
1692141283.708,2.930,-20.508,-41.992,2.441,279.785
1692141283.712,-11.719,-33.691,-40.039,-31.738,-88.379
1692141283.716,-24.902,-39.062,-40.039,-46.387,-288.574
1692141283.720,-27.832,-38.574,-41.504,-36.133,-133.789
1692141283.724,-17.090,-26.855,-44.922,-10.254,-87.891
1692141283.728,-4.395,-14.648,-35.156,6.836,-29.785
1692141283.732,-5.371,-13.672,-32.227,-8.301,-24.902
1692141283.735,-17.578,-14.648,-40.527,-27.832,150.879
1692141283.739,-27.832,-16.113,-40.527,-25.879,110.840
1692141283.743,-20.508,-20.020,-38.574,-3.418,-124.512
1692141283.747,-6.348,-27.832,-41.016,7.812,-83.008
1692141283.751,-2.441,-22.949,-36.621,-3.418,116.211
1692141283.753,-19.043,-14.160,-36.621,-24.902,-55.176
1692141283.757,-27.832,-18.555,-38.574,-15.625,-205.566
1692141283.761,-20.508,-15.625,-35.645,5.859,-98.633
1692141283.765,-16.602,-18.066,-34.180,3.906,-37.598
1692141283.769,-21.973,-33.203,-29.785,-9.277,-68.359
1692141283.773,-28.320,-34.668,-31.250,-28.320,-57.129
1692141283.777,-30.762,-22.949,-31.250,-30.762,113.281
1692141283.780,-27.832,-13.184,-23.926,-18.555,286.133
1692141283.784,-5.859,-11.719,-17.578,-5.371,3.906
1692141283.788,-4.883,-24.902,-24.414,-8.789,-159.180
1692141283.792,-44.434,-46.387,-42.969,-49.316,46.875
1692141283.796,-67.383,-54.688,-52.246,-74.219,28.320
1692141283.799,-54.199,-40.527,-50.781,-57.617,-182.129
1692141283.803,-31.738,-22.949,-41.016,-30.762,-191.406
1692141283.807,-31.250,-18.066,-36.133,-38.086,0.000
1692141283.811,-58.105,-13.672,-54.688,-78.125,-15.625
1692141283.815,-74.219,-10.742,-57.129,-89.355,-193.848
1692141283.819,-57.617,-11.719,-40.039,-62.988,-111.816
1692141283.823,-37.109,-10.742,-31.250,-29.785,235.352
1692141283.826,-32.227,-9.277,-40.039,-32.715,166.504
1692141283.830,-41.992,-6.348,-52.734,-55.664,-188.477
1692141283.834,-65.430,-5.371,-49.805,-76.172,-215.332
1692141283.838,-62.988,-10.742,-52.246,-68.848,-152.832
1692141283.842,-33.203,-10.742,-56.641,-38.086,-117.676
1692141283.888,-17.578,-24.902,-39.062,-23.926,-96.191
1692141283.892,-14.160,-40.527,-24.414,-36.133,-111.328
1692141283.896,-21.973,-37.109,-26.855,-48.828,-93.262
1692141283.900,-18.555,-19.043,-39.551,-32.227,-95.215
1692141283.904,-4.883,-14.648,-52.246,-6.348,-127.441
1692141283.908,1.953,-24.414,-48.340,6.348,23.438
1692141283.912,-9.277,-34.668,-40.527,3.906,395.996
1692141283.915,-17.578,-45.410,-33.203,-11.719,135.742
1692141283.919,-18.555,-38.086,-30.273,-4.395,-234.375
1692141283.923,-12.207,-32.227,-39.551,15.625,-63.477
